eta,U,a,s,y,E
0.0,30.0,0.03300496317011938,0.254954197233053,0.05,-49.29254712592176
0.0,30.0,0.03285914667197586,0.254384491880911,0.16845238095238096,-49.38479906481389
0.0,30.0,0.03257571643191814,0.25327159184172077,0.2869047619047619,-49.564469014332616
0.0,30.0,0.0321945821607578,0.2517624226922286,0.4053571428571428,-49.80592367149795
0.0,30.0,0.03176855886857216,0.25005505869805295,0.5238095238095238,-50.07297549879871
0.0,30.0,0.031355496343718134,0.24837163019508163,0.6422619047619048,-50.32269324169731
0.0,30.0,0.031010367032793064,0.24692850555165274,0.7607142857142857,-50.51075614634158
0.0,30.0,0.03077857392128771,0.24590790978931673,0.8791666666666667,-50.5979196903189
0.0,30.0,0.030690167349727498,0.2454355303059986,0.9976190476190476,-50.55657600187365
0.0,30.0,0.030757975294635427,0.2455637433955173,1.1160714285714286,-50.375970549926095
0.0,30.0,0.03097601283426646,0.24626919203650668,1.2345238095238096,-50.06466901161946
0.0,30.0,0.031318810712118894,0.24745633578449294,1.3529761904761906,-49.64945595739644
0.0,30.0,0.031746755739250225,0.24897520581313656,1.4714285714285713,-49.170796576786174
0.0,30.0,0.03221028673266075,0.25064527778189494,1.5898809523809523,-48.675915247784914
0.0,30.0,0.032656829100025826,0.25228322544354653,1.7083333333333333,-48.21109234691566
0.0,30.0,0.0330396426355591,0.25373134931426883,1.8267857142857142,-47.81482149969476
0.0,30.0,0.03332416348633408,0.254875387161402,1.9452380952380952,-47.51308700203195
0.0,30.0,0.03349993023306935,0.2556677477264355,2.0636904761904757,-47.31740002590803
0.0,30.0,0.03356421919519534,0.256099978669925,2.182142857142857,-47.22555883260264
0.0,30.0,0.033535481016844705,0.2562170568016936,2.3005952380952377,-47.224528544331896
0.0,30.0,0.03343835590703928,0.2560892922761149,2.419047619047619,-47.29448764073091
0.0,30.0,0.033298826484898,0.2557917060015502,2.5374999999999996,-47.41302456780261
0.0,30.0,0.03313958805562019,0.2553981119764032,2.655952380952381,-47.55866562962009
0.0,30.0,0.03297850535824604,0.25496905428485583,2.7744047619047616,-47.71327143776794
0.0,30.0,0.032827434119074024,0.2545487768336915,2.8928571428571423,-47.86321403563711
0.0,30.0,0.032693017545496306,0.2541655636101345,3.0113095238095235,-47.99952741681841
0.0,30.0,0.03257789769193139,0.253834273341937,3.1297619047619043,-48.117362585914286
0.0,30.0,0.032482004241976836,0.25355979103393433,3.2482142857142855,-48.215089060182606
0.0,30.0,0.03240361407924033,0.25334019901188654,3.3666666666666663,-48.293316038781946
0.0,30.0,0.03234020636276141,0.25316974342866333,3.4851190476190474,-48.354009348977094
0.0,30.0,0.03228900580760378,0.2530408266210667,3.603571428571428,-48.39979038020135
0.0,30.0,0.032247359691723036,0.25294551949941413,3.7220238095238094,-48.433437238040824
0.0,30.0,0.03221292851055813,0.25287644334372306,3.84047619047619,-48.457568781928934
0.0,30.0,0.03218375034323582,0.252827181561585,3.958928571428571,-48.474474113920024
0.0,30.0,0.03215826160587581,0.25279247864013465,4.077380952380952,-48.48604636385994
0.0,30.0,0.03213525538880647,0.2527681854989259,4.195833333333333,-48.49378390010189
0.0,30.0,0.032113837376640586,0.2527511627595739,4.314285714285714,-48.49882977541685
0.0,30.0,0.03209335352547766,0.25273909319358845,4.432738095238095,-48.502028443701946
0.0,30.0,0.03207333893149142,0.25273031459188217,4.551190476190476,-48.503986057839214
0.0,30.0,0.0320534807679853,0.25272368027231884,4.669642857142857,-48.505126386245905
0.0,30.0,0.032033565188722336,0.2527184019368212,4.788095238095238,-48.50573849728869
0.0,30.0,0.032013445407666104,0.25271394965128074,4.906547619047618,-48.50601505788663
0.0,30.0,0.03199260262156308,0.2527096451651699,5.0249999999999995,-48.506081681006194
0.0,30.0,0.03197184218549889,0.25270592983733103,5.143452380952381,-48.50601854869345
0.0,30.0,0.03195081136465405,0.25270251413224426,5.261904761904762,-48.50587581187829
0.0,30.0,0.03192926122206297,0.2526989809261664,5.380357142857142,-48.50568422629506
0.0,30.0,0.03190730234918709,0.25269545030443635,5.498809523809523,-48.50546229717256
0.0,30.0,0.03188493149347784,0.2526919015202061,5.617261904761905,-48.50522095555226
0.0,30.0,0.0318621362742248,0.25268829367515794,5.735714285714285,-48.50496654510177
0.0,30.0,0.03183893020474265,0.2526846512122241,5.854166666666666,-48.50470268613939
0.0,30.0,0.03181530725619977,0.25268093855129353,5.972619047619047,-48.50443141347266
0.0,30.0,0.0317912733572687,0.2526771680722508,6.0910714285714285,-48.50415385623719
0.0,30.0,0.03176682843118225,0.2526733434296104,6.209523809523809,-48.50387063583786
0.0,30.0,0.03174198024063554,0.2526694531534419,6.32797619047619,-48.50358209424259
0.0,30.0,0.0317167274052347,0.2526654999689328,6.446428571428571,-48.50328842242136
0.0,30.0,0.03169107996256742,0.25266149970513874,6.564880952380952,-48.502989731244554
0.0,30.0,0.03166503340005147,0.25265742537796076,6.683333333333333,-48.50268608990165
0.0,30.0,0.03163859354730762,0.2526532946424068,6.801785714285714,-48.502377546319664
0.0,30.0,0.0316117655685584,0.2526491042879285,6.920238095238095,-48.502064137843625
0.0,30.0,0.031584550914931495,0.2526448592214194,7.038690476190475,-48.50174589670735
0.0,30.0,0.03155695943144063,0.2526405670771197,7.157142857142857,-48.50142285279175
0.0,30.0,0.03152898484263316,0.2526362038969359,7.275595238095238,-48.50109503499178
0.0,30.0,0.03150063866533546,0.2526317980405169,7.394047619047619,-48.50076247186887
0.0,30.0,0.03147191766875989,0.25262731784763964,7.512499999999999,-48.500425191974195
