alpha,a_pol,s_pol,E_pol,a_1,a_2,s_bi,E_bi
0.001,0,0,0,0.26389517306021526,0.013083856925909895,447.21359549995793,1.5000000000000002e-05
0.051122807017543855,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.10124561403508771,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.15136842105263157,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.20149122807017542,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.2516140350877193,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.30173684210526314,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.351859649122807,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.40198245614035083,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.4521052631578947,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.5022280701754386,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.5523508771929824,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.6024736842105263,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.6525964912280701,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.702719298245614,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.7528421052631578,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.8029649122807017,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.8530877192982456,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.9032105263157894,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
0.9533333333333333,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.003456140350877,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.0535789473684207,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.1037017543859646,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.1538245614035085,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.2039473684210524,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.2540701754385963,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.30419298245614,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.354315789473684,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.4044385964912278,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.4545614035087717,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.5046842105263154,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.5548070175438593,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.6049298245614032,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.655052631578947,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.705175438596491,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.7552982456140347,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.8054210526315786,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
1.8555438596491225,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.9056666666666664,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
1.95578947368421,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.005912280701754,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.056035087719298,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.1061578947368416,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.1562807017543855,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.2064035087719294,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.2565263157894733,0,0,0,0.0,1e-10,447.21359548856293,1.5000000000764402e-05
2.306649122807017,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.356771929824561,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.406894736842105,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.457017543859649,0,0,0,0.0,1e-10,447.213595498493,1.5000000000098268e-05
2.507140350877193,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.5572631578947362,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.60738596491228,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.657508771929824,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.707631578947368,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.757754385964912,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.8078771929824557,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.8579999999999997,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.9081228070175436,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
2.9582456140350875,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.008368421052631,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.058491228070175,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.1086140350877187,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.1587368421052626,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.2088596491228065,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.2589824561403504,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.3091052631578943,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.3592280701754382,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.409350877192982,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.4594736842105256,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.5095964912280695,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.5597192982456134,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.6098421052631573,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.659964912280701,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.710087719298245,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.760210526315789,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.810333333333333,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.860456140350877,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.9105789473684203,0,0,0,0.0,1e-10,447.21359549995793,1.5000000000000002e-05
3.960701754385964,0,0,0,0.4747278722330983,0.3648867617683894,447.21359549995793,1.5000000000000002e-05
4.010824561403509,0,0,0,0.45764883917523425,0.35265213075178314,447.21359549995793,1.5000000000000002e-05
4.060947368421052,0,0,0,0.44116628972645183,0.34087391528019734,447.21359549995793,1.5000000000000002e-05
4.111070175438597,0,0,0,0.42526271751483596,0.329538992231374,447.21359549995793,1.5000000000000002e-05
4.16119298245614,0,0,0,0.4099182304304596,0.3186308289120986,447.21359549995793,1.5000000000000002e-05
4.211315789473684,0,0,0,0.395116589875194,0.3081388046470225,447.21359549995793,1.5000000000000002e-05
4.261438596491228,0,0,0,0.3808376576879536,0.29804584112511,447.21359549995793,1.5000000000000002e-05
4.3115614035087715,0,0,0,0.3670644479655203,0.288338529175087,447.21359549995793,1.5000000000000002e-05
4.361684210526316,0,0,0,0.3537817987627052,0.2790047476368762,447.21359549995793,1.5000000000000002e-05
4.411807017543859,0,0,0,0.34097066506551366,0.2700300554453444,447.21359549995793,1.5000000000000002e-05
4.461929824561404,0,0,0,0.32861720294389885,0.2614030695119585,447.21359549995793,1.5000000000000002e-05
4.512052631578947,0,0,0,0.31670225030710447,0.25310908094612,447.21359549995793,1.5000000000000002e-05
4.562175438596491,0,0,0,0.3052135548907459,0.24513761911870524,447.21359549995793,1.5000000000000002e-05
4.612298245614035,0,0,0,0.29413496992290117,0.2374760487472734,447.21359549995793,1.5000000000000002e-05
4.662421052631578,0,0,0,0.28345349921659946,0.2301147726027213,447.21359549995793,1.5000000000000002e-05
4.712543859649123,0,0,0,0.27315318740030536,0.2230403213114433,447.21359549995793,1.5000000000000002e-05
4.762666666666666,0,0,0,0.2632209127417161,0.21624289573806743,447.21359549995793,1.5000000000000002e-05
4.8127894736842105,0,0,0,0.2536442232765533,0.20971215505967922,447.21359549995793,1.5000000000000002e-05
4.862912280701754,0,0,0,0.2444114626802529,0.20343918989573492,447.21359549995793,1.5000000000000002e-05
4.913035087719298,0,0,0,0.23551041930111655,0.19741414920017342,447.21359549995793,1.5000000000000002e-05
4.963157894736842,0,0,0,0.22692708129182854,0.1916262639512421,447.21359549995793,1.5000000000000002e-05
5.013280701754386,0,0,0,0.21865236472994842,0.18606786694981917,447.21359549995793,1.5000000000000002e-05
5.06340350877193,0,0,0,0.21067417631941532,0.18073067126762582,447.21359549995793,1.5000000000000002e-05
5.113526315789473,0,0,0,0.20298214925995528,0.1756047810841373,447.21359549995793,1.5000000000000002e-05
5.163649122807017,0,0,0,0.195567185640866,0.17068399683759214,447.21359549995793,1.5000000000000002e-05
5.213771929824561,0,0,0,1.0,1e-10,447.21359549995793,-2.6068708718921214
5.263894736842105,0,0,0,1.0,1e-10,447.21359549995793,-2.6319322745066405
5.314017543859649,0,0,0,1.0,1e-10,4.310821857104546,-2.83462794550704
5.364140350877193,0,0,0,0.0,1.0,447.21359549995793,-2.6820551754385966
5.4142631578947364,0,0,0,1.0,1e-10,447.21359549995793,-2.7071164823501968
5.464385964912281,0,0,0,0.0,1.0,447.21359549995793,-2.7321779824561405
5.514508771929824,0,0,0,1.0,1e-10,4.173152088925582,-2.94786670505524
5.564631578947368,0,0,0,1.0,1e-10,447.21359549995793,-2.782300690193753
5.614754385964912,0,0,0,1.0,1e-10,447.21359549995793,-2.807362092808272
5.6648771929824555,0,0,0,0.0,1.0,447.21359549995793,-2.832423596491228
5.715,0,0,0,0.0,1.0,4.045427327977234,-3.0615032148902768
5.765122807017543,0,0,0,0.0,1.0,447.21359549995793,-2.882546403508772
5.815245614035088,0,0,0,0.0,1.0,447.21359549995793,-2.907607807017544
5.865368421052631,0,0,0,0.0,1.0,3.955533519009266,-3.1469878018360458
5.9154912280701755,0,0,0,0.0,1.0,447.21359549995793,-2.957730614035088
5.965614035087719,0,0,0,0.0,1.0,447.21359549995793,-2.9827920175438596
6.015736842105262,0,0,0,0.0,1.0,447.21359549995793,-3.0078534210526313
6.065859649122807,0,0,0,0.0,1.0,3.84281673191623,-3.261305162659582
6.11598245614035,0,0,0,0.0,1.0,3.8158251390567917,-3.2899441979509527
6.1661052631578945,0,0,0,0.0,1.0,447.21359549995793,-3.0830376315789474
6.216228070175438,0,0,0,0.0,1.0,447.21359549995793,-3.108099035087719
6.266350877192982,0,0,0,0.0,1.0,447.21359549995793,-3.1331604385964913
6.316473684210526,0,0,0,0.0,1.0,3.7122639538131734,-3.4047362435814708
6.36659649122807,0,0,0,0.0,1.0,447.21359549995793,-3.183283245614035
6.416719298245614,0,0,0,0.0,1.0,3.6629705871135543,-3.4622724813407038
6.466842105263157,0,0,0,0.0,1.0,3.6389494752793787,-3.4910753247199233
6.516964912280701,0,0,0,0.0,1.0,3.615279004406602,-3.5199011933576516
6.567087719298245,0,0,0,0.0,1.0,3.5919766682849357,-3.5487499944651715
6.617210526315789,0,0,0,0.2391460851083394,0.23911373668422414,1.1977324364370299,-2.91159844570624
6.667333333333333,0,0,0,0.23727579489330247,0.237289300664522,1.1893592432482065,-2.9496045048375117
6.717456140350877,0,0,0,0.23543979367233356,0.23544461999348554,1.1810868892926112,-2.987833564145015
6.7675789473684205,0,0,0,0.23361037721694902,0.23360988367042707,1.172912574892264,-3.0262860485875285
6.817701754385965,0,0,0,0.23178497331622208,0.23178532354123196,1.1648307978117176,-3.06496239055464
6.867824561403508,0,0,0,0.22996740127188142,0.2299671897994068,1.1568397212041295,-3.103863029563573
6.917947368421052,0,0,0,0.2281559623162994,0.22815743332315186,1.1489400453930612,-3.1429884118133193
6.968070175438596,0,0,0,0.22635404036546683,0.22635311302561587,1.1411273679312652,-3.182338989794527
7.0181929824561395,0,0,0,0.22455962459161738,0.22455784255148842,1.1334008063779533,-3.221915221834786
7.068315789473684,0,0,0,0.2227716147179386,0.2227717559089739,1.125759623406382,-3.2617175716469613
7.118438596491227,0,0,0,0.22099229413953017,0.22099252235122227,1.1182029389583796,-3.30174650795498
7.168561403508772,0,0,0,0.21922049247198433,0.21922185504209052,1.1107299679046971,-3.342002504067891
7.218684210526315,0,0,0,0.21745866782673798,0.21745754376842058,1.103338037686976,-3.3824860374573746
7.2688070175438595,0,0,0,0.21570469480105572,0.21570383055511133,1.0960267932016254,-3.423197589363648
7.318929824561403,0,0,0,0.21395854188312954,0.21395865966685404,1.0887949935221672,-3.4641376443650667
7.369052631578946,0,0,0,0.21222145914265728,0.21222154002188523,1.0816407566408877,-3.5053066900179943
7.419175438596491,0,0,0,0.21049426211325284,0.2104929290615545,1.0745635281021517,-3.5467052164524544
