eta,U,a_opt,s_opt,y_opt,E_opt,a_inf,s_inf,y_inf,E_inf,E_binding
0.061538461538461535,52.31099308056261,0.01107840680232942,0.1491778380377051,1.5960653850151416,-124.28264724955062,0.010367706588911448,0.15348014686209022,5000.000933263924,-128.5219489179823,0.032985040330636616
0.061538461538461535,54.158713780794706,0.010332694943039287,0.14404917483493937,1.5978597405077133,-133.14598981193924,0.00916938754927554,0.14815290096513903,5000.000885086076,-137.72907137613643,0.03327606523738802
0.061538461538461535,56.07169938205458,0.00963744705127062,0.13909894999053557,1.5995398392431517,-142.64656320762953,0.009055294587903715,0.14314227627054987,5000.000947976043,-147.59063914787623,0.033498573952871515
0.061538461538461535,58.05225516094899,0.008989067984031544,0.13432109867518152,1.6011183736668257,-152.83017658575028,0.008927194380872236,0.13830061856522602,5000.000955976438,-158.15648755216975,0.03367747380367514
0.061538461538461535,60.10276782070382,0.009055160203507485,0.13473239419859612,10.0,-166.7724376826173,0.00877184217807099,0.13362107512940302,5000.000993729818,-169.47695651099545,0.015958032785434697
0.061538461538461535,62.22570836730228,0.007820601907378487,0.12525830880270558,1.6039507708061445,-175.44646375398628,0.00860751416269137,0.1290987278015482,5000.001014518144,-181.6060483518905,0.03391728774346247
0.061538461538461535,64.4236350872137,0.007294829417840027,0.12096154344564591,1.6052280153762877,-187.98818702175555,0.008468718140693169,0.12473364887382384,5000.001086329668,-194.60123771059173,0.0339825726014704
0.061538461538461535,66.69919663030122,0.006804461749469807,0.11681372695927474,1.6064232646460648,-201.43157503289973,0.008350910009030406,0.1205205063116799,5000.001119593755,-208.52380144979693,0.03401159180672567
0.061538461538461535,69.05513520162327,0.006347067602732977,0.1128097717692369,1.6075637556084814,-215.84144806166444,0.008239650728791464,0.11645180144775245,5000.001182563763,-223.4394308278157,0.03400466398433646
0.061538461538461535,71.49428986597577,0.005920214055226501,0.1089434877942033,1.6085525092406763,-231.2872865506689,0.008120369075669223,0.11252080598966584,5000.001236913108,-239.41865226663023,0.03396295835341088
0.061538461538461535,74.0195999691564,0.0059658503837247525,0.10931596220763148,10.0,-252.55658349112338,0.0048160891130309014,0.10833038023718297,5000.001303184209,-256.6495690253464,0.015947759233598455
0.061538461538461535,76.63410868007455,0.005151714437764121,0.10160850154916025,1.6104354084906372,-265.5901162729967,0.00477344557390157,0.10465229561448457,5000.001424303768,-275.0617913585734,0.034434717518542296
0.061538461538461535,79.34096665797492,0.0048055000738646625,0.09812988916781079,1.6112860854326325,-284.6125062158844,0.0047266359460677015,0.10110056629865935,5000.009192375056,-294.79271193106945,0.03453343757550368
0.061538461538461535,82.14343584919426,0.004482835107039709,0.09477051013712597,1.61206777085022,-305.00245654350533,0.004682191102028098,0.09766935699130692,5000.001451910664,-315.936764107263,0.034609164889861904
0.061538461538461535,85.04489341802677,0.004181746697601817,0.09152751271550295,1.612813075863087,-326.8582819264518,0.004632312134695892,0.09435510503507707,5000.001504740233,-338.59471607002155,0.03466218929755135
