eta,U,a,s,y,E_inf
0.0,0.001,0.0001,84.3159135930979,500.0,0.0004122010615792995
0.0,0.203010101010101,0.0001,34.99469488557534,500.0,-0.00233834646483484
0.0,0.405020202020202,0.0001,17.794891798891197,500.0,-0.009311713384090911
0.0,0.607030303030303,0.0001,11.970743911176069,500.0,-0.020918439761229122
0.0,0.809040404040404,0.0001,8.97810863426622,500.0,-0.03715769398726913
0.0,1.011050505050505,0.0001,7.189493391274931,500.0,-0.05803023294207157
0.0,1.213060606060606,0.0001,5.992706193857389,500.0,-0.08353598817834657
0.0,1.415070707070707,0.0001,5.137141187379267,500.0,-0.11367498285125273
0.0,1.617080808080808,0.0001,4.495696096908963,500.0,-0.14844721702535107
0.0,1.8190909090909089,0.0001,3.9965545548969996,500.0,-0.1878526906566019
0.0,2.02110101010101,0.0001,3.596820984657894,500.0,-0.23189140600772645
0.0,2.223111111111111,0.0001,3.2699644854322734,500.0,-0.28056336004282034
0.0,2.425121212121212,0.0001,2.997645049137003,500.0,-0.33386855382067787
0.0,2.6271313131313128,0.0001,2.767124238754178,500.0,-0.3918069875672507
0.0,2.829141414141414,0.0001,2.569516341934337,500.0,-0.45437866110340686
0.0,3.0311515151515147,0.0001,2.3982749449671656,500.0,-0.5215835744131043
0.0,3.233161616161616,0.0001,2.248427702488528,500.0,-0.5934217275253931
0.0,3.435171717171717,0.0001,2.1162063652146337,500.0,-0.6698931204328759
0.0,3.637181818181818,0.0001,1.9986682751357356,500.0,-0.7509977531274024
0.0,3.839191919191919,0.0001,1.8935064388552474,500.0,-0.8367356256048786
0.0,4.041202020202021,0.0001,1.7988546217996608,500.0,-0.9271067378537511
0.0,4.243212121212121,0.0001,1.7132149486525947,500.0,-1.0221110898667336
0.0,4.445222222222222,0.0001,1.6353593795544252,500.0,-1.121748681634299
0.0,4.647232323232323,0.0001,1.564269972945861,500.0,-1.226019513148232
0.0,4.849242424242425,0.0001,1.4991078416903354,500.0,-1.3349235843963592
0.0,5.051252525252526,0.0001,1.4391544218932393,500.0,-1.4484608953722464
0.0,5.253262626262626,0.0001,1.3838124731732322,500.0,-1.5666314460617536
0.0,5.455272727272727,0.0001,1.332569445181504,500.0,-1.6894352364546168
0.0,5.6572828282828285,0.0001,1.2849846699599592,500.0,-1.8168722665371164
0.0,5.85929292929293,0.0001,1.2406837103526405,500.0,-1.9489425363040203
0.0,6.06130303030303,0.0001,1.1993344832005335,500.0,-2.0856460457360604
0.0,6.263313131313131,0.0001,1.1606531679316543,500.0,-2.2269827948217507
0.0,6.465323232323232,0.0001,1.1243877271378468,500.0,-2.372952783550161
0.0,6.667333333333334,0.0001,1.0903219603389085,500.0,-2.523556011900221
0.0,6.869343434343435,0.0001,1.0582569156328618,500.0,-2.678792479873067
0.0,7.071353535353535,0.0001,1.0280250431319917,500.0,-2.838662187439372
0.0,7.273363636363636,0.0001,0.9994741438607619,500.0,-3.003165134584544
0.0,7.4753737373737374,0.0001,0.9724637262166376,500.0,-3.1723013213065934
0.0,7.677383838383839,0.0001,0.9468764060973388,500.0,-3.34607074757491
0.0,7.879393939393939,0.0001,0.9226001697256063,500.0,-3.524473413380307
0.0,8.08140404040404,0.0001,0.8995379008418783,500.0,-3.707509318703279
0.0,8.283414141414141,0.0001,0.8776006677423006,500.0,-3.8951784635274787
0.0,8.48542424242424,0.0001,0.8567077829526051,500.0,-4.087480847835014
0.0,8.687434343434342,0.0001,0.8367865029049825,500.0,-4.284416471607577
0.0,8.889444444444443,0.0001,0.817771456538418,500.0,-4.4859853348260925
0.0,9.091454545454544,0.0001,0.7996003181749578,500.0,-4.692187437474543
0.0,9.293464646464646,0.0001,0.7822195658711126,500.0,-4.903022779529738
0.0,9.495474747474747,0.0001,0.7655783414439736,500.0,-5.118491360973106
0.0,9.697484848484848,0.0001,0.749630448366855,500.0,-5.3385931817842875
0.0,9.89949494949495,0.0001,0.7343332881469158,500.0,-5.563328241942292
0.0,10.10150505050505,0.0001,0.7196481083275268,500.0,-5.79269654142631
0.0,10.30351515151515,0.0001,0.7055387962925946,500.0,-6.026698080214433
0.0,10.505525252525251,0.0001,0.6919720590391945,500.0,-6.265332858284438
0.0,10.707535353535352,0.0001,0.6789173948680362,500.0,-6.508600875613354
0.0,10.909545454545453,0.0001,0.6663458221705986,500.0,-6.756502132179667
0.0,11.111555555555555,0.0001,0.6542315451467996,500.0,-7.009036627958479
0.0,11.313565656565656,0.0001,0.6425498714837778,500.0,-7.266204362926402
0.0,11.515575757575757,0.0001,0.6312780892713666,500.0,-7.52800533705909
0.0,11.717585858585858,0.0001,0.6203948575212784,500.0,-7.794439550331946
0.0,11.91959595959596,0.0001,0.6098806666343392,500.0,-8.065507002719462
0.0,12.121606060606059,0.0001,0.5997167299475328,500.0,-8.341207694196573
0.0,12.32361616161616,0.0001,0.5898861023148189,500.0,-8.621541624736718
0.0,12.525626262626261,0.0001,0.580372573806557,500.0,-8.906508794313579
0.0,12.727636363636362,0.0001,0.5711610341507596,500.0,-9.196109202900205
0.0,12.929646464646463,0.0001,0.5622373369280328,500.0,-9.490342850469231
0.0,13.131656565656565,0.0001,0.553588186828086,500.0,-9.789209736992849
0.0,13.333666666666666,0.0001,0.5452011304762596,500.0,-10.092709862442817
0.0,13.535676767676767,0.0001,0.537064366135986,500.0,-10.400843226790379
0.0,13.737686868686868,0.0001,0.5291669679259291,500.0,-10.713609830006567
0.0,13.939696969696968,0.0001,0.5214984318687446,500.0,-11.031009672061673
0.0,14.141707070707069,0.0001,0.5140489954309774,500.0,-11.353042752925749
0.0,14.34371717171717,0.0001,0.506809420647467,500.0,-11.679709072568231
0.0,14.545727272727271,0.0001,0.49977082184750354,500.0,-12.011008630958619
0.0,14.747737373737372,0.0001,0.49292511703597097,500.0,-12.346941428065227
0.0,14.949747474747474,0.0001,0.4862644212675654,500.0,-12.687507463856422
0.0,15.151757575757575,0.0001,0.47978131966057186,500.0,-13.03270673830001
0.0,15.353767676767676,0.0001,0.4734688136177016,500.0,-13.382539251363369
0.0,15.555777777777777,0.0001,0.46732029953446286,500.0,-13.737005003013389
0.0,15.757787878787877,0.0001,0.461329384097855,500.0,-14.09610399321669
0.0,15.959797979797978,0.0001,0.45549011835468245,500.0,-14.459836221939243
0.0,16.161808080808083,0.0001,0.4497968496501296,500.0,-14.828201689146663
0.0,16.363818181818182,0.0001,0.4442441555048002,500.0,-15.20120039480412
0.0,16.565828282828285,0.0001,0.438826901827621,500.0,-15.578832338876268
0.0,16.767838383838384,0.0001,0.4335400961453086,500.0,-15.961097521327831
0.0,16.969848484848484,0.0001,0.4283792728150433,500.0,-16.347995942121926
0.0,17.171858585858587,0.0001,0.4233397636436996,500.0,-16.73952760122302
0.0,17.373868686868686,0.0001,0.41841748941285367,500.0,-17.135692498593247
0.0,17.57587878787879,0.0001,0.41360835854553957,500.0,-17.536490634195435
0.0,17.77788888888889,0.0001,0.40890852362602675,500.0,-17.941922007991682
0.0,17.97989898989899,0.0001,0.4043143028359116,500.0,-18.35198661994373
0.0,18.18190909090909,0.0001,0.39982217063965164,500.0,-18.766684470012752
0.0,18.383919191919194,0.0001,0.3954287561750016,500.0,-19.18601555815959
0.0,18.585929292929293,0.0001,0.39113085161144145,500.0,-19.609979884344597
0.0,18.787939393939393,0.0001,0.38692537252990933,500.0,-20.038577448527715
0.0,18.989949494949496,0.0001,0.38280936279661965,500.0,-20.471808250668428
0.0,19.191959595959595,0.0001,0.37878001657808674,500.0,-20.90967229072574
0.0,19.393969696969698,0.0001,0.37483458026940913,500.0,-21.352169568658375
0.0,19.595979797979798,0.0001,0.37097051574717316,500.0,-21.79930008442439
0.0,19.7979898989899,0.0001,0.3671852930961176,500.0,-22.2510638379816
