eta,U,a_opt,s_opt,y_opt,E_opt,a_inf,s_inf,y_inf,E_inf,E_binding
0.0,1.0000000000000006e-05,0.5005269099004576,10.0,1.5990744662072727,0.027214300062422977,0.3221077133717942,84.55553320372822,5000.000050546004,0.0004197121135735716,63.840396982377214
0.0,1.224245126603815e-05,0.5006452574956756,10.0,1.5990688802485475,0.027214063522907915,0.22124046672114178,84.55617874171415,5000.000021618146,0.00041972414038388465,63.837975480794626
0.0,1.498776130013188e-05,0.5007897970925679,10.0,1.599062222601448,0.02721377390666484,0.0314138109053764,84.55742405197523,5000.0,0.0004197265733468875,63.83690963300942
0.0,1.8348693730387715e-05,0.5009667033436199,10.0,1.599054033893245,0.027213419294294713,0.04058086988013307,84.55823699001813,5000.000051989112,0.00041975151663270916,63.83221195388078
0.0,2.2463298878973133e-05,0.5011831809106809,10.0,1.5990441283976324,0.02721298508539494,1e-15,84.56178027542735,5000.000002207996,0.00041932774398860406,63.89669590317997
0.0,2.7500584180027744e-05,0.5014486293791925,10.0,1.5990321730130344,0.027212453392093293,1e-15,84.55867926236364,5000.000020387045,0.0004193109858966736,63.89802153382877
0.0,3.366745616115694e-05,0.5017737700197306,10.0,1.599017699864529,0.027211802296878706,1e-15,84.56013494627774,5000.000035011403,0.00041923836683916484,63.90770990747168
0.0,4.121721913044389e-05,0.5021714492894283,10.0,1.5990005086786667,0.027211004939758025,0.615429028013748,84.55907606186855,5000.000051948511,0.0004200798280852971,63.775795266781614
0.0,5.045997965260746e-05,0.5026567747579797,10.0,1.5989797757547135,0.0272100283970474,0.97889743903799,84.58133935004,5000.000062893104,0.0004200186591647671,63.78290381469293
0.0,6.177538417823236e-05,0.5032520876472281,10.0,1.5989552219108756,0.027208832290319628,1.0,84.59464381890876,5000.0001048548975,0.00042003775267779054,63.77711138310805
0.0,7.562821302427923e-05,0.5039809121842549,10.0,1.598926353398337,0.027207367098833386,1e-15,84.6517985089229,5000.000069593318,0.00041793515907375474,64.0994933260257
0.0,9.258747122872902e-05,0.5048716876761953,10.0,1.5988925212294578,0.027205572059050227,1.0,84.63587506585692,5000.000061107854,0.00042003979319907536,63.769034980826945
0.0,0.00011334976043634244,0.505963505847213,10.0,1.5988536642129694,0.027203372552814218,1.0,84.75199026359765,5000.000176480307,0.0004191677392643407,63.89853584762374
0.0,0.00013876789181590187,0.507298506256382,10.0,1.5988099118987504,0.027200676938142782,1.0,84.72826017396392,5000.0,0.0004197406529392344,63.80353224704352
0.0,0.0001698859152847033,0.5089323331917944,10.0,1.5987618207307883,0.027197372534450325,1e-15,84.67879183932314,5000.000438874399,0.00041678054395683265,64.25585929766252
0.0,0.00020798200386592638,0.510933027165521,10.0,1.5987111713419775,0.02719332068835533,1.0,84.72352209737626,5000.0,0.000420709315803119,63.63683989607945
0.0,0.0002546209546541559,0.9870377700947189,10.0,1.597466727046591,0.027185258446889887,1.0,84.79968568627169,5000.0,0.0004205770100752925,63.638003969886825
0.0,0.0003117184628665614,0.9869516789664278,10.0,1.5971839541133235,0.02717850887111302,1.0,84.91665120079696,5000.0,0.0004201825666754514,63.68261900095839
0.0,0.00038161980903681967,0.9865246888499196,10.0,1.5968962527067911,0.02717024509130959,1.0,84.68720204285863,5000.0,0.00042338262677270506,63.174208796470204
0.0,0.0004671961914288045,0.9844182379554125,10.0,1.5968413495300777,0.027160126204094834,1.0,84.7161612057073,5000.0,0.00042423479340143304,63.0214490337536
0.0,0.0005719626605245771,0.9788025187598837,10.0,1.5970687082370023,0.027147738185171067,1.0,84.75390645976074,5000.0,0.0004252545979395776,62.83878814410458
0.0,0.000700222499746565,0.9822599140432536,10.0,1.596394344777801,0.027132572049778005,1.0,85.21222862322517,5000.001140462609,0.0004224315187969358,63.229516128555545
0.0,0.0008572439828530724,0.9822045640967615,10.0,1.5958118779593582,0.027114003409404917,1.0,85.014181940561,5000.00218249647,0.0004264644436246448,62.578579210391254
0.0,0.0010494767683183173,0.9818495017168759,10.0,1.5951306805343213,0.027091268251071016,1.0,86.4327535413287,5000.0,0.000415274017251478,64.23708954963422
0.0,0.001284816819097621,0.9833579030138097,10.0,1.593768639658171,0.027063432372238263,1.0,85.01154735166205,5000.0,0.0004321658001222299,61.62279977865875
0.0,0.0015729307293588762,0.9813076512693313,10.0,1.5932067858049352,0.027029345840313797,1.0,85.1198063578204,5000.0,0.00043490821579744384,61.14954065825827
0.0,0.0019256527799029867,0.9825219652901542,10.0,1.5904999106149837,0.02698761469953229,1.0,85.24709703960963,5000.0,0.0004383103071252885,60.5719371888237
0.0,0.0023574710313273204,0.9794771663428096,10.0,1.590380094579202,0.0269364993231508,1.0,87.33602831976958,5000.0,0.00042376811703168527,62.56424242538461
0.0,0.0028861224212121386,1.0,10.0,1.5894682148741244,0.026873979220457585,1.0,87.97744121825714,5000.0,0.00042461247674671496,62.29060188329828
0.0,0.0035333213089509606,0.9804401064673163,10.0,1.5866344530271124,0.026797255517336686,1.0,88.42651324621187,5000.003401172361,0.0004287565042069969,61.499939369781295
0.0,0.004325651393208622,0.9807911663779436,10.0,1.5835461457475022,0.026703366539121066,1.0,89.98863632406932,5000.0,0.00042470459975432143,61.87515264625847
0.0,0.0052956576375226576,0.9803854981207281,10.0,1.579431470439868,0.02658835622628881,1.0,93.46964711173365,5000.000199715764,0.00040731544038855163,64.27706438264482
0.0,0.00648318305489938,0.980299757356853,10.0,1.5747078306640807,0.02644745513555944,1.0,104.83726856535719,5000.0,0.0003427369868080082,76.16545384223319
