eta,U,a,s,y,E_inf
0.1,0.001,0.9999978640656951,43.54378252184404,4.6471327437267655,0.0006827198465171005
0.1,0.203010101010101,0.9999670256277718,6.776809174520219,1.0276886238459075,-0.11773078643800484
0.1,0.405020202020202,0.999967009307159,6.696797572026025,1.0247963085187057,-0.2958126199654218
0.1,0.607030303030303,0.9999669826850389,6.638797256036482,1.022516013447643,-0.4742415249357385
0.1,0.809040404040404,0.9999669701702594,6.58607481389472,1.0203608260400494,-0.6527117393841284
0.1,1.011050505050505,0.9999669614609493,6.53525330983841,1.018234154656648,-0.8311589645664441
0.1,1.213060606060606,0.9999669478178274,6.485192854564427,1.016106017244277,-1.0095597234856926
0.1,1.415070707070707,0.9999669336456979,6.4347941898218775,1.0131848478047076,-1.187884200450478
0.1,1.617080808080808,0.9999669172913277,6.383786303198486,1.0097341186434412,-1.366122820682218
0.1,1.8190909090909089,0.9999669265452873,6.332638503274818,1.0065042427525388,-1.5442873830585004
0.1,2.02110101010101,0.9999669144058086,6.281343647926558,1.003495221122725,-1.7223756971627764
0.1,2.223111111111111,0.9999668724446833,6.229899177820249,1.0007076165980695,-1.9003855340754932
0.1,2.425121212121212,0.9999668619067466,6.178308207500959,0.9981426319309638,-2.078314574119033
0.1,2.6271313131313128,0.9999668501450124,6.1265784381773,0.995801996135803,-2.256160725603861
0.1,2.829141414141414,0.9999668791684843,6.074722059354671,0.9936868193750764,-2.433921789950061
0.1,3.0311515151515147,0.9999668392211112,6.022755441246711,0.9917985451826679,-2.6115960360264436
0.1,3.233161616161616,0.999966882728007,5.970697241075857,0.9901377500683998,-2.789181076962456
0.1,3.435171717171717,0.9999668120586301,5.918569007122227,0.9887044102162618,-2.9666755725882696
0.1,3.637181818181818,0.999966816426336,5.866392860986896,0.9874980211915871,-3.1440770578268324
0.1,3.839191919191919,0.999968882471498,5.814197183700311,0.9865160694722808,-3.3213768840051356
0.1,4.041202020202021,0.9999664481235464,2.79404718213449,0.9800766712796796,-3.1487330639957842
0.1,4.243212121212121,0.9999663831585586,2.758826022814583,0.979593329406054,-3.3129737465358557
0.1,4.445222222222222,0.9999664965139324,2.722132728539954,0.9792191636140938,-3.476041374860168
0.1,4.647232323232323,0.9999663736618108,2.6839713999281094,0.978947422712605,-3.6378257919811654
0.1,4.849242424242425,0.9999663704583064,2.644368789979419,0.978771205873009,-3.7982079199231498
0.1,5.051252525252526,0.9999663644129915,2.603370614356877,0.9786836268001105,-3.9570636370380905
