eta,U,a_r,s_r,a_R,s_R,E_bi
0.0,0.001,1e-05,67.72764069493927,0.9999997347215474,68.01646322878625,0.0006347044833503376
0.0,0.10124812030075189,1e-05,67.17593207100352,1.0,74.0696486681218,-0.0010828787707962708
0.0,0.20149624060150378,1e-05,316.57532766041646,1.0,364.57656150452624,-0.000683001238096542
0.0,0.30174436090225565,1e-05,13.815285819370915,0.9999990414261574,1000.0,-0.01649713764381721
0.0,0.40199248120300757,1e-05,6.989352904694102,0.9999980574491226,1000.0,-0.03253606652893368
0.0,0.5022406015037595,1e-05,5.124201765076167,0.9999981487643224,1000.0,-0.04903278877277975
0.0,0.6024887218045113,1e-05,4.551446811744257,0.9999982107290915,1000.0,-0.06974639625654244
0.0,0.7027368421052632,1e-05,4.54149114842541,0.9999981305440231,1000.0,-0.0933898271437481
0.0,0.8029849624060151,0.4990199737921032,17.669380956227155,0.999943345220579,17.952131716294428,-0.20391624811791445
0.0,0.903233082706767,1e-05,4.695887241772244,0.9999982051936389,1000.0,-0.1390456890905209
0.0,1.0034812030075189,1e-05,3.4672513127258466,0.9999963627601295,856.3138011594785,-0.17783550166170625
0.0,1.1037293233082708,0.4997534426573316,20.320771227274726,0.9999886157298014,21.17674528433251,-0.29647114193965074
0.0,1.2039774436090225,1e-05,2.9928725014440283,0.9999983958696024,1000.0,-0.24487348110900373
0.0,1.3042255639097744,0.500917146556063,10.411329898136785,0.9999094563546518,10.696299087658184,-0.33315619504270994
0.0,1.4044736842105263,0.4996346716350393,13.714182876795821,0.9999741412548807,14.029578004344229,-0.375227195299148
0.0,1.5047218045112782,0.5134511860448475,9.587415283914908,0.9979834276345211,9.894607629752512,-0.31468606560452606
0.0,1.6049699248120302,0.5013442624299361,9.800872061387002,0.9998686241653417,10.204759834884522,-0.41199215214646134
0.0,1.705218045112782,1e-05,2.2186062130423156,0.999997147392944,708.1467928284218,-0.4407035079774302
0.0,1.805466165413534,1e-05,2.1326305088770954,0.9999985914818845,1000.0,-0.4840574470948874
0.0,1.905714285714286,1e-05,2.3089520278557796,0.9999977139186722,787.1276175855032,-0.5259029499704133
0.0,2.005962406015038,1e-05,2.2976728313379393,0.9999985453229178,1000.0,-0.5689598380934484
0.0,2.1062105263157895,1e-05,2.0200946986851975,0.9999985201355417,832.4082234059632,-0.6217086674093888
0.0,2.2064586466165417,1e-05,1.992585287663588,0.9999922613298423,424.93629244898455,-0.6690658869856202
0.0,2.3067067669172934,1e-05,1.9822189285352436,0.9999973244087341,692.0064318974244,-0.7168863797080609
0.0,2.406954887218045,1e-05,2.325344437617261,0.9999794507697276,266.26055995131514,-0.7367022955338375
0.0,2.507203007518797,1e-05,1.8629439360981475,0.9999979741358027,807.2642171284889,-0.8177335130933197
0.0,2.607451127819549,1e-05,2.2131673279858335,0.9988488707531276,35.195115527894615,-0.8346234992552195
0.0,2.707699248120301,1e-05,1.7534140274978474,0.9999966655119541,622.5133105042864,-0.9220388943812501
0.0,2.8079473684210527,0.5009527081998214,14.635633203292691,0.9999998954429047,308.0027004894439,-0.7520448500418878
0.0,2.908195488721805,0.4979227694845145,14.357300397475397,0.9998594227068573,15.302246088741004,-0.7439315068334389
0.0,3.0084436090225566,0.4997575595519319,14.081726722490174,0.9998109088411364,49.95008044213203,-0.8223015304484598
0.0,3.1086917293233087,0.4999999951872915,13.395685544262362,0.9992101945452473,14.331929734112023,-1.4729501465507162
0.0,3.2089398496240604,0.5139110208761374,9.986024175743665,0.998118619717977,10.70178357984653,-0.7003723737153518
0.0,3.309187969924812,0.5006809558793264,6.5726374913214425,0.9999999741800555,464.9645432526381,-0.9212968183274718
0.0,3.4094360902255643,0.5011222758664265,6.595072193944212,0.9999992186960457,98.65171773348668,-0.9343447394799629
0.0,3.509684210526316,0.4999999998186268,6.24765072281382,0.9997308733256487,25.83718160937226,-1.6812284969733327
0.0,3.609932330827068,0.5005231675857836,8.554995449645046,0.9999999089015472,228.8411808404227,-1.005077642300552
0.0,3.71018045112782,0.46664091195132495,3.7521229223399164,0.9999997494744396,901.8641045985801,-0.8699619498926344
0.0,3.810428571428572,0.47366137520815826,3.5439874214866744,0.9999998548563732,1000.0,-0.91757754241725
0.0,3.9106766917293236,0.5013215218112729,7.22557692440283,0.9998462238627601,7.993913153518874,-1.050093326621843
0.0,4.010924812030076,0.4999999979230992,5.460220086216786,0.9995672856022171,19.102009391914077,-1.926136351620156
0.0,4.1111729323308275,0.5010432617524989,4.498072161494289,0.999794653273781,4.834364674861199,-1.0849454105924898
0.0,4.21142105263158,0.48470108186128086,3.702398093904908,0.9999997929097107,591.4454299120604,-1.0735263973509954
0.0,4.311669172932332,0.4987031330638662,3.8633787998100098,0.9999999553636978,381.15202913398053,-1.2088921137594797
0.0,4.411917293233084,0.5006006470894773,8.34090342231895,0.9999397368967824,9.189769664273266,-1.2161090308436218
0.0,4.512165413533835,1e-05,1.3509868675299772,0.9999975326625868,700.7902112416613,-1.9757086484676274
0.0,4.612413533834587,0.4971501865153384,4.238744177088798,0.9999999496071482,517.9591624907375,-1.2775457824526093
0.0,4.712661654135339,0.49999999548428165,5.7259225854459705,0.9961284407016527,6.454874883508084,-2.2413676000628016
0.0,4.812909774436091,0.49999999595849237,4.301595668333797,0.9943656277176611,5.352836789708724,-2.277101141457328
0.0,4.913157894736843,0.5005134365264536,9.757694443329914,0.9999584153868706,11.057636691484332,-1.3582674300350497
0.0,5.013406015037595,0.4999999962327592,3.626999331691941,0.9894295335426404,3.9480605749747673,-2.331288987983575
0.0,5.113654135338347,0.49999999915680265,4.026218172481516,0.999999894469414,154.46131195530907,-2.4764116678090144
0.0,5.213902255639098,0.5066986499889468,3.9022428097206854,0.9999998675752673,461.4138502316148,-1.3938918181142914
0.0,5.3141503759398505,0.2765293374066755,1.6865197154703113,0.9999782057100745,181.8442682812136,-1.0123196386122784
0.0,5.414398496240603,0.47466376794636167,2.9198953616368515,0.9999996537522885,634.7800104280077,-1.3752722322296522
0.0,5.514646616541355,0.4986430887402671,3.692408090704357,0.9999999842372944,600.2633746786803,-1.5737789179210535
0.0,5.614894736842106,1e-05,1.0670571430259796,0.9999900469953286,321.3118185190308,-2.6797279500962814
0.0,5.715142857142858,0.5109163497550291,4.007789323088522,0.9999984516165059,179.04682162013074,-1.4825308133821427
0.0,5.81539097744361,1e-05,1.1858843611820375,0.999992290528659,363.48377430431833,-2.8336708503561256
0.0,5.915639097744362,1e-05,1.1450609246483476,0.9999977685945062,642.7998890050247,-2.9061462815923402
0.0,6.015887218045114,1e-05,1.1252022996078779,0.9999877659581392,283.6636118340152,-2.974888347359819
0.0,6.116135338345866,1e-05,1.0960428634317019,0.999983512411141,251.65037514818962,-3.0411589443072216
0.0,6.216383458646618,1e-05,1.14961028197045,0.9999880747969604,289.2901443634517,-3.1105406628767875
0.0,6.316631578947369,1e-05,1.1189172601968989,0.9999912389053406,336.0031508199201,-3.183127514323209
0.0,6.416879699248121,1e-05,1.1588053555130065,0.9999886943640696,294.6911078356997,-3.2455066636549788
0.0,6.5171278195488735,1e-05,1.0600285232591522,0.9999944716681134,413.51246384425343,-3.3220122391364684
0.0,6.617375939849625,1e-05,1.0397839563007611,0.9999920673146885,343.04878076016576,-3.392501923337467
0.0,6.717624060150377,1e-05,1.0756981591058679,0.9999990403695919,1000.0,-3.4654143079899677
0.0,6.817872180451129,1e-05,1.083469677471309,0.9999818964215796,257.203464295042,-3.5354848275121626
0.0,6.918120300751881,1e-05,1.0737597140939177,0.9999851342054514,256.1518547963087,-3.606783494976007
0.0,7.0183684210526325,1e-05,1.0517520114182346,0.9999691424425854,182.53508305989038,-3.680861499124033
0.0,7.118616541353385,1e-05,1.1614155490638474,0.9999811282493909,211.19148309075084,-3.721144895647908
0.0,7.218864661654137,1e-05,1.0152044861687255,0.9999990770877135,1000.0,-3.826635078754111
0.0,7.319112781954888,1e-05,1.0572543205074343,0.999979169049777,213.29490284256306,-3.896496357375992
0.0,7.41936090225564,1e-05,1.0989485305220548,0.9999858409364504,270.920242322433,-3.955618098514482
0.0,7.519609022556392,1e-05,0.9997832757007958,0.9999588163037455,148.6180766386868,-4.0443360726242235
0.0,7.619857142857144,1e-05,1.0005069352687987,0.9999744837299829,188.48475712880366,-4.118265681145083
0.0,7.720105263157896,1e-05,1.025038316079823,0.9999861742844213,257.20048313085135,-4.19104183528413
0.0,7.820353383458648,1e-05,1.0319753035439398,0.9999866945440246,262.7627987280433,-4.263238717074177
0.0,7.9206015037594,1e-05,1.055925587571107,0.999958390874791,150.9494044564348,-4.327100083740074
0.0,8.020849624060151,1e-05,0.9777961529640434,0.946609934284776,4.0914097822318976,-4.401483039846923
0.0,8.121097744360902,1e-05,1.0143547113780498,0.999966302523134,168.95782714071396,-4.487021221237281
0.0,8.221345864661654,1e-05,0.9722365224393734,0.9472525856349334,4.108636009939688,-4.553720831870365
0.0,8.321593984962407,1e-05,1.0424754405469776,0.9999775176937588,203.97820479714505,-4.621298844713401
0.0,8.421842105263158,1e-05,1.0417221319684316,0.9997599286414875,62.36686319235476,-4.69394719816632
0.0,8.522090225563911,1e-05,0.9369751338329139,0.9999076808934835,100.05609245049675,-4.791110003930234
0.0,8.622338345864662,1e-05,0.9311916744272258,0.9998709649651325,81.75866419679913,-4.867250036275417
0.0,8.722586466165414,1e-05,0.9882969814466792,0.9999627186275053,151.57055639302231,-4.935063911974016
0.0,8.822834586466167,1e-05,0.9963973077534004,0.947126367623849,4.1367360538993125,-5.0025792365918855
0.0,8.923082706766918,1e-05,0.8599131427514726,0.9508238918085121,4.0831965366494405,-5.068430106444746
0.0,9.023330827067669,1e-05,0.9458818241876349,0.9999942798557708,390.9999132462346,-5.170956205470728
0.0,9.123578947368422,1e-05,0.9158056611943575,0.6653681696250897,1.549902450442598,-5.265565037883225
0.0,9.223827067669173,1e-05,0.9822285610708773,0.9461089426200577,4.0782216700580625,-5.308037709287889
0.0,9.324075187969925,1e-05,0.9305308652993806,0.9481100200780865,4.082686076937416,-5.406661630404971
0.0,9.424323308270678,1e-05,0.9503223953769688,0.9465222008000664,4.049955822916717,-5.476622793427493
0.0,9.524571428571429,1e-05,0.9214060963631249,0.9464500560681618,4.005754834334009,-5.564006209972415
0.0,9.62481954887218,1e-05,0.9508555100542696,0.6339626878836213,1.4809100928420842,-5.65903759380399
0.0,9.725067669172933,1e-05,0.825818741550459,0.4696730161632185,1.1181002405077314,-5.845092628988957
0.0,9.825315789473684,1e-05,0.894424790436677,0.5346461792667625,1.2502014146522102,-5.887645811111382
0.0,9.925563909774437,1e-05,0.9327358449246701,0.5699697617549996,1.3304964904287202,-5.934973308206034
0.0,10.025812030075189,1e-05,0.8867945551679656,0.5080915904430132,1.1988962015169207,-6.075241263991982
0.0,10.12606015037594,1e-05,0.9015420631444553,0.5152618350139158,1.2154609083894896,-6.147092086472963
0.0,10.226308270676693,1e-05,0.8893925257437688,0.49471239612718204,1.1753170094754515,-6.252860331292575
0.0,10.326556390977444,1e-05,0.8863788785830141,0.9475080358728211,3.993635009661821,-6.20174810547914
0.0,10.426804511278196,1e-05,0.8488561265585292,0.44306520879242545,1.078149350239015,-6.488026374669821
0.0,10.527052631578949,1e-05,0.8489285030512022,0.948910331223009,3.988809583323549,-6.362709138769259
0.0,10.6273007518797,1e-05,0.8493962185394686,0.43178796954173404,1.0595441261008116,-6.677318200531547
0.0,10.727548872180451,1e-05,0.981972966003247,0.9435779237731828,3.985128615828416,-6.442216410291088
0.0,10.827796992481204,1e-05,0.8493879256451925,0.4208973325621363,1.0416236045365999,-6.868162770316806
0.0,10.928045112781955,1e-05,0.8111257104419847,0.38606383218237555,0.9791017679244466,-7.02867845719558
0.0,11.028293233082708,1e-05,0.8341995973844836,0.39899648627687795,1.0034814117788247,-7.087611995511372
0.0,11.12854135338346,1e-05,0.851907656660878,0.9480787604227313,3.9615978551661875,-6.850255221798522
0.0,11.22878947368421,1e-05,0.8650419059333215,0.41332679281308426,1.0318090817553474,-7.217806828768893
0.0,11.329037593984964,1e-05,0.6965333954813657,0.2935258751924578,0.8187194193182267,-7.586629761707937
0.0,11.429285714285715,1e-05,0.8607816935525936,0.40091467423224814,1.010799832485497,-7.418300898183791
0.0,11.529533834586466,1e-05,0.8754760741980201,0.4074759838699599,1.0238597931478424,-7.480034923997561
0.0,11.62978195488722,1e-05,0.9623082759152898,0.9104103867525819,2.7888750969765295,-7.167041823231319
0.0,11.73003007518797,1e-05,0.6771761880864129,0.2709911198173618,0.7811641778232347,-8.062099965057811
0.0,11.830278195488722,1e-05,0.5917394372189901,0.2225087756444553,0.6948380683537018,-8.159581759362188
0.0,11.930526315789475,1e-05,0.8114476621868549,0.3471866976069209,0.9173431478430946,-8.03580491651675
0.0,12.030774436090226,1e-05,0.7702030436694935,0.31784577447389645,0.8656607524095322,-8.237588844669752
0.0,12.131022556390977,1e-05,0.6173314558328254,0.22949738853363752,0.7085975845544465,-8.571011765652683
0.0,12.23127067669173,1e-05,0.7761670267773765,0.315633565417669,0.8628694760577365,-8.435893580776526
0.0,12.331518796992482,1e-05,0.8312607389263954,0.3468396809051357,0.9193523630718604,-8.381071014180161
0.0,12.431766917293235,1e-05,0.7677229065928806,0.3052865374547804,0.8458348783523754,-8.672404504299044
0.0,12.532015037593986,1e-05,0.593250311457759,0.21007257629300086,0.6743184866853786,-9.090007154586877
0.0,12.632263157894737,1e-05,0.6277077604560254,0.22505905752304936,0.7022256751573352,-9.20055909866787
0.0,12.73251127819549,1e-05,0.6064112475129841,0.21291099247120643,0.6801728680428717,-9.346254811424007
0.0,12.832759398496242,1e-05,0.8662495301956677,0.3533669801270483,0.9343022613957237,-8.755717306153944
0.0,12.933007518796993,1e-05,0.9356288093231231,0.9435818853807961,3.922108484567715,-8.19820845665531
0.0,13.033255639097746,1e-05,0.7998754858015702,0.9495673068769888,3.931622602566872,-8.433561770255775
0.0,13.133503759398497,1e-05,0.5706012377881631,0.19000951475410138,0.6382506612055573,-9.897569731945445
0.0,13.233751879699248,1e-05,0.806742663030369,0.30700711033796096,0.8525283582829991,-9.390747376872792
0.0,13.334000000000001,1e-05,0.7858671339283987,0.9499552753470798,3.9227031245720303,-8.687972885818898
0.0,13.434248120300753,1e-05,0.765949573178591,0.9482574553653679,3.8240363813597793,-8.775714003251265
0.0,13.534496240601506,1e-05,1.135186290498919,0.5149760716898489,1.262025389965003,-8.344693316561038
0.0,13.634744360902257,1e-05,0.562261391116875,0.17948475670494557,0.6191332164428532,-10.596004754597676
0.0,13.734992481203008,1e-05,0.7614255265089283,0.2714673495501763,0.79040384645955,-10.10846751391974
0.0,13.835240601503761,1e-05,0.5105517871828392,0.15584061200309846,0.5726656247628723,-10.849374807534524
0.0,13.935488721804512,1e-05,0.5721270903408374,0.1798205885107457,0.6204062311842182,-11.012164299554414
0.0,14.035736842105264,1e-05,0.5974897531955595,0.18929599095839453,0.638941318630448,-11.100528136026508
0.0,14.135984962406017,1e-05,0.7186812503752648,0.2428291998492815,0.739483129499397,-10.759385505447
0.0,14.236233082706768,1e-05,0.5361652255346075,0.16159189038528168,0.5849494103672905,-11.471325135535704
0.0,14.33648120300752,1e-05,0.6989407545216074,0.23025924327554606,0.7168506851252112,-11.092350478758853
0.0,14.436729323308272,1e-05,0.547969749749437,0.16408576858828355,0.5903047108084909,-11.7591212043143
0.0,14.536977443609024,1e-05,0.671290594050021,0.21471534378859103,0.6883511404915788,-11.463978982079912
0.0,14.637225563909775,1e-05,0.5613168982869408,0.1671993847652265,0.5968550964219395,-12.024359127451397
0.0,14.737473684210528,1e-05,0.7816643811844206,0.9488588590725899,3.8735229775803743,-9.873067733689382
0.0,14.837721804511279,1e-05,0.5381633905842128,0.15609751739388258,0.5748026816849466,-12.361516570132896
0.0,14.937969924812032,1e-05,0.506224599260089,0.1431652098561493,0.5482425831042732,-12.550109180602433
0.0,15.038218045112783,1e-05,0.8573190095818503,0.2952378137615743,0.8384255339265547,-10.980484373538086
0.0,15.138466165413535,1e-05,0.761397718253835,0.24679937974483865,0.7496462711099725,-11.6645054584717
0.0,15.238714285714288,1e-05,0.7129822532353715,0.951632061179511,3.8532383845938623,-10.321976822289997
0.0,15.338962406015039,1e-05,0.4993507902458265,0.13719150316675954,0.5361415464625746,-13.18389395604335
0.0,15.43921052631579,1e-05,0.46577718727851286,0.1246717785761336,0.5091749491629106,-13.331984300768296
0.0,15.539458646616543,1e-05,0.492404714993641,0.13310376879495542,0.5276340971005381,-13.51655117867001
0.0,15.639706766917294,1e-05,0.9684688057063684,0.34129426535730795,0.9259578506063857,-10.899515200082465
0.0,15.739954887218046,1e-05,0.45523184271132655,0.11892395855558,0.4967150034790918,-13.817760826409735
0.0,15.840203007518799,1e-05,0.7980112857148876,0.25318633615837904,0.7631004484519872,-12.203209655398783
0.0,15.94045112781955,1e-05,0.746115430335508,0.22846065733515306,0.7174196585249342,-12.675087193894546
0.0,16.040699248120305,1e-05,0.5017337230697325,0.13245190670411383,0.5267795110595864,-14.301571169151291
0.0,16.140947368421056,1e-05,0.7362142267454367,0.2216196741867228,0.704953636130762,-12.9781715142725
0.0,16.241195488721807,1e-05,0.6867715074549846,0.19988200828136626,0.6636564065617323,-13.477366335641108
0.0,16.34144360902256,1e-05,0.4643586155004763,0.11782828403023392,0.49482189330490123,-14.86733387555989
0.0,16.44169172932331,1e-05,0.5234857393500267,0.1369011665225731,0.5367890270782392,-14.84604720195243
0.0,16.541939849624065,1e-05,0.4405113921565662,0.1089522495386225,0.4746787236569523,-15.188940028746948
0.0,16.642187969924816,1e-05,0.7329860678328203,0.9339757324620042,3.3349821448889125,-11.573611180755861
0.0,16.742436090225567,1e-05,0.526268271369717,0.1356292140303669,0.5343768948250779,-15.29993441928618
0.0,16.84268421052632,1e-05,0.4468314896337293,0.10913748245838156,0.47535068421102694,-15.737940651189248
0.0,16.94293233082707,1e-05,0.8056737877997641,0.24122512725852804,0.7436059346589298,-13.341181920033272
0.0,17.043180451127824,1e-05,0.641636808985276,0.17437625978884672,0.6147735997795776,-14.856387594562854
0.0,17.143428571428576,1e-05,0.4467514975314984,0.10738309563233227,0.471483826372752,-16.272663080725916
0.0,17.243676691729327,1e-05,0.4312297997139219,0.10212590592367563,0.4591309143982706,-16.448164901149713
0.0,17.343924812030078,1e-05,0.5840373956186877,0.15100470615297698,0.56757295591829,-15.781443857470695
0.0,17.44417293233083,1e-05,0.6240646679562187,0.16437174021582185,0.595219968585211,-15.548168526745219
0.0,17.54442105263158,1e-05,0.8750611838528753,0.9403023182404849,3.7283145766502526,-11.984552975078635
0.0,17.644669172932335,1e-05,0.4388036654332644,0.10227621893663917,0.45976259016176085,-17.174118500631558
0.0,17.744917293233087,1e-05,0.6713774301967631,0.9503018713093573,3.7204375758536483,-12.539844561068293
0.0,17.845165413533838,1e-05,0.5128120530703475,0.12388440701141076,0.5096931094547181,-17.130180594950392
0.0,17.94541353383459,1e-05,0.4324439395725092,0.09889576242933455,0.4518269188580644,-17.73746589420255
0.0,18.04566165413534,1e-05,0.4544471512967199,0.10489249439519067,0.46620756676922304,-17.852288648166173
0.0,18.145909774436095,1e-05,0.43394782301389495,0.09835996928804272,0.45065324305540094,-18.09551783785781
0.0,18.246157894736847,1e-05,0.43121441277182787,0.09709955348320944,0.44763837303875537,-18.297640293110025
0.0,18.346406015037598,1e-05,0.4410683267251656,0.0994568658353111,0.4534300701454509,-18.451503423251943
0.0,18.44665413533835,1e-05,0.4324391547586698,0.09651617243433214,0.4463300126065346,-18.664696088961886
0.0,18.5469022556391,1e-05,1.115068502713678,0.9285848364743281,3.6828884000304862,-11.77259193383171
0.0,18.64715037593985,1e-05,0.49819137562050747,0.11479990754297104,0.48976167342615945,-18.566308182285177
0.0,18.747398496240606,1e-05,0.8574222915763224,0.9391606655476192,3.6678194663534542,-13.016167062206051
0.0,18.847646616541358,1e-05,0.4113499828713244,0.08889001138386843,0.42754688107082217,-19.477033458293782
0.0,18.94789473684211,1e-05,0.42880392748810175,0.09327107167344613,0.4385962517387047,-19.612507872732422
0.0,19.04814285714286,1e-05,0.3774001712809125,0.07904426691701166,0.40210695362928434,-19.866624087260725
0.0,19.14839097744361,1e-05,0.3834987132221022,0.08026693631531409,0.40539073602559694,-20.091290153688462
0.0,19.248639097744363,1e-05,0.3949771413824725,0.08290736663908682,0.41236739830824065,-20.29688060646474
0.0,19.348887218045117,1e-05,0.5420091946966746,0.12433838975732155,0.5118761316104388,-19.2050000246249
0.0,19.44913533834587,1e-05,0.38374849028186614,0.07923791837936212,0.40279101089046015,-20.71042692028373
0.0,19.54938345864662,1e-05,0.6789342770120135,0.9483463318059138,3.6564380342481115,-14.169287246357253
0.0,19.64963157894737,1e-05,0.6713583223348836,0.9496414331830985,3.6950422091991006,-14.256847239052867
0.0,19.749879699248122,1e-05,0.6557257868552752,0.9982921613175917,21.98338646730492,-14.199343869348684
0.0,19.850127819548877,1e-05,0.3662943591318213,0.07344443671385698,0.3872910859456286,-21.525601726506267
0.0,19.95037593984963,1e-05,0.44524461310382113,0.09362535850422654,0.4399890077720687,-21.35939163704582
0.0,20.05062406015038,1e-05,0.3946986146292545,0.07994229380146298,0.4049059865986591,-21.917292574888815
0.0,20.15087218045113,1e-05,0.3837438511909912,0.07682936376639818,0.3966113793196287,-22.163963539706934
