eta,U,s_opt,y_opt,E_opt,s_inf,y_inf,E_inf,E_binding
0.0,0.001,10.0,1.599015489123558,0.02713882475077433,84.76238705947186,5000.0,0.0004269667307950632,62.56191898192767
0.0,0.17337931034482756,10.0,1.583860331572345,0.013946043875164791,40.72628880036847,5000.0,-0.0015839409551523767,9.804648828480584
0.0,0.3457586206896551,10.0,1.567978000345487,0.0007519005816030919,21.83925676620947,5000.0,-0.006289852439731978,1.1195418475723624
0.0,0.5181379310344827,10.0,1.5481947403645555,-0.012443817785199374,14.892606655936463,5000.0,-0.013989542630297577,0.11049144964543588
0.0,0.6905172413793103,10.0,1.5291438381077718,-0.025641316002772176,11.36739169979735,5000.0,-0.024533432408208482,-0.04515811632590857
0.0,0.8628965517241378,8.888097654460553,1.557129831318577,-0.039342912271241856,9.294414070108083,5000.0,-0.037740285087306355,-0.042464628452807636
0.0,1.0352758620689653,7.648143108671417,1.6212035882690432,-0.055203942849121584,7.921262181553746,5000.0,-0.0534208711024429,-0.033377811141629674
0.0,1.207655172413793,6.762573987709514,1.6958476785285677,-0.07316081084235218,6.9493219366501675,5000.0,-0.07139098191509038,-0.02479065114087884
0.0,1.3800344827586204,6.102266694771535,1.7842890152884707,-0.09303182137494484,6.227618873853099,5000.0,-0.09147798170926878,-0.016985941716711687
0.0,1.5524137931034478,5.585942359667116,1.8969768067111001,-0.1146787651471704,5.667897337419054,5000.0,-0.11352372072319823,-0.010174476458435359
0.0,1.7247931034482755,5.1679735901089146,2.0503708552829054,-0.13801274679147063,5.222312741547229,5000.0,-0.13738510747690155,-0.00456846688913937
0.0,1.8971724137931032,4.82210304318283,2.346886990667266,-0.1630229161282253,4.858878879539326,5000.0,-0.16293350569441908,-0.0005487541277968569
0.0,2.0695517241379306,4.556082273463125,4.414095543504519,-0.19005033538647387,4.555632653106073,5000.0,-0.19005356067233406,1.6970404810004275e-05
0.0,2.241931034482758,4.299587672495254,4.715046040007309,-0.21863826927042473,4.299261917571495,5000.0,-0.21864182870290813,1.627974164190283e-05
0.0,2.414310344827586,4.079271920077006,5.102439168672365,-0.24860331667903474,4.079199685805124,5000.0,-0.2486054362044694,8.525660045984014e-06
0.0,2.5866896551724134,3.8879023912492547,5.920213260743753,-0.27986078552377547,3.8880170464955204,5000.0,-0.279860810042407,8.761009271096538e-08
0.0,2.759068965517241,3.720285460804652,5.457329736281727,-0.3123306321942096,3.720198777083848,5000.0,-0.3123325446012139,6.122983459036282e-06
0.0,2.9314482758620684,3.5716736866399983,5.668488963412887,-0.34595089763214093,3.5715572493354713,5000.0,-0.34595240246434455,4.349824406205549e-06
0.0,3.103827586206896,3.438869049600328,6.260914950673265,-0.3806584569977327,3.4389284451290725,5000.0,-0.38065844358352735,-3.523947933829482e-08
0.0,3.2762068965517237,3.319556147792128,6.468336640094875,-0.4163944724921313,3.319554707388132,5000.0,-0.4163942719795322,-4.815450465416238e-07
0.0,3.448586206896551,3.211620852440199,7.219094421330413,-0.45310917708302856,3.211631567588151,5000.0,-0.4531083823568404,-1.7539428072419336e-06
