eta,U,a_opt,s_opt,y_opt,E_opt,a_inf,s_inf,y_inf,E_inf,E_binding
0.0,18.5469022556391,0.0720711678348648,0.3854134075133636,1.2668248171684484,-20.653183536303658,0.08824381952262714,0.4155737004596297,5000.000124804581,-18.973773349174476,-0.08851218765097409
0.0,18.64715037593985,0.07127170962710572,0.38319828105499953,1.2683344399339034,-20.865514617467653,0.0882248272443692,0.4135849630693296,5000.00014135556,-19.17067255174895,-0.08840806503494743
0.0,18.747398496240606,0.07048718374785058,0.3810124280232589,1.2698084574086868,-21.078993428458304,0.07258573264466187,0.4063335234407211,5000.000156292971,-19.35999375552498,-0.08879133405932814
0.0,18.847646616541358,0.06971445582775268,0.37884993564169456,1.2712654415098161,-21.29361992512115,0.08818385893290215,0.4096713296902141,5000.000177732829,-19.56717494589404,-0.08823169333340002
0.0,18.94789473684211,0.0689544691711265,0.3767126796155178,1.2726960509656757,-21.509394066557448,0.10367411332913141,0.4141386416530567,5010.0,-19.717474267507487,-0.09087978382722543
0.0,19.04814285714286,0.06820720869378913,0.3746006531829698,1.274100432111836,-21.726315812059227,0.072492001634071,0.40043220695486126,5000.000318551891,-19.96634258607639,-0.0881470013045935
0.0,19.14839097744361,0.06747204153462588,0.3725128339689581,1.2754826673439745,-21.944385121692818,0.08686545989813713,0.4035035654634404,5000.005241007275,-20.168198745993365,-0.08806866681895982
0.0,19.248639097744363,0.06674797766183847,0.37044899644984536,1.2768434937194473,-22.163601956210023,0.0812184399638098,0.3995802343797929,5000.001172984019,-20.37557198059763,-0.08775360894481983
0.0,19.348887218045117,0.06603714803455697,0.36840859095577616,1.2781767248167613,-22.383966277796716,0.07235511880086336,0.39470321032476585,5000.000329736513,-20.58126825345644,-0.087589258452891
0.0,19.44913533834587,0.06533701120718914,0.3663911852381838,1.2794901396619176,-22.605478048449037,0.08120036670123779,0.3958877628765275,5000.001025971952,-20.785344817612355,-0.08756810371961696
0.0,19.54938345864662,0.0646479194914598,0.3643963802125381,1.2807807329296372,-22.82813723156564,0.08667590307652898,0.39611360272044405,5000.000402985464,-20.983604363291374,-0.08790352869505515
0.0,19.64963157894737,0.0639706971212055,0.3624250461963669,1.2820424078706085,-23.05194379102103,0.07448706558113248,0.3899713312290218,5000.000156606244,-21.19766268762522,-0.08747573403355957
0.0,19.749879699248122,0.06330273220738779,0.3604743497759846,1.2832987141647783,-23.276897692061468,0.09599485420410278,0.39632400935626994,5000.0002522831,-21.369209540550703,-0.08927275236319304
0.0,19.850127819548877,0.0626456723656848,0.35854488645908844,1.2845342657067969,-23.502998899436257,0.08116526724682385,0.38873254846459704,5000.000254017013,-21.615802460143478,-0.08730633261348988
0.0,19.95037593984963,0.06199906111956241,0.35663796130588526,1.2857350066448563,-23.730247379991354,0.08405431879224866,0.3881008191339312,5000.000316280539,-21.817602351842616,-0.08766522541314924
0.0,20.05062406015038,0.06136320468516094,0.3547524721995298,1.2869229319029818,-23.958643100017547,0.05011351232183442,0.3759293583374372,5000.0,-22.00057305405338,-0.08900086562078949
0.0,20.15087218045113,0.06073794799212929,0.352885888777915,1.2881005701009678,-24.188186026790888,0.06001687177036783,0.37661353565279976,5000.000407688965,-22.24989920773695,-0.08711440896684779
0.0,20.251120300751882,0.060121685059028714,0.35104107183372624,1.2892550933700506,-24.41887612870461,0.08255292031959605,0.3823955083010883,5010.0,-22.459051974151137,-0.0872621051328925
0.0,20.351368421052634,0.05951088179896309,0.34920969465492285,1.2903273247054567,-24.650713368981037,0.07191938863427375,0.3768508282377434,5000.002775517842,-22.692608550555878,-0.08628822085670682
