eta,U,a,s,y,E
0.3,100.0,0.06973437208047945,0.36787944117144233,0.1,-69.96445872062253
0.3,100.0,0.0697359054943606,0.36787944117144233,0.1110697248729463,-69.9799232238604
0.3,100.0,0.0697377955584654,0.36787944117144233,0.12336483783351986,-69.9989769969047
0.3,100.0,0.06974013658546176,0.36787944117144233,0.13702098597164686,-70.02244624497993
0.3,100.0,0.06974302689371305,0.36787944117144233,0.15218883213690645,-70.051343816209
0.3,100.0,0.0697465985506467,0.36787944117144233,0.1690357171418121,-70.08690954453084
0.3,100.0,0.06975101928321017,0.36787944117144233,0.1877475059664224,-70.1306583781647
0.3,100.0,0.06975648983971189,0.36787944117144233,0.20853063833272373,-70.1844373119074
0.3,100.0,0.06976325682696408,0.36787944117144233,0.23161440627195495,-70.25049200920367
0.3,100.0,0.06977165381390851,0.36787944117144233,0.2572534838123684,-70.33154368400668
0.3,100.0,0.06978206547851373,0.36787944117144233,0.28573073669646704,-70.43087622445182
0.3,100.0,0.06979499791994213,0.36787944117144233,0.31736034312620853,-70.5524325751251
0.3,100.0,0.0698110844877094,0.36787944117144233,0.35249125996611813,-70.70091795043467
0.3,100.0,0.06983112461430918,0.36787944117144233,0.39151107264554935,-70.88190548288432
0.3,100.0,0.06985613049692216,0.36787944117144233,0.4348502712345324,-71.1019375461081
0.3,100.0,0.06988740345638104,0.36787944117144233,0.48298699986945587,-71.36861377632437
0.3,100.0,0.050087294887988076,0.38908619225417584,0.5364523319271022,-68.79914056797432
0.3,100.0,0.049439261860398584,0.3888316073925854,0.595836129145937,-69.15789546578921
0.3,100.0,0.048667880197271196,0.38850942603250244,0.6617935493360052,-69.59075371084165
0.3,100.0,0.047753772287855795,0.38810259983605017,0.7350522744744069,-70.1111393549453
0.3,100.0,0.04667705234633723,0.3875913601674805,0.8164205389310578,-70.73463839160087
0.3,100.0,0.0703351067837574,0.36787944117144233,0.9067960463969512,-74.52045429308458
0.3,100.0,0.0704859764903635,0.36787944117144233,1.0071758738918482,-75.42976525646816
0.3,100.0,0.07066839203084732,0.36787944117144233,1.1186674721183683,-76.50156754777512
0.3,100.0,0.07087987122573793,0.36787944117144233,1.2425008835250149,-77.77321511601014
0.3,100.0,0.0711059384031853,0.36787944117144233,1.3800423128751609,-79.30194031345516
0.3,100.0,0.07130924427831288,0.36787944117144233,1.532809200040686,-81.17316331896902
0.3,100.0,0.07141816530201023,0.36787944117144233,1.702486961312398,-83.50072355083569
0.3,100.0,0.07133012723164259,0.36787944117144233,1.8909475839274643,-86.40239039063266
0.3,100.0,0.07095679034200647,0.36787944117144233,2.1002702789598597,-89.9342744454762
0.3,100.0,0.07030983593511392,0.36787944117144233,2.332764420428978,-93.99810810530734
0.3,100.0,0.06953628013595761,0.36787944117144233,2.590995023704446,-98.29507302677963
0.3,100.0,0.06881553672585987,0.36787944117144233,2.8778110443002576,-102.41367097656192
0.3,100.0,0.06822422063210633,0.36787944117144233,3.196376809267559,-106.02536721219889
0.3,100.0,0.06772278256857467,0.36787944117144233,3.550206927956137,-109.02562284626364
0.3,100.0,0.0672293949358787,0.36787944117144233,3.94320506730116,-111.50509884371698
0.3,100.0,0.06667721886252896,0.36787944117144233,4.379707019427475,-113.61590570635386
0.3,100.0,0.06602638592876248,0.36787944117144233,4.864528536719213,-115.47089454040254
0.3,100.0,0.06525344968851675,0.36787944117144233,5.403018462099988,-117.12747031266215
0.3,100.0,0.06434045892168784,0.36787944117144233,6.001117740688951,-118.61293335896715
0.3,100.0,0.06327052414557159,0.36787944117144233,6.665424963884788,-119.94474161200668
0.3,100.0,0.062028006740891116,0.36787944117144233,7.403269168999514,-121.13742022276266
0.3,100.0,0.060599622289337275,0.36787944117144233,8.222790697611417,-122.20389000771908
0.3,100.0,0.058975879376729407,0.36787944117144233,9.133031004715223,-123.15573789314851
0.3,100.0,0.057152599955117865,0.36787944117144233,10.144032409498081,-124.0033837828711
0.3,100.0,0.05513207645377378,0.36787944117144233,11.266948888252024,-124.75623536444418
0.3,100.0,0.05292475630196447,0.36787944117144233,12.514169131757004,-125.42283437188537
0.3,100.0,0.05054921899854897,0.36787944117144233,13.899453224777677,-126.0109928763852
0.3,100.0,0.048032496597389944,0.36787944117144233,15.438084455604427,-126.52791656971306
0.3,100.0,0.04540841188432829,0.36787944117144233,17.147037930492925,-126.98031032099715
0.3,100.0,0.04271584232669222,0.36787944117144233,19.04516785325824,-127.37446044051815
0.3,100.0,0.0,0.36787944117144233,21.153415536204736,-125.798992559931
0.3,100.0,0.0,0.36787944117144233,23.495040437293678,-126.18320937430695
0.3,100.0,0.034617677035643515,0.36787944117144233,26.095876772489568,-128.26500825586356
0.3,100.0,0.0320424168130833,0.36787944117144233,28.98461853438723,-128.48216745333605
0.3,100.0,0.02954802410332024,0.36787944117144233,32.1931360616169,-128.66725313570208
0.3,100.0,0.027163249030370193,0.36787944117144233,35.75682765161114,-128.82509114004856
0.3,100.0,0.024931833226704007,0.36787944117144233,39.715010095938084,-128.95952248692595
0.3,100.0,0.022693848433595395,0.36787944117144233,44.11135244682127,-129.07521010075234
0.3,100.0,0.020605155759087713,0.36787944117144233,48.99435780042005,-129.1837323399136
0.3,100.0,0.01907675753173627,0.36787944117144233,54.41789841219345,-129.2795857511384
0.3,100.0,0.01733948830165927,0.36787944117144233,60.44181004806268,-129.35453471964024
0.3,100.0,0.015796369934950035,0.36787944117144233,67.13255212861202,-129.39617009190445
0.3,100.0,0.0,0.36787944117144233,74.56394094943663,-128.56041743261596
