eta,U,a,s,y,E_inf
0.0,0.001,1,84.55011449539275,5000.0,-0.0005804209159007579
0.0,0.203010101010101,1,84.11167855092042,5000.0,-0.20260164052694202
0.0,0.405020202020202,1,83.66959993927172,5000.0,-0.40462291754321067
0.0,0.607030303030303,1,83.23332358033268,5000.0,-0.6066443463314783
0.0,0.809040404040404,1,82.79351660122991,5000.0,-0.8086658359427674
0.0,1.011050505050505,1,82.36026251525156,5000.0,-1.01068748644279
0.0,1.213060606060606,1,81.88343154756416,5000.0,-1.2127088095069116
0.0,1.415070707070707,1,81.46637347323507,5000.0,-1.4147308152222937
0.0,1.617080808080808,1,81.03197658362693,5000.0,-1.6167527517378448
0.0,1.8190909090909089,1,80.608499101071,5000.0,-1.8187748948047784
0.0,2.02110101010101,1,80.14189854555693,5000.0,-2.02079672473931
0.0,2.223111111111111,1,79.95734285797752,5000.0,-2.222821352910671
0.0,2.425121212121212,1,79.36546972460003,5000.0,-2.424842199230494
0.0,2.6271313131313128,1,78.79166581365031,5000.0,-2.626863325988457
0.0,2.829141414141414,1,78.32700140062278,5000.0,-2.8288856030695673
0.0,3.0311515151515147,1,77.9824621444747,5000.0,-3.030909127067638
0.0,3.233161616161616,1,77.50175034367733,5000.0,-3.232931472717763
0.0,3.435171717171717,1,77.12901600659414,5000.0,-3.434954944413868
0.0,3.637181818181818,1,76.58260919228275,5000.0,-3.6369769038867985
0.0,3.839191919191919,1,76.20184834601416,5000.0,-3.8390005262527858
0.0,4.041202020202021,1,75.71324169916947,5000.0,-4.041023260920683
0.0,4.243212121212121,1,75.33510643811718,5000.0,-4.2430471355379105
0.0,4.445222222222222,1,75.00506074764891,5000.0,-4.44507156135037
0.0,4.647232323232323,1,74.45289104980733,5000.0,-4.647094076796772
0.0,4.849242424242425,1,74.01463070293782,5000.0,-4.849117755343923
0.0,5.051252525252526,1,73.725466226474,5000.0,-5.051142899860947
0.0,5.253262626262626,1,73.16573947240724,5000.0,-5.25316573170363
0.0,5.455272727272727,1,72.99032247959204,5000.0,-5.455192116741871
0.0,5.6572828282828285,1,72.22404585049259,5000.0,-5.657213381254411
0.0,5.85929292929293,1,71.97047258493707,5000.0,-5.859239324274976
0.0,6.06130303030303,1,71.53556033299942,5000.0,-6.0612637870843376
0.0,6.263313131313131,1,70.87641419778481,5000.0,-6.263286420287743
0.0,6.465323232323232,1,70.62231504259755,5000.0,-6.46531273480277
0.0,6.667333333333334,1,70.10523669392045,5000.0,-6.66733689141039
0.0,6.869343434343435,1,69.80084662640668,5000.0,-6.86936301782535
0.0,7.071353535353535,1,69.34680033053935,5000.0,-7.071387994823964
0.0,7.273363636363636,1,68.84293394080889,5000.0,-7.273412692121799
0.0,7.4753737373737374,1,68.36051036506507,5000.0,-7.475437717755246
0.0,7.677383838383839,1,67.87478085198109,5000.0,-7.677462863272212
0.0,7.879393939393939,1,67.40975683461956,5000.0,-7.879488332394852
0.0,8.08140404040404,1,67.34971953313304,5000.0,-8.081517291847026
0.0,8.283414141414141,1,66.45203086362389,5000.0,-8.283539492618974
0.0,8.48542424242424,1,66.27405325728441,5000.0,-8.485567778565708
0.0,8.687434343434342,1,65.85038538723124,5000.0,-8.687594184631624
0.0,8.889444444444443,1,65.44744672306005,5000.0,-8.889620910278943
0.0,9.091454545454544,1,65.22509225209467,5000.0,-9.091649211202652
0.0,9.293464646464646,1,64.66573023956546,5000.0,-9.293675010688707
0.0,9.495474747474747,1,64.18892681034204,5000.0,-9.4957016225457
0.0,9.697484848484848,1,63.69067330800008,5000.0,-9.697728233617658
0.0,9.89949494949495,1,63.484441288560674,5000.0,-9.899757257322246
0.0,10.10150505050505,1,62.7140385958061,5000.0,-10.101782118986652
0.0,10.30351515151515,1,62.36323993913963,5000.0,-10.303810375445087
0.0,10.505525252525251,1,62.3476817273298,5000.0,-10.505841274427963
0.0,10.707535353535352,1,61.38437989542347,5000.0,-10.707865278822297
0.0,10.909545454545453,1,61.11580166608547,5000.0,-10.909894654015874
0.0,11.111555555555555,1,60.749605858671025,5000.0,-11.111923456411946
0.0,11.313565656565656,1,60.236597853605744,5000.0,-11.313951358674714
0.0,11.515575757575757,1,59.761299969419554,5000.0,-11.515979721430394
0.0,11.717585858585858,1,59.46824511762355,5000.0,-11.71800958298389
0.0,11.91959595959596,1,59.19714385856611,5000.0,-11.920039751928755
0.0,12.121606060606059,1,58.32958127224837,5000.0,-12.122065889245746
0.0,12.32361616161616,1,58.221159672309916,5000.0,-12.324097600892065
0.0,12.525626262626261,1,58.059637975953876,5000.0,-12.526129033994293
0.0,12.727636363636362,1,57.1277935041568,5000.0,-12.728155410891423
0.0,12.929646464646463,1,57.19241480918124,5000.0,-12.930188765155766
0.0,13.131656565656565,1,56.53561041434761,5000.0,-13.132217454905796
0.0,13.333666666666666,1,56.20869250321573,5000.0,-13.33424852888334
0.0,13.535676767676767,1,55.74605231074305,5000.0,-13.536278907209278
0.0,13.737686868686868,1,55.41520207448483,5000.0,-13.738310338930992
0.0,13.939696969696968,1,54.91145434291266,5000.0,-13.940340864880582
0.0,14.141707070707069,1,54.65749643598738,5000.0,-14.142373173314628
0.0,14.34371717171717,1,54.190640095556525,5000.0,-14.34440435267697
0.0,14.545727272727271,1,53.783915984065445,5000.0,-14.54643611409226
0.0,14.747737373737372,1,53.180892315791915,5000.0,-14.7484668824261
0.0,14.949747474747474,1,53.3656284975078,5000.0,-14.950502554674964
0.0,15.151757575757575,1,52.58765298882162,5000.0,-15.152532811166553
0.0,15.353767676767676,1,52.31153605921421,5000.0,-15.354566177993856
0.0,15.555777777777777,1,51.79849247383345,5000.0,-15.556598399155101
0.0,15.757787878787877,1,51.66354396708095,5000.0,-15.758632958131074
0.0,15.959797979797978,1,51.10202029856004,5000.0,-15.960665379384126
0.0,16.161808080808083,1,51.00329629826093,5000.0,-16.162700500823828
0.0,16.363818181818182,1,50.13952147302597,5000.0,-16.364731776778253
0.0,16.565828282828285,1,50.43959517060411,5000.0,-16.566769354540874
0.0,16.767838383838384,1,49.58648258986291,5000.0,-16.768801310937697
0.0,16.969848484848484,1,49.265881555082565,5000.0,-16.970836158189865
0.0,17.171858585858587,1,49.022553590992906,5000.0,-17.172871598794927
0.0,17.373868686868686,1,48.55108211204174,5000.0,-17.374906158402595
0.0,17.57587878787879,1,48.647774310932824,5000.0,-17.576943529213587
