alpha,a_pol,s_pol,E_pol,a_bi,s_bi,E_bi
0.001,0,0,0,0.9999999958033251,447.21359549995793,-0.0013992120708315446
0.051122807017543855,0,0,0,0.5925515888151525,447.21359549995793,1.5000000000000002e-05
0.10124561403508771,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.15136842105263157,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.20149122807017542,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.2516140350877193,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.30173684210526314,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.351859649122807,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.40198245614035083,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.4521052631578947,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.5022280701754386,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
0.5523508771929824,0,0,0,1e-05,447.21359548856293,1.5000000000764402e-05
0.6024736842105263,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.6525964912280701,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.702719298245614,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.7528421052631578,0,0,0,1e-05,447.21359548856293,1.5000000000764402e-05
0.8029649122807017,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.8530877192982456,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.9032105263157894,0,0,0,1e-05,447.213595498493,1.5000000000098268e-05
0.9533333333333333,0,0,0,1.3554807520981071,447.21359549995793,1.5000000000000002e-05
1.003456140350877,0,0,0,1.1857207035689625,447.21359549995793,1.5000000000000002e-05
1.0535789473684207,0,0,0,0.9999999957426152,5.518116597199408,-1.6004324218881605
1.1037017543859646,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.1538245614035085,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.2039473684210524,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.2540701754385963,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.30419298245614,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.354315789473684,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.4044385964912278,0,0,0,0.36614166872067616,1.5632649136185193,-1.899163060428049
1.4545614035087717,0,0,0,0.29999138174519313,1.4463783041976026,-2.014676491950333
1.5046842105263154,0,0,0,1e-05,447.21359549995793,1.5000000000000002e-05
1.5548070175438593,0,0,0,0.23615493316318464,1.3086618399245329,-2.2632842955729844
1.6049298245614032,0,0,0,0.21474210370826863,1.2555351345366823,-2.395133941165573
1.655052631578947,0,0,0,0.19699688719875286,1.2083594582884778,-2.5317093081265623
1.705175438596491,0,0,0,0.18190366048485776,1.1657318582327094,-2.672893533229099
1.7552982456140347,0,0,0,0.16883222668783618,1.1267636355761803,-2.81860832390411
1.8054210526315786,0,0,0,0.15736330925251982,1.0908460824973385,-2.9687984341751426
1.8555438596491225,0,0,0,0.14719442344842482,1.0575300922583863,-3.1234233932689817
1.9056666666666664,0,0,0,0.13810466664884824,1.026474142033011,-3.282452695455416
1.95578947368421,0,0,0,0.1299246616326976,0.9974086108164799,-3.4458628193371577
2.005912280701754,0,0,0,0.12252072036527628,0.9701124623118835,-3.61363528939715
2.056035087719298,0,0,0,0.11578736107649006,0.9444067724540496,-3.785755366387499
2.1061578947368416,0,0,0,0.109636271403738,0.920132849225623,-3.9622111348003894
2.1562807017543855,0,0,0,0.10399647884359482,0.8971633961003618,-4.142992850442091
2.2064035087719294,0,0,0,0.09880884905319026,0.875386088918264,-4.328092463922406
2.2565263157894733,0,0,0,0.0940214499777421,0.8547016646308339,-4.517503265931156
2.306649122807017,0,0,0,0.08959219202900172,0.8350197207088084,-4.711219619193317
2.356771929824561,0,0,0,0.08548331996072517,0.8162661297405392,-4.909236752447864
2.406894736842105,0,0,0,0.08166308329871583,0.798369466496874,-5.111550600905074
2.457017543859649,0,0,0,0.07810420388628164,0.78127761681262,-5.318157680511357
2.507140350877193,0,0,0,0.07478080435259618,0.7649208412875692,-5.529054988735302
2.5572631578947362,0,0,0,0.07167327326515034,0.7492644764763734,-5.744239924304903
2.60738596491228,0,0,0,0.06876138932971505,0.7342520053242957,-5.963710223173708
2.657508771929824,0,0,0,0.06602903550066547,0.7198482301888605,-6.187463906036308
2.707631578947368,0,0,0,0.06346105016830639,0.706014821414322,-6.4154992353704685
2.757754385964912,0,0,0,0.061043676308168475,0.6927146196797673,-6.647814679992212
2.8078771929824557,0,0,0,0.05876513593366751,0.6799178809308908,-6.884408885683579
2.8579999999999997,0,0,0,0.05661575892444833,0.6675996408989443,-7.125280650900138
2.9081228070175436,0,0,0,0.05458393081900785,0.6557247852088094,-7.370428905481827
2.9582456140350875,0,0,0,0.05266328359978863,0.6442785208143424,-7.6198526943523355
3.008368421052631,0,0,0,0.05084315254312183,0.6332320908587004,-7.873551161666493
3.058491228070175,0,0,0,0.04911735687547828,0.6225602435529054,-8.13152353964519
3.1086140350877187,0,0,0,0.047479828235031864,0.6122502449416379,-8.393769136232805
3.1587368421052626,0,0,0,0.04592493026303877,0.6022856722636619,-8.660287327173638
3.2088596491228065,0,0,0,0.04444495050396382,0.5926362979462969,-8.931077548419339
3.2589824561403504,0,0,0,0.043037843961155925,0.5833072141507989,-9.206139287540253
3.3091052631578943,0,0,0,0.041697243850931716,0.5742615699179572,-9.485472080145302
