eta,U,a,s,y,E_bi
0.0,6.667333333333334,0.0001,1.1187618583934393,5000.0,-2.396878191203881
0.0,6.869343434343435,0.0001,1.0858628742081733,5000.0,-2.544322077052021
0.0,7.071353535353535,0.0001,1.0548416980295985,5000.0,-2.696166622488059
0.0,7.273363636363636,0.0001,1.0255443955175845,5000.0,-2.8524118274912733
0.0,7.4753737373737374,0.0001,0.9978306431621238,5000.0,-3.0130576920490606
0.0,7.677383838383839,0.0001,0.9715755533044268,5000.0,-3.1781042161463837
0.0,7.879393939393939,0.0001,0.9466671315102025,5000.0,-3.3475513997659445
0.0,8.08140404040404,0.0001,0.9230027920226013,5000.0,-3.5213992428963894
0.0,8.283414141414141,0.0001,0.9004931362914285,5000.0,-3.6996477455167285
0.0,8.48542424242424,0.0001,0.879055419664228,5000.0,-3.8822969076117304
0.0,8.687434343434342,0.0001,0.8586145610356113,5000.0,-4.069346729164044
0.0,8.889444444444443,0.0001,0.839102616508442,5000.0,-4.260797210155778
0.0,9.091454545454544,0.0001,0.8204586298363651,5000.0,-4.456648350568525
0.0,9.293464646464646,0.0001,0.8026240411340678,5000.0,-4.656900150386721
0.0,9.495474747474747,0.0001,0.7855487365414828,5000.0,-4.861552609587851
0.0,9.697484848484848,0.0001,0.769184815026026,5000.0,-5.070605728153927
0.0,9.89949494949495,0.0001,0.7534887390501119,5000.0,-5.284059506065207
0.0,10.10150505050505,0.0001,0.7384203789044251,5000.0,-5.501913943301445
0.0,10.30351515151515,0.0001,0.7239429657050506,5000.0,-5.724169039842323
0.0,10.505525252525251,0.0001,0.7100223573854418,5000.0,-5.950824795666779
0.0,10.707535353535352,0.0001,0.6966269980391954,5000.0,-6.181881210753323
0.0,10.909545454545453,0.0001,0.6837288573289817,5000.0,-6.417338285061567
0.0,11.111555555555555,0.0001,0.6712977073420082,5000.0,-6.657196018623716
0.0,11.313565656565656,0.0001,0.6593110516650977,5000.0,-6.901454411365479
0.0,11.515575757575757,0.0001,0.6477451529497712,5000.0,-7.150113463278322
0.0,11.717585858585858,0.0001,0.6365781084936377,5000.0,-7.4031731743400595
0.0,11.91959595959596,0.0001,0.6257895569425805,5000.0,-7.660633544526855
0.0,12.121606060606059,0.0001,0.6153605669767562,5000.0,-7.922494573814415
0.0,12.32361616161616,0.0001,0.6052734906983521,5000.0,-8.188756262177995
0.0,12.525626262626261,0.0001,0.5955118108964262,5000.0,-8.459418609592495
0.0,12.727636363636362,0.0001,0.586059982325195,5000.0,-8.734481616032342
0.0,12.929646464646463,0.0001,0.5769034981474895,5000.0,-9.01394528147159
0.0,13.131656565656565,0.0001,0.5680287385476145,5000.0,-9.297809605883858
0.0,13.333666666666666,0.0001,0.5594228915598043,5000.0,-9.586074589242351
0.0,13.535676767676767,0.0001,0.5510739168565645,5000.0,-9.878740231519867
0.0,13.737686868686868,0.0001,0.5429704889751652,5000.0,-10.175806532688775
0.0,13.939696969696968,0.0001,0.5351017848413981,5000.0,-10.477273492720437
0.0,14.141707070707069,0.0001,0.5274581405273404,5000.0,-10.783141111588206
0.0,14.34371717171717,0.0001,0.5200296661145503,5000.0,-11.093409389261403
0.0,14.545727272727271,0.0001,0.5128075479935433,5000.0,-11.408078325711346
0.0,14.747737373737372,0.0001,0.5057833232740787,5000.0,-11.727147920908116
0.0,14.949747474747474,0.0001,0.4989487993551119,5000.0,-12.050618174822283
0.0,15.151757575757575,0.0001,0.4922965860039518,5000.0,-12.37848908742262
0.0,15.353767676767676,0.0001,0.4858194322857689,5000.0,-12.710760658678414
0.0,15.555777777777777,0.0001,0.47951048444331973,5000.0,-13.047432888558301
0.0,15.757787878787877,0.0001,0.47336331501959256,5000.0,-13.388505777030497
0.0,15.959797979797978,0.0001,0.46737177114380446,5000.0,-13.733979324062789
0.0,16.161808080808083,0.0001,0.4615299819127602,5000.0,-14.083853529622662
0.0,16.363818181818182,0.0001,0.45583240785772894,5000.0,-14.438128393677024
0.0,16.565828282828285,0.0001,0.45027381604611383,5000.0,-14.796803916192435
0.0,16.767838383838384,0.0001,0.4448491688754949,5000.0,-15.159880097135018
0.0,16.969848484848484,0.0001,0.4395536864600735,5000.0,-15.527356936470419
0.0,17.171858585858587,0.0001,0.4343827844587035,5000.0,-15.899234434164077
0.0,17.373868686868686,0.0001,0.42933205165664784,5000.0,-16.275512590181307
0.0,17.57587878787879,0.0001,0.4243975021140557,5000.0,-16.656191404485867
0.0,17.77788888888889,0.0001,0.419575051053328,5000.0,-17.04127087704217
0.0,17.97989898989899,0.0001,0.4148609904497602,5000.0,-17.430751007813825
0.0,18.18190909090909,0.0001,0.41025167431094356,5000.0,-17.82463179676406
0.0,18.383919191919194,0.0001,0.40574366307760845,5000.0,-18.22291324385574
0.0,18.585929292929293,0.0001,0.4013336426786547,5000.0,-18.625595349051228
0.0,18.787939393939393,0.0001,0.39701845982799444,5000.0,-19.032678112312542
0.0,18.989949494949496,0.0001,0.39279508005287017,5000.0,-19.444161533601267
0.0,19.191959595959595,0.0001,0.38866061517771194,5000.0,-19.860045612878555
0.0,19.393969696969698,0.0001,0.38461227472672843,5000.0,-20.28033035010515
