eta,U,a,s,y,E_bi
0.0,10.909545454545453,0.3333316479364105,0.9434724362331273,5000.0,-6.131895085176292
0.0,11.111555555555555,0.33638032542213364,0.9430353178498166,5000.0,-5.76308599423946
0.0,11.313565656565656,0.44510879429751665,1.0319250160687312,5000.0,-5.747294153722666
0.0,11.515575757575757,0.41910870696316527,0.9994661443206169,5000.0,-5.996438399464869
0.0,11.717585858585858,0.33245321850124754,0.9117060314964893,5000.0,-6.258726367637592
0.0,11.91959595959596,0.22190833602115145,0.8061929307502897,5000.0,-6.742498504782438
0.0,12.121606060606059,0.4313305698451668,0.9774840856915528,5000.0,-6.466358023585384
0.0,12.32361616161616,0.19924864245668392,0.7652144501524665,5000.0,-7.241419241599862
0.0,12.525626262626261,0.4688128037491107,1.002358708802436,5000.0,-6.624754515682466
0.0,12.727636363636362,0.29804867882366193,0.8352185933772831,5000.0,-7.271721175907161
0.0,12.929646464646463,0.4191107655008702,0.9352618916868094,5000.0,-7.1267425004601295
0.0,13.131656565656565,0.3233818703649133,0.8391024967239974,5000.0,-7.556638408614398
0.0,13.333666666666666,0.3402730664648881,0.8553958580214823,5000.0,-7.640273410322791
0.0,13.535676767676767,0.06621714985008943,0.6061576537727468,5000.0,-9.313756409694543
0.0,13.737686868686868,0.0226176823669123,0.5582747224843878,5000.0,-10.056271796886694
0.0,13.939696969696968,0.3119676022698306,0.7981635741599654,5000.0,-8.363097917455587
0.0,14.141707070707069,0.013149009405564037,0.5397815513926673,5000.0,-10.60478705160232
0.0,14.34371717171717,0.0002700737246089875,0.5200111436368613,5000.0,-11.09527989875713
0.0,14.545727272727271,0.0069257405870725465,0.5172103542930593,5000.0,-11.369383814432119
0.0,14.747737373737372,0.0020796268082140523,0.5068367684108445,5000.0,-11.725364606228181
0.0,14.949747474747474,0.035176823272105404,0.5270090360229227,5000.0,-11.614867244421347
0.0,15.151757575757575,0.004517459661108611,0.49554996451551075,5000.0,-12.338415987593972
0.0,15.353767676767676,0.0015592658742328883,0.4866451989212895,5000.0,-12.704814037721478
0.0,15.555777777777777,0.00024662723494821195,0.479471255560859,5000.0,-13.049102598902302
0.0,15.757787878787877,0.033487874188304415,0.5035286925102477,5000.0,-12.826222688550828
0.0,15.959797979797978,0.0002542267261259962,0.4673576287694452,5000.0,-13.73578153788555
0.0,16.161808080808083,0.22940167780630255,0.6570262630330839,5000.0,-11.228304135380485
0.0,16.363818181818182,0.28838251668314574,0.7104476731845208,5000.0,-10.7627642084715
0.0,16.565828282828285,0.3402690806794307,0.7528646747023755,5000.0,-10.620301816888716
0.0,16.767838383838384,0.32558850047315746,0.7305049487597524,5000.0,-10.878373490571878
0.0,16.969848484848484,0.34175500220642335,0.7451784318720368,5000.0,-10.899017521739314
0.0,17.171858585858587,0.2984509416548687,0.69432180047484,5000.0,-11.52433334312387
0.0,17.373868686868686,0.3333314958885089,0.716186932851941,5000.0,-12.381963032665633
0.0,17.57587878787879,0.30884131353362765,0.6948547876671611,5000.0,-11.949828789740668
0.0,17.77788888888889,0.30661509954756,0.6922307265847515,5000.0,-12.076219490765796
0.0,17.97989898989899,1.0,1.671083023736757,5000.0,-15.152493949275964
0.0,18.18190909090909,0.3216491277046137,0.6898311082858861,5000.0,-12.453100625125428
0.0,18.383919191919194,0.26114586312643845,0.6313844491204654,5000.0,-13.286160246691749
0.0,18.585929292929293,0.28333233822434883,0.6494630831863936,5000.0,-13.210064634258131
0.0,18.787939393939393,0.00021472417438809493,0.3970027529729199,5000.0,-19.03456775724099
0.0,18.989949494949496,0.31129119267883215,0.6619882524436971,5000.0,-13.428277284211212
0.0,19.191959595959595,0.2790594598334364,0.6307738863421501,5000.0,-14.041257491860014
0.0,19.393969696969698,0.3033703562130419,0.6450763368157301,5000.0,-13.974685230550671
0.0,19.595979797979798,0.03623674265461834,0.4105690056299857,5000.0,-19.673200983768897
0.0,19.7979898989899,0.31129301582486163,0.6460543335253899,5000.0,-14.298128041512701
0.0,20.0,0.3079381100254122,0.6454013909165301,5000.0,-14.377479061241576
