eta,U,a_bi,s_bi,y_bi,E_bi
0.0,0.001,1.0,72.37750390039919,71.98336536785376,0.0005601544110104433
0.0,0.10124812030075189,0.9999899589325943,758.4358177577736,26.448281854279582,-0.0021665003959264887
0.0,0.20149624060150378,0.999991761567616,720.6074809130022,13.408782243008082,-0.00851788067741139
0.0,0.30174436090225565,0.9999968623561757,1000.0,9.1218514624109,-0.018864095961862774
0.0,0.40199248120300757,0.9999984904882508,567.9306362130444,7.000633531938783,-0.0329343600541328
0.0,0.5022406015037595,0.9999968819231058,1000.0,5.752818970170246,-0.05044493668063921
0.0,0.6024887218045113,0.9999909646153876,630.8612386998873,4.922605895764952,-0.07109144920306394
0.0,0.7027368421052632,0.9999932730025815,710.3754910009276,4.338488213539027,-0.09460888318474318
0.0,0.8029849624060151,0.9999919811353984,942.47119894758,3.901916152316244,-0.1207472041625065
0.0,0.903233082706767,0.9999930347802766,807.9446510965302,3.5645925896889556,-0.1492846836737919
0.0,1.0034812030075189,0.9999967297785854,930.9879612162255,3.2946395920975737,-0.1800300004564828
0.0,1.1037293233082708,0.9999984776728295,974.3684797838375,3.0737126271967004,-0.21281058426561472
0.0,1.2039774436090225,0.9999984392912661,1000.0,2.889745112520031,-0.24747613898777085
0.0,1.3042255639097744,0.999998487378449,1000.0,2.733376716763748,-0.2838934528552888
0.0,1.4044736842105263,0.9999984777232274,1000.0,2.5990242511649924,-0.3219444228700299
0.0,1.5047218045112782,0.9999985061887872,1000.0,2.481773908400917,-0.3615237882300816
0.0,1.6049699248120302,0.9999969904428999,821.2802604300459,2.3786318011949112,-0.4025367022691886
0.0,1.705218045112782,0.9999929196609967,460.62302585624394,2.2871711399873713,-0.4448955587388324
0.0,1.805466165413534,0.9999936778139346,506.2444992946647,2.205409804248733,-0.4885334723984312
0.0,1.905714285714286,0.9999961191817547,600.8570131213733,2.1317111819485297,-0.5333762539303575
0.0,2.005962406015038,0.999998620442354,999.9999999923228,2.0648370211571083,-0.5793615761223172
0.0,2.1062105263157895,0.9999979807912183,820.790152542844,2.0040440584439803,-0.6264284060560568
0.0,2.2064586466165417,0.9999986518156757,1000.0,1.9483545920717806,-0.6745287690202086
0.0,2.3067067669172934,0.9999981075299982,824.5597735911973,1.8970672365534509,-0.7236121269209445
0.0,2.406954887218045,0.9999971636699634,682.6291587371485,1.8496957682538748,-0.7736353108099853
0.0,2.507203007518797,0.9999985736961332,947.9421641443328,1.805904511750911,-0.824559978246312
0.0,2.607451127819549,0.9999957581258528,695.3688529003666,1.7650703141554251,-0.8763435099356531
0.0,2.707699248120301,0.9999970607626765,621.3251607853747,1.727077067311619,-0.9289545506067575
0.0,2.8079473684210527,0.9999914663012252,387.27465907187013,1.6926296147097235,-0.9823546214758507
0.0,2.908195488721805,0.9999920582394257,394.4404770122259,1.6576478670432333,-1.0365247279906464
0.0,3.0084436090225566,0.9999974696607676,691.096992300189,1.626487810316748,-1.0914345602600655
0.0,3.1086917293233087,0.9999956918824701,530.5534554503498,1.5968478801141686,-1.1470463776882505
0.0,3.2089398496240604,0.9999961817271378,560.8390425347978,1.569084424902966,-1.2033443742438514
0.0,3.309187969924812,0.9999971304273088,643.9382806109927,1.5423625837012251,-1.260303580374459
0.0,3.4094360902255643,0.9999913689748362,401.75224384806927,1.5182804880104033,-1.3178958560477365
0.0,3.509684210526316,0.9999960005553427,542.622967171091,1.493382572717115,-1.3761148385195738
0.0,3.609932330827068,0.9999963712068503,564.4681753994755,1.4705988795066767,-1.4349289873773394
0.0,3.71018045112782,0.9999984722135703,869.1502943461162,1.4490562305801256,-1.4943249787815112
0.0,3.810428571428572,0.9999982635087996,810.2256535825485,1.4287512283893646,-1.5542815100671112
0.0,3.9106766917293236,0.9999890515050963,406.7288342085245,1.4081275727452807,-1.6147787476848114
0.0,4.010924812030076,0.9999963135110042,656.2698367318322,1.3898363324919218,-1.6758172973539152
0.0,4.1111729323308275,0.9999930004896951,417.42217279773934,1.3717588401799465,-1.7373634940741085
0.0,4.21142105263158,0.9999976130496886,675.9682511120527,1.354418588936804,-1.7994179077193557
0.0,4.311669172932332,0.9999987083682707,771.7186746808583,1.3376308587643104,-1.8619572752921396
0.0,4.411917293233084,0.9999955396348339,479.4546533859913,1.3217077680011309,-1.9249691290474567
0.0,4.512165413533835,0.9999987147268631,917.4369195800224,1.3071434607037506,-1.9884487274163696
0.0,4.612413533834587,0.999995139963798,489.0459019281939,1.291617832599598,-2.0523751427450327
0.0,4.712661654135339,0.9999968831692393,583.6990270661584,1.2772926969928686,-2.1167449722452796
0.0,4.812909774436091,0.9999951997552159,467.79956976938774,1.263529453097545,-2.181541758235399
0.0,4.913157894736843,0.9999884832678793,304.09197031518397,1.247732267122598,-2.246746545791688
0.0,5.013406015037595,0.9999874252536547,288.1142738733108,1.2378344440961375,-2.312379754607027
0.0,5.113654135338347,0.9999965067414355,541.4408199985503,1.2249886734886395,-2.378413842191806
0.0,5.213902255639098,0.999998971879934,1000.0,1.2129343881878272,-2.444833575063738
0.0,5.3141503759398505,0.999973463991927,192.4585254314173,1.2013741310587194,-2.5116142847203795
0.0,5.414398496240603,0.9999962117799935,517.7179585794647,1.190012713570841,-2.5788059962605523
0.0,5.514646616541355,0.9999961020132235,464.12718159091463,1.1807459425791895,-2.6463412574723337
0.0,5.614894736842106,0.9999928418096151,362.7416292915305,1.1685004817145208,-2.7142422395373593
0.0,5.715142857142858,0.9999970647640387,583.6380050456645,1.1581699246287653,-2.7824950056986086
