eta,U,a,s,y,E
0.2,0.001,1.0,7.38905609893065,0.049787068367863944,0.05415724306362064
0.2,0.40914285714285714,1.0,7.38905609893065,54.598150033144236,-0.2721682370693757
0.2,0.8172857142857143,1.0,7.38905609893065,54.598150033144236,-0.5984838775102092
0.2,1.2254285714285713,1.0,148.4131591025766,54.598150033144236,-0.9801764596592567
0.2,1.6335714285714285,1.0,148.4131591025766,54.598150033144236,-1.3066806876896242
0.2,2.0417142857142854,1.0,148.4131591025766,54.598150033144236,-1.6331849157199914
0.2,2.4498571428571427,1.0,148.4131591025766,54.598150033144236,-1.9596891437503587
0.2,2.858,1.0,148.4131591025766,54.598150033144236,-2.2861933717807266
0.2,3.266142857142857,1.0,148.4131591025766,54.598150033144236,-2.6126975998110935
0.2,3.674285714285714,1.0,148.4131591025766,54.598150033144236,-2.939201827841461
0.2,4.082428571428571,1.0,148.4131591025766,54.598150033144236,-3.2657060558718283
0.2,4.490571428571429,1.0,148.4131591025766,54.598150033144236,-3.592210283902196
0.2,4.898714285714286,1.0,148.4131591025766,54.598150033144236,-3.9187145119325635
0.2,5.306857142857143,1.0,148.4131591025766,54.598150033144236,-4.24521873996293
0.2,5.715000000000001,1.0,148.4131591025766,54.598150033144236,-4.571722967993298
0.2,6.123142857142858,1.0,148.4131591025766,54.598150033144236,-4.898227196023665
0.2,6.531285714285715,1.0,148.4131591025766,54.598150033144236,-5.224731424054032
0.2,6.9394285714285715,1.0,148.4131591025766,54.598150033144236,-5.551235652084399
0.2,7.347571428571428,1.0,148.4131591025766,54.598150033144236,-5.877739880114767
0.2,7.755714285714286,1.0,148.4131591025766,54.598150033144236,-6.204244108145135
0.2,8.163857142857141,1.0,148.4131591025766,54.598150033144236,-6.5307483361755
0.2,8.572,1.0,148.4131591025766,54.598150033144236,-6.857252564205869
0.2,8.980142857142857,1.0,148.4131591025766,54.598150033144236,-7.183756792236236
0.2,9.388285714285713,1.0,148.4131591025766,54.598150033144236,-7.5102610202666025
0.2,9.79642857142857,1.0,148.4131591025766,54.598150033144236,-7.836765248296971
0.2,10.204571428571429,1.0,148.4131591025766,54.598150033144236,-8.16326947632734
0.2,10.612714285714285,1.0,148.4131591025766,54.598150033144236,-8.489773704357704
0.2,11.020857142857142,1.0,148.4131591025766,54.598150033144236,-8.816277932388074
0.2,11.429,1.0,148.4131591025766,54.598150033144236,-9.14278216041844
0.2,11.837142857142856,1.0,148.4131591025766,54.598150033144236,-9.469286388448808
0.2,12.245285714285714,1.0,148.4131591025766,54.598150033144236,-9.795790616479175
0.2,12.65342857142857,1.0,148.4131591025766,54.598150033144236,-10.122294844509542
0.2,13.061571428571428,1.0,148.4131591025766,54.598150033144236,-10.44879907253991
0.2,13.469714285714286,1.0,148.4131591025766,54.598150033144236,-10.775303300570277
0.2,13.877857142857142,1.0,148.4131591025766,54.598150033144236,-11.101807528600643
0.2,14.286,1.0,148.4131591025766,54.598150033144236,-11.428311756631013
0.2,14.694142857142856,1.0,148.4131591025766,54.598150033144236,-11.754815984661379
0.2,15.102285714285713,1.0,148.4131591025766,54.598150033144236,-12.081320212691747
0.2,15.510428571428571,1.0,148.4131591025766,54.598150033144236,-12.407824440722115
0.2,15.918571428571427,1.0,148.4131591025766,54.598150033144236,-12.73432866875248
0.2,16.326714285714285,1.0,148.4131591025766,54.598150033144236,-13.060832896782847
0.2,16.734857142857145,1.0,148.4131591025766,54.598150033144236,-13.387337124813218
0.2,17.143,1.0,148.4131591025766,54.598150033144236,-13.713841352843584
0.2,17.551142857142857,1.0,148.4131591025766,54.598150033144236,-14.040345580873952
0.2,17.959285714285716,1.0,148.4131591025766,54.598150033144236,-14.36684980890432
0.2,18.367428571428572,1.0,148.4131591025766,54.598150033144236,-14.693354036934686
0.2,18.77557142857143,1.0,148.4131591025766,54.598150033144236,-15.019858264965052
0.2,19.183714285714288,1.0,148.4131591025766,54.598150033144236,-15.346362492995423
0.2,19.591857142857144,1.0,148.4131591025766,54.598150033144236,-15.67286672102579
0.2,20.0,1.0,148.4131591025766,54.598150033144236,-15.999370949056152
