eta,U,a_opt,s_opt,y_opt,E_opt,a_inf,s_inf,y_inf,E_inf,E_binding
0.10303030303030303,7.6075949367088604,0.5448481367707875,1.3619598965583095,1e-15,-3.197345424528466,0.47157671010061797,1.1689033488338296,5000.000020372271,-3.068058706224028,-0.042139584240079964
0.10303030303030303,7.6455696202531644,0.542937393365785,1.3568465633143874,1e-15,-3.2214090141302156,0.4743531686531147,1.1662307216060448,5000.000020200769,-3.095451915034711,-0.040691021069888714
0.10303030303030303,7.6835443037974684,0.5410294661340092,1.3517595026410292,1e-15,-3.2455334713306003,0.46269445285602817,1.1559699100479583,5000.000013623484,-3.1203795756999306,-0.04010854852573392
0.10303030303030303,7.7215189873417724,0.5391255080500713,1.346696005872812,5.723535176805943e-08,-3.2697188237841015,0.48643698059332274,1.165181613146589,5000.000044315357,-3.147477991973406,-0.03883770819762047
0.10303030303030303,7.759493670886076,0.5372163919413981,1.3416731907718544,1e-15,-3.2939651028520673,0.43881225996184453,1.134707678849885,5000.0,-3.1736095256664014,-0.03792387696479244
0.10303030303030303,7.7974683544303796,0.5353111711455408,1.3366736086233486,1e-15,-3.3182723418117135,0.4788333116399492,1.1530195684561622,5000.000050334349,-3.201227449789395,-0.03656250418258123
0.10303030303030303,7.8354430379746836,0.5334068870423606,1.331702668936675,1e-15,-3.342640577672128,0.4534357160022243,1.1350956210698286,5000.000017749201,-3.2274029232211383,-0.03570600175821118
0.10303030303030303,7.8734177215189876,0.5315033308734783,1.3267594775199398,1e-15,-3.367069850235307,0.4111745080192014,1.1083175763486532,5000.0,-3.2507554658304345,-0.035780724089364516
0.10303030303030303,7.911392405063291,0.5296006362627128,1.321843875031951,1e-15,-3.3915602022612674,0.4742712071719025,1.1390329382836317,5000.000033844169,-3.281595293059004,-0.033509588898683926
0.10303030303030303,7.949367088607595,0.5276983780575537,1.3169551637010686,1e-15,-3.416111679448191,0.441015419934355,1.1168431614453347,5000.000007580538,-3.3083013894352455,-0.03258780785729728
0.10303030303030303,7.987341772151899,0.5257964172049188,1.3120908526496582,7.872972874234401e-06,-3.4407243106433,0.3885246175813979,1.0849674023132985,5000.0,-3.329595675387469,-0.033376015015065985
0.10303030303030303,8.025316455696203,0.5238967951774949,1.3072585022667322,8.234435608446588e-06,-3.4653981868486197,0.39429839067110206,1.0844671368697114,5000.0,-3.3569981755719023,-0.03229075668420649
0.10303030303030303,8.063291139240507,0.5219967755988872,1.302450070282136,1.4475940203147121e-05,-3.490133342722194,0.47423154443159,1.124282466265658,5000.000043333113,-3.38958107632264,-0.029665101419743354
0.10303030303030303,8.10126582278481,0.5200988398573673,1.2976673277027297,3.6384147691370075e-05,-3.514929835532584,0.4356876685191171,1.0990131435286685,5000.000010186194,-3.4189535583285755,-0.028071828285064045
0.10303030303030303,8.139240506329115,0.5182012377092021,1.292909944507829,1.1687890204479601e-05,-3.5397877254151426,0.47734683610867995,1.1189212987445476,5000.000051654705,-3.4433909484200194,-0.027994723352384485
0.10303030303030303,8.177215189873419,0.5163044895469718,1.2881783040457369,3.74589002373805e-05,-3.5647070752201877,0.42682126080021116,1.0867441194682559,5000.000010017848,-3.4757271320730103,-0.025600382241199565
0.10303030303030303,8.215189873417721,0.5144079694469135,1.283469806236613,1.9574365433970782e-06,-3.589687950745552,0.4090112897601057,1.0737945577464403,5000.0,-3.5008635730919826,-0.025372133417675385
0.10303030303030303,8.253164556962025,0.5125122560486773,1.278786406892302,1e-15,-3.614730440571975,0.4863177511979467,1.1136567727076407,5000.000051050893,-3.5233671685830883,-0.025930670184915273
0.10303030303030303,8.291139240506329,0.5106182172336335,1.2741282584239728,1e-15,-3.639834575766713,0.4532525919117407,1.0913120669613925,5000.000030108933,-3.5559485072208328,-0.02359034962838698
0.10303030303030303,8.329113924050633,0.5087224366133533,1.2694892739370816,0.0002927936117378769,-3.6650004293542597,0.42678753745540887,1.0727118293944984,5000.00001208188,-3.58809516390582,-0.021433451994825152
0.10303030303030303,8.367088607594937,0.5068314443569832,1.2648806878654053,1e-15,-3.690228141329536,0.45321375587326995,1.08446248276377,5000.000025854702,-3.6117423647191287,-0.021730724034218527
0.10303030303030303,8.405063291139241,0.5049397033273695,1.2602954773762982,0.0001286488984914699,-3.7155177074835217,0.42677089257252265,1.0658824355910541,5000.000022777211,-3.6447384710197706,-0.019419565224373332
0.10303030303030303,8.443037974683545,0.5030426124478016,1.2557135236088888,1e-15,-3.740869291987093,0.4479642813327616,1.0747001406488252,5000.000057787601,-3.6691358902349114,-0.019550489242738067
0.10303030303030303,8.481012658227849,0.5011497842149821,1.251169540009952,2.3605462367434525e-08,-3.7662829189506875,0.43145861444876127,1.0618500603373797,5000.000011467148,-3.7009644093965246,-0.017649050984744168
0.10303030303030303,8.518987341772153,0.4992682168541059,1.246666452306362,1e-15,-3.791758696460432,0.4314515026254206,1.0585463383144624,5000.000005271253,-3.7294866424365423,-0.01669721867758358
0.10303030303030303,8.556962025316455,0.4973778517464147,1.2421676688027625,1e-15,-3.817296713809905,0.4314449229750347,1.0552689486966642,5000.0000189220555,-3.7580830714396,-0.015756342061811396
0.10303030303030303,8.594936708860759,0.4954886593639011,1.2376906982305715,3.3203792443640317e-05,-3.8428970437061425,0.41104342278900974,1.0408577451492298,5000.000063042037,-3.786962866089748,-0.014770194373241853
0.10303030303030303,8.632911392405063,0.49360149589343427,1.2332378261763854,0.00020368385608042993,-3.8685598220906545,0.3714772999867884,1.0163178857909154,5000.000002857171,-3.814331589215691,-0.014216968715641728
0.10303030303030303,8.670886075949367,0.4917168176274067,1.2288080565140496,1e-15,-3.8942851471112547,0.42671340974329597,1.042905840335351,5000.000015104675,-3.8453612673923967,-0.012722830526670939
0.10303030303030303,8.708860759493671,0.4898186252401985,1.224364530523945,0.0103230328189678,-3.920073034366937,0.38333640676977965,1.0160717099048882,5000.000005461317,-3.8750148560895434,-0.011627872395530392
0.10303030303030303,8.746835443037975,0.48740453718335086,1.2188955685220717,0.09459180200642915,-3.9459274666961983,0.438704298712605,1.0435787121107012,5000.000000074826,-3.8997714231983043,-0.011835576624652597
0.10303030303030303,8.784810126582279,0.48482973805342916,1.213128461993484,0.14185557653023897,-3.9718564276743455,0.37752667551781194,1.0064671403317418,5000.000005925051,-3.9352586860103287,-0.009299958296037874
