eta,U,a,s_inf,y_inf,E_inf
0.0,29.77469172932331,0.03215435971738956,0.2545715877166184,9999.999997328216,-47.781139103293384
0.0,29.874939849624067,0.03215064797400407,0.2537545142833531,9999.999924805012,-48.09837316458699
0.0,29.975187969924818,0.9454215478874323,0.7378642066170653,10000.0,-20.921965722976413
0.0,30.07543609022557,0.12657617267757135,0.3613102916484069,9999.99995742829,-43.602864193593
0.0,30.17568421052632,0.03681886446659059,0.25259120573278404,9999.999913418971,-49.02960405178762
0.0,30.27593233082707,0.030938964502701744,0.2502644984188121,9999.999977018178,-49.374883525583215
0.0,30.376180451127823,0.029122769666279497,0.24907819898621583,9999.998899423766,-49.68985128060901
0.0,30.476428571428578,0.03093350490287183,0.2486875647978057,9999.999993370633,-50.02106880363741
0.0,30.57667669172933,0.0321230659030151,0.24818837561298052,9999.999984785067,-50.347070008384264
0.0,30.67692481203008,0.9536270221128503,0.7277122705170023,10000.0,-21.426539250572354
0.0,30.77717293233083,0.030925264276014105,0.24636146453378435,9999.999949459654,-50.9978824695007
0.0,30.877421052631583,0.12952438530075594,0.29491206377184,9999.99999176151,-46.97272806566441
0.0,30.977669172932337,0.003486641069019527,0.3123688998387528,9999.9999999629,
0.0,31.07791729323309,0.0321010819464734,0.24436822005770828,9999.99998986849,-51.983275646955605
0.0,31.17816541353384,0.6681510696198181,0.7682333081702475,9999.999954132121,-25.948661330426177
0.0,31.27841353383459,0.03209158839886905,0.24287463814167096,9999.999761877867,-52.64473915036558
0.0,31.378661654135342,0.826024499182977,0.7404876347261506,9999.999987351546,-24.0071170940284
0.0,31.478909774436094,0.03090599929105964,0.24110969512915081,9999.999985826218,-53.312207259729824
0.0,31.57915789473685,0.0945447700863187,0.32508469513038885,9999.99992710204,-49.52606168892951
0.0,31.6794060150376,0.030903201150392554,0.23965299377938956,9999.985980268564,-53.982435492510895
0.0,31.77965413533835,0.9441126458302264,0.7142454797866921,9999.999995861614,-22.56991739152929
0.0,31.879902255639102,0.02897485010029606,0.23775868143860845,9999.999930442682,-54.657412344933284
0.0,31.980150375939854,0.12515560600476733,0.35030385997697394,9999.999750589996,-48.37602003616003
0.0,32.080398496240605,0.026166782567673262,0.23573013185877098,9999.999946817787,-55.328284315532834
0.0,32.18064661654135,0.058424350801718296,0.28196079937839447,9999.999981387964,-54.03113884249555
0.0,32.28089473684211,0.014541974333744628,6.461080897430666,9999.999094195631,
0.0,32.38114285714286,0.1608552535472505,0.32760856328854415,10000.0,-48.54932990760179
0.0,32.48139097744361,0.5541160114591928,1.7751999378368704,9999.984972096625,-16.641871023271833
0.0,32.581639097744365,0.028345567084255285,0.23270590946021,9999.990866336684,-57.05423969730821
0.0,32.68188721804511,0.041735141599067216,0.25904318345083355,9999.920377196739,-56.72686759553981
0.0,32.78213533834587,0.08039695560838397,13.042656924825604,9999.996643088933,
0.0,32.882383458646615,0.024853076213367062,0.2299250915766465,9999.996745673896,-58.08404909940959
0.0,32.98263157894737,0.028326831737928337,0.2299908076147477,9999.908138918265,-58.44623372617985
0.0,33.082879699248124,0.03941224850323788,0.24456754317677898,9999.999009801712,-58.48209620777593
0.0,33.18312781954887,0.07613720209291788,14.388358667521468,9999.997982810197,
0.0,33.28337593984963,0.09015149878093476,34.16311127075126,9999.999581217076,
0.0,33.383624060150375,0.11688321578126676,0.4061500974320153,9999.999999775193,-48.45559821753345
0.0,33.48387218045113,0.14916507844851318,0.31934308933477296,10000.0,-52.054479628744225
