eta,U,s_opt,y_opt,E_opt,s_inf,y_inf,E_inf,E_binding
0.0,0.001,10.0,1.5965588560906823,0.02710990963299904,84.87150918288471,5000.001271503887,0.00042837463287625095,62.285515883548044
0.0,0.17337931034482756,10.0,1.0424975853595717,0.00823791321311014,16.849719936374974,5000.002434001453,0.00018922257910835606,42.53557198051294
0.0,0.3457586206896551,10.0,0.33094523275952953,-0.012074163901593517,16.849667464747444,5000.017358637782,-0.010128321160388663,-0.19211898106222616
0.0,0.5181379310344827,9.577354882058554,0.001,-0.03309324153188592,11.502458612557332,5000.010971999719,-0.022718481998924657,-0.4566660542483576
0.0,0.6905172413793103,7.252408179322092,0.001,-0.0584583555889666,8.676473165908382,5000.007001773888,-0.040257087588849924,-0.45212580169753547
0.0,0.8628965517241378,5.8621065382430535,0.001,-0.09067450405255777,6.973737762534123,5000.00363299657,-0.06268309650533428,-0.44655432018808194
0.0,1.0352758620689653,4.941043003787118,0.001,-0.12948805469300956,5.843014436606871,5000.003000163905,-0.08991575395598801,-0.440104197495707
0.0,1.207655172413793,4.289962533829651,0.001,-0.17461973447354176,5.038234202035376,5000.002657878278,-0.12186165840778357,-0.4329341710516917
0.0,1.3800344827586204,3.8061656676135835,0.001,-0.2257758365748283,4.436853421632006,5000.002744376461,-0.1584173477519729,-0.42519641806095415
0.0,1.5524137931034478,3.4333872350778063,0.001,-0.28265746453334,3.9718400071125486,5000.0027610150255,-0.19947169765409986,-0.41703042515580846
0.0,1.7247931034482755,3.137891925144162,0.001,-0.3449677280707102,3.601090335710796,5004.861570056821,-0.24501218642466618,-0.4079615104237981
0.0,1.8971724137931032,2.8982050327262523,0.001,-0.4124169872081387,3.299970118915911,5004.855972997979,-0.29473162224274624,-0.3992967027761435
0.0,2.0695517241379306,2.7000959933300854,0.001,-0.4847264263255925,3.0503207736900553,5004.848981271463,-0.34859332958685835,-0.39052123257801497
0.0,2.241931034482758,2.533657716080931,0.001,-0.561630291520608,2.839923924742518,5004.856610331022,-0.40647546626783165,-0.38170772439816303
0.0,2.414310344827586,2.391975836423995,0.001,-0.642877109922775,2.6606089520451603,5004.825783217235,-0.4682570931761181,-0.37291483522915886
0.0,2.5866896551724134,2.269927451580695,0.001,-0.7282301702178375,2.5058257062036584,5004.857242830533,-0.5338193231158203,-0.36418847854227426
0.0,2.759068965517241,2.1637019622287705,0.001,-0.8174674843995202,2.370909646313713,5004.855490286458,-0.6030456158138161,-0.355564924050297
0.0,2.9314482758620684,2.070439443984943,0.001,-0.9103814034491919,2.2523201103003103,5004.858068033643,-0.6758226949062944,-0.3470713699181411
0.0,3.103827586206896,1.9878845183371876,0.001,-1.0067780137572904,2.1472522824322393,5004.852744268101,-0.752040715988479,-0.3387280666499364
0.0,3.2762068965517237,1.9142941625405894,0.001,-1.1064764052073155,2.0535312104004184,5004.852906868296,-0.8315935385130798,-0.33054954609885073
0.0,3.448586206896551,1.8482816091404242,0.001,-1.209307875686755,1.9694087131145661,5004.851328128383,-0.9143788687323533,-0.32254573792073277
0.0,3.6209655172413786,1.7887017088027424,0.001,-1.3151151158778742,1.8934760979407717,5004.850086454572,-1.00029831556372,-0.3147229135707768
0.0,3.7933448275862065,1.7346691709729722,0.001,-1.423751403011447,1.8245991965349218,5004.849764961645,-1.0892573887479826,-0.30708445746504376
0.0,3.965724137931034,1.685428977547545,0.001,-1.5350798230847533,1.761807527641723,5004.847493303722,-1.1811654508878293,-0.2996314969515087
0.0,4.138103448275862,1.6403627416457185,0.001,-1.6489725317880373,1.7043413342927545,5004.8467122533075,-1.2759356350409525,-0.2923634127791342
0.0,4.310482758620689,1.598950653614662,0.001,-1.7653100607701826,1.6515333445282625,5004.84580597364,-1.3734847387601175,-0.28527824951573666
0.0,4.482862068965517,1.5607523882844359,0.001,-1.8839806716194958,1.6028329937330412,5004.843403904302,-1.4737331010246126,-0.2783730448272205
0.0,4.655241379310344,1.525409080176294,0.001,-2.00487975757201,1.5577737816720945,5004.842539462658,-1.5766044684112106,-0.2716440919340946
0.0,4.8276206896551725,1.4925970532876442,0.001,-2.1279092924201533,1.5159443858860286,5004.840609682864,-1.6820258548539941,-0.2650871484997853
0.0,5.0,1.462056148249258,0.001,-2.2529773235234276,1.4770122394908054,5004.840254237006,-1.789927399544883,-0.25869760086151106
0.016932203389830508,0.001,10.0,1.5966719631098183,0.02711272787002407,84.86609656770362,5000.001256586512,0.00042822719568190687,62.31388604791878
