alpha,a_pol,s_pol,E_pol,a_bi,s_bi,E_bi
13.283543859649122,0.09340470948189764,0.2824404099250323,-21.82397146670896,0,0,0
13.333666666666664,0.09260426727412384,0.28139293270483073,-21.96490456745517,0,0,0
13.383789473684208,0.0918135559264029,0.28035214372559764,-22.106375504328085,0,0,0
13.433912280701753,0.09103339958500664,0.27931946225815263,-22.24838425453283,0,0,0
13.484035087719295,0.09026368398927145,0.2782945599472253,-22.390930794376104,0,0,0
13.53415789473684,0.08950370531889466,0.27727642518305207,-22.5340150994569,0,0,0
13.584280701754384,0.08875306586650511,0.27626520047297654,-22.677637144776046,0,0,0
13.634403508771928,0.0880124892236086,0.2752616998012174,-22.821796904519303,0,0,0
13.684526315789471,0.08728058826460357,0.2742635314325786,-22.966494352400638,0,0,0
13.734649122807015,0.08655848072426675,0.27327374506770324,-23.111729461840337,0,0,0
13.78477192982456,0.08584544126786109,0.2722911723480097,-23.25750220545589,0,0,0
13.834894736842102,0.08514111343353407,0.2713146690856032,-23.403812555093577,0,0,0
13.885017543859647,0.08444542569463137,0.27034581337177616,-23.550660483091736,0,0,0
13.935140350877191,0.08376106926904005,0.2693828531507879,-23.698045958477547,0,0,0
13.985263157894735,0.08307901213681688,0.26842457359018584,-23.845968955837943,0,0,0
14.035385964912278,0.08241023605757539,0.26747797527821626,-23.994429447165807,0,0,0
14.085508771929822,0.08174867918530988,0.2665352757870425,-24.143427397848107,0,0,0
14.135631578947367,0.08109503439393498,0.26559845745262955,-24.29296278032212,0,0,0
14.185754385964911,0.08044931245834586,0.2646684890422708,-24.44303556458356,0,0,0
14.235877192982453,0.07981164769562736,0.2637451734120231,-24.59364572036025,0,0,0
14.285999999999998,0.07918137543004347,0.26282741898215733,-24.7447932171313,0,0,0
14.336122807017542,0.07855853259589776,0.2619161324650222,-24.896478024323308,0,0,0
14.386245614035085,0.07794363638202802,0.26101111823479684,-25.048700111265312,0,0,0
14.436368421052629,0.07733528668650935,0.2601130127109487,-25.201459446715795,0,0,0
14.486491228070173,0.07673503293487065,0.2592193039383007,-25.35475600065291,0,0,0
14.536614035087718,0.0761415986069775,0.2583323564207501,-25.508589741158218,0,0,0
14.58673684210526,0.07555476129632833,0.25745142999344767,-25.6629606373645,0,0,0
14.636859649122805,0.07497611557752304,0.256576416943569,-25.817868658400236,0,0,0
14.686982456140349,0.07440406592429684,0.25571031051056936,-25.973313770018542,0,0,0
14.737105263157892,0.07383666553438974,0.2548439650879779,-26.129295949790492,0,0,0
14.787228070175436,0.0732778974775197,0.2539858174804991,-26.285815157726898,0,0,0
14.83735087719298,0.072724099154529,0.2531336420002354,-26.442871366154144,0,0,0
14.887473684210525,0.07217664566128311,0.2522861767748916,-26.600464543007547,0,0,0
14.937596491228067,0.07163690604485631,0.25144584238979906,-26.758594658685194,0,0,0
14.987719298245612,0.0711026267562436,0.2506108755472832,-26.917261681067757,0,0,0
15.037842105263156,0.07057394216758278,0.2497800992329903,-27.076465579469357,0,0,0
15.0879649122807,0.07005207712327631,0.2489557997043821,-27.23620632335043,0,0,0
15.138087719298243,0.06953586075591484,0.24813688144712945,-27.39648388167007,0,0,0
15.188210526315787,0.06902539632120851,0.24732239170941617,-27.55729822401065,0,0,0
15.238333333333332,0.06852035496606311,0.24651381505501685,-27.71864931979669,0,0,0
15.288456140350874,0.06802117363425056,0.24571015738744437,-27.880537138577647,0,0,0
15.338578947368418,0.06752718342256692,0.24491142217083833,-28.04296165011798,0,0,0
15.388701754385963,0.0670391683313785,0.2441178530488643,-28.205922824203412,0,0,0
15.438824561403507,0.06655604182459188,0.24332926213984712,-28.369420630838636,0,0,0
15.48894736842105,0.06607872412727464,0.24254625155038256,-28.53345504031041,0,0,0
15.539070175438594,0.06560638445122773,0.24176779758341518,-28.698026022687323,0,0,0
15.589192982456138,0.06513892673506745,0.24099394973022198,-28.86313354837368,0,0,0
15.639315789473681,0.06467725114954971,0.24022623434974202,-29.0287775883349,0,0,0
15.689438596491225,0.06422086713976544,0.2394632688527264,-29.194958112412124,0,0,0
15.73956140350877,0.06376775041635621,0.23870327801091706,-29.361675093365072,0,0,0
15.789684210526314,0.06332032107377973,0.23794920318498694,-29.52892850049236,0,0,0
15.839807017543857,0.0628773462158327,0.23719832498150886,-29.696718305376628,0,0,0
15.889929824561401,0.06244066476737061,0.2364548451825438,-29.865044480790623,0,0,0
15.940052631578945,0.06200714716024925,0.2357143838255593,-30.03390699707462,0,0,0
15.99017543859649,0.06157850454342684,0.2349783911341973,-30.20330582639331,0,0,0
16.040298245614036,0.06115452876910585,0.23424774525340814,-30.373240940720958,0,0,0
16.090421052631577,0.060734697089610205,0.23352050305884364,-30.543712312626788,0,0,0
16.14054385964912,0.06031927601896194,0.23279707883601825,-30.714719913477683,0,0,0
16.190666666666665,0.059910976634643606,0.23207925670522195,-30.886263713092134,0,0,0
16.24078947368421,0.05950314733405326,0.23136692422217817,-31.058343696864778,0,0,0
16.290912280701754,0.059099423573381,0.23065734511589814,-31.230959824851983,0,0,0
16.3410350877193,0.05870149813838701,0.22995307546411148,-31.404112073963976,0,0,0
16.391157894736843,0.058306916982747356,0.22925131316099626,-31.577800417289716,0,0,0
16.441280701754387,0.0579172943016323,0.22855638731588426,-31.75202483021494,0,0,0
16.491403508771928,0.057530938957892415,0.22786366479869719,-31.926785285138916,0,0,0
16.541526315789472,0.05714874551392697,0.2271757609363715,-32.10208175641017,0,0,0
16.591649122807016,0.056770444012855574,0.2264914833726965,-32.27791421837795,0,0,0
16.64177192982456,0.05639612183843009,0.22581209869679927,-32.45428264550908,0,0,0
16.691894736842105,0.05602502479629033,0.22513548963785857,-32.63118701238878,0,0,0
16.74201754385965,0.055658150402553834,0.22446407810168068,-32.80862729421616,0,0,0
16.792140350877194,0.05529480784189399,0.2237960342002318,-32.986603465708605,0,0,0
16.842263157894735,0.05493472721797387,0.2231301439359876,-33.16511549959006,0,0,0
16.89238596491228,0.05457872012635128,0.22247201122560986,-33.34416337956336,0,0,0
16.942508771929823,0.054226294777367234,0.22181657097309782,-33.52374707296286,0,0,0
16.992631578947368,0.05387667030767761,0.22116296494632923,-33.70386655877574,0,0,0
17.042754385964912,0.053530907926529286,0.2205149677697729,-33.884521813217575,0,0,0
17.092877192982456,0.05318847139120999,0.21986937527447892,-34.0657128119002,0,0,0
