eta,U,a,s,y,E_inf
0.0,0.001,1,84.55087602438996,500.0,-0.0005803962565274856
0.0,0.203010101010101,1,84.26599553127096,500.0,-0.20259660095715
0.0,0.405020202020202,1,83.96762270374985,500.0,-0.4046127035599785
0.0,0.607030303030303,1,83.69611537380656,500.0,-0.6066291045611208
0.0,0.809040404040404,1,83.3974958661678,500.0,-0.8086452689773723
0.0,1.011050505050505,1,83.12092514726741,500.0,-1.0106616842788652
0.0,1.213060606060606,1,82.81508641978462,500.0,-1.2126778423852336
0.0,1.415070707070707,1,82.51756359366962,500.0,-1.4146941157853934
0.0,1.617080808080808,1,82.24355505783655,500.0,-1.616710655101603
0.0,1.8190909090909089,1,81.96833268585426,500.0,-1.818727215585257
0.0,2.02110101010101,1,81.71760395912442,500.0,-2.020744051253589
0.0,2.223111111111111,1,81.4447399866794,500.0,-2.222760701831247
0.0,2.425121212121212,1,81.01761883400196,500.0,-2.4247758630493537
0.0,2.6271313131313128,1,80.84169658088797,500.0,-2.6267935404696368
0.0,2.829141414141414,1,80.54010119648214,500.0,-2.828810010867335
0.0,3.0311515151515147,1,80.24753647965512,500.0,-3.030826605133428
0.0,3.233161616161616,1,79.89660654866734,500.0,-3.2328426588469146
0.0,3.435171717171717,1,79.77339261728096,500.0,-3.4348609897807996
0.0,3.637181818181818,1,79.34370649181861,500.0,-3.6368763420114254
0.0,3.839191919191919,1,79.20639497284903,500.0,-3.8388946031169637
0.0,4.041202020202021,1,78.77948634195391,500.0,-4.040910056386976
0.0,4.243212121212121,1,78.61620518663233,500.0,-4.242928133621903
0.0,4.445222222222222,1,78.45856534233926,500.0,-4.444946294749272
0.0,4.647232323232323,1,78.00877703721773,500.0,-4.646961641940017
0.0,4.849242424242425,1,77.67882356187437,500.0,-4.84897819463734
0.0,5.051252525252526,1,77.5507566827234,500.0,-5.050996757303899
0.0,5.253262626262626,1,77.2747505985234,500.0,-5.253013911855667
0.0,5.455272727272727,1,76.90921970707409,500.0,-5.45503023316541
0.0,5.6572828282828285,1,76.576609477127,500.0,-5.657046912454345
0.0,5.85929292929293,1,76.50851677659148,500.0,-5.859066200591373
0.0,6.06130303030303,1,76.11623718646628,500.0,-6.061082381793372
0.0,6.263313131313131,1,75.68496378882031,500.0,-6.263098218123829
0.0,6.465323232323232,1,75.37569116755257,500.0,-6.46511528053863
0.0,6.667333333333334,1,75.20631664873693,500.0,-6.667133744770365
0.0,6.869343434343435,1,74.8995630805443,500.0,-6.869150911630863
0.0,7.071353535353535,1,74.57804329769638,500.0,-7.071167975106533
0.0,7.273363636363636,1,74.27430689108394,500.0,-7.273185251723316
0.0,7.4753737373737374,1,74.3013781037885,500.0,-7.475205761286983
0.0,7.677383838383839,1,73.78342201221734,500.0,-7.677221058367267
0.0,7.879393939393939,1,73.70952148949792,500.0,-7.879240670097086
0.0,8.08140404040404,1,73.26303334683396,500.0,-8.081256740732426
0.0,8.283414141414141,1,72.94818030880128,500.0,-8.283274116910787
0.0,8.48542424242424,1,72.73692748647353,500.0,-8.485292532869712
0.0,8.687434343434342,1,72.7198512756383,500.0,-8.687312835918354
0.0,8.889444444444443,1,72.18476982953042,500.0,-8.889328242854457
0.0,9.091454545454544,1,71.8125221162411,500.0,-9.091345238763477
0.0,9.293464646464646,1,71.61948364607143,500.0,-9.293363998403914
0.0,9.495474747474747,1,71.58048394170272,500.0,-9.495384256899904
0.0,9.697484848484848,1,71.434306791793,500.0,-9.697403524866187
0.0,9.89949494949495,1,71.1144608708377,500.0,-9.899421204231105
0.0,10.10150505050505,1,70.5110934824266,500.0,-10.101436245582683
0.0,10.30351515151515,1,70.2148837279829,500.0,-10.303454236068516
0.0,10.505525252525251,1,70.06914052322445,500.0,-10.505473700376907
0.0,10.707535353535352,1,69.84040677286379,500.0,-10.70749241834978
0.0,10.909545454545453,1,69.48104018502214,500.0,-10.90950994912271
0.0,11.111555555555555,1,69.21383265068816,500.0,-11.111528395995283
0.0,11.313565656565656,1,69.33860220408096,500.0,-11.313550542348269
0.0,11.515575757575757,1,68.63855881586859,500.0,-11.515565042937885
0.0,11.717585858585858,1,68.5465567254983,500.0,-11.717585271036825
0.0,11.91959595959596,1,68.10206585641089,500.0,-11.91960224283451
0.0,12.121606060606059,1,68.42274619900856,500.0,-12.121626348932523
0.0,12.32361616161616,1,67.43472911525679,500.0,-12.323638399740581
0.0,12.525626262626261,1,67.62538298014164,500.0,-12.525661439768802
0.0,12.727636363636362,1,67.12653627610959,500.0,-12.727678120946596
0.0,12.929646464646463,1,67.27502247965162,500.0,-12.929700801145973
0.0,13.131656565656565,1,66.72627550941998,500.0,-13.131717150377721
0.0,13.333666666666666,1,66.2848834378356,500.0,-13.33373451070979
0.0,13.535676767676767,1,65.71786746457877,500.0,-13.535750725766356
0.0,13.737686868686868,1,65.93279472628653,500.0,-13.737774275871587
0.0,13.939696969696968,1,65.87704292972668,500.0,-13.939795309247328
0.0,14.141707070707069,1,65.35590925082424,500.0,-14.141812172587409
0.0,14.34371717171717,1,64.91397096388478,500.0,-14.343829787730204
0.0,14.545727272727271,1,64.89162503848779,500.0,-14.545851298966259
0.0,14.747737373737372,1,64.56579569030515,500.0,-14.747870087828883
0.0,14.949747474747474,1,64.34164605491137,500.0,-14.949889851431594
0.0,15.151757575757575,1,64.05295182365941,500.0,-15.151909082131477
0.0,15.353767676767676,1,63.9333631872922,500.0,-15.353929887065226
0.0,15.555777777777777,1,63.635609975600396,500.0,-15.555949142859982
0.0,15.757787878787877,1,63.49810422236105,500.0,-15.757969878866708
0.0,15.959797979797978,1,63.00239778215576,500.0,-15.95998747675861
0.0,16.161808080808083,1,63.30323682574115,500.0,-16.16201216007733
0.0,16.363818181818182,1,62.58974061449527,500.0,-16.36402800021173
0.0,16.565828282828285,1,62.549606693234175,500.0,-16.566049795835088
0.0,16.767838383838384,1,62.23820252108899,500.0,-16.76806926147063
0.0,16.969848484848484,1,61.72942835419743,500.0,-16.970087041464012
0.0,17.171858585858587,1,61.90707492181567,500.0,-17.17211088732032
0.0,17.373868686868686,1,61.17486507498694,500.0,-17.374126849503412
0.0,17.57587878787879,1,60.80866663646416,500.0,-17.576146045400137
0.0,17.77788888888889,1,61.00595303100981,500.0,-17.77817025389543
0.0,17.97989898989899,1,60.80011877869914,500.0,-17.980190967797522
0.0,18.18190909090909,1,60.740998509153165,500.0,-18.18221297286241
0.0,18.383919191919194,1,60.07519124337043,500.0,-18.384229878388965
0.0,18.585929292929293,1,59.76883822098101,500.0,-18.586249901835096
0.0,18.787939393939393,1,59.80516596583577,500.0,-18.788272922602694
0.0,18.989949494949496,1,59.69736596394029,500.0,-18.990294736035874
0.0,19.191959595959595,1,59.25450870000779,500.0,-19.1923138008308
0.0,19.393969696969698,1,59.37941923526761,500.0,-19.394337645379014
0.0,19.595979797979798,1,58.970073043673914,500.0,-19.59635713671807
