eta,U,a_opt,s_opt,y_opt,E_opt,a_inf,s_inf,y_inf,E_inf,E_binding
0.0,0.001,0.9819929430761605,10.0,1.5953019977906167,0.0270971200891021,1e-15,184.62179587880337,5000.0,8.369379507068786e-05,322.7649824125653
0.0,0.4050303030303031,0.9809129727770223,10.0,1e-15,-0.028217367743174085,0.9874386734780518,13.340075391521626,5000.0,-0.017210144412088308,-0.6395776274459595
0.0,0.8090606060606061,0.9464016177305883,5.7352455329161405,1e-15,-0.10613037410830556,0.9398779747786102,6.934234133960737,5000.0,-0.0667363771009696,-0.5902927116905724
0.0,1.213090909090909,0.9066288969073427,4.160393117599983,1e-15,-0.22193630194321937,0.9292186971080335,4.847547196052467,5000.00000229263,-0.14468047463753653,-0.5339754897765538
0.0,1.6171212121212122,0.8682416523845328,3.367502245131652,1e-15,-0.3671284689507151,0.8909201538386957,3.803059881441162,5000.000026227208,-0.24696969993159257,-0.4865324331381743
0.0,2.0211515151515154,0.8320890559795489,2.880002694591308,2.861145180334814e-06,-0.5360783519363931,0.8481811939985908,3.166763943748348,5000.003600102646,-0.3707479076603321,-0.4459376327149273
0.0,2.425181818181818,0.7980186018754354,2.543753781456708,1e-15,-0.7250381761410187,0.8003447159623914,2.730446084473315,5000.000027103003,-0.513490802684381,-0.41197889494948975
0.0,2.8292121212121213,0.7657049492827678,2.293876998277218,1e-15,-0.9314209316621462,0.7963424612874304,2.434805166916143,5000.000015293671,-0.674253501674574,-0.38141059608718675
0.0,3.2332424242424245,0.7347996040595108,2.0982351477598917,3.1629738848864934e-06,-1.153387023821556,0.688119780170008,2.1482676935497533,5000.0,-0.8495032398670189,-0.35771939375076073
0.0,3.6372727272727277,0.7050112637682436,1.9389967713880945,1e-15,-1.3896033846008804,0.6927124788780861,1.9756312384281156,5000.0,-1.0439802710212134,-0.331062878459936
0.0,4.041303030303031,0.6761115970050382,1.8054671431278007,1e-15,-1.6390973607767487,0.6271706532763399,1.7958988122225694,5000.0,-1.2501567387458128,-0.31111348679456824
0.0,4.445333333333334,0.647892162701752,1.6907850922200225,1e-15,-1.9011646797892503,0.6534581658296817,1.6947230651455572,5000.000128210245,-1.4742454255941402,-0.28958492716574386
0.0,4.849363636363637,0.6201970911479863,1.5903592135229678,1e-15,-2.175309478023666,0.6135316516304729,1.5723281624204302,5000.000000826441,-1.7117134580238758,-0.2708373985298909
0.0,5.25339393939394,0.5929035034694788,1.5009923636863254,8.755912365817953e-07,-2.461204180890961,0.5,1.0,5000.0,-1.5882089050684216,-0.5496728251784545
0.0,5.657424242424243,0.5659155990839846,1.4203793446413007,1e-15,-2.75866207935534,0.5,1.0,5000.0,-1.9410808685395233,-0.42119894336549085
