eta,U,a,s,y,E,yinf,Einf,dE
0.0002,1e-05,1,148.4131591025766,1.0,0.00011763163915060462,10.0,0.0001262017906349975,-0.06790831921854085
0.0002,1.2288774330579116e-05,1,148.4131591025766,1.0,0.00011534332481471108,10.0,0.00012391347436770662,-0.06916236992567956
0.0002,1.510139745479005e-05,1,148.4131591025766,1.0,0.00011253126696758858,10.0,0.00012110141414713358,-0.07076834932028628
0.0002,1.8557766539829677e-05,1,148.4131591025766,1.0,0.00010907559253880633,10.0,0.00011764573680167152,-0.07284704483013123
0.0002,2.2805220508753942e-05,1,148.4131591025766,1.0,0.0001048289922172805,10.0,0.0001133991328959037,-0.07557501067041035
0.0002,2.802482083911719e-05,1,148.4131591025766,1.0,9.961044091494095e-05,10.0,0.00010818057718897005,-0.07922065583971478
0.0002,3.44390698946822e-05,1,148.4131591025766,1.0,9.319748098624093e-05,10.0,0.00010176761184756375,-0.0842127539964276
0.0002,4.2321395809079146e-05,1,148.4131591025766,1.0,8.531673925075674e-05,10.0,9.388686346052693e-05,-0.09128139863116576
0.0002,5.200780824528904e-05,1,148.4131591025766,1.0,7.563227357626263e-05,10.0,8.420238961208992e-05,-0.1017799622470189
0.0002,6.391122189543889e-05,1,148.4131591025766,1.0,6.373125225765287e-05,10.0,7.230135824870618e-05,-0.11853312577577582
0.0002,7.85390583064617e-05,1,148.4131591025766,1.0,4.9106355728872046e-05,10.0,5.767644937612932e-05,-0.1485891336924807
0.0002,9.65148763664303e-05,1,148.4131591025766,1.0,3.113415042384648e-05,10.0,3.9704228902091344e-05,-0.21584800196921727
0.0002,0.00011860495352108069,1,148.4131591025766,1.0,9.048512902216764e-06,10.0,1.7618572739604583e-05,-0.4864219119249814
0.0002,0.00014575095083093872,1,148.4131591025766,1.0,-1.809202864281112e-05,10.0,-9.521991712751869e-06,-0.9000256656999861
0.0002,0.00017911005432287385,1,148.4131591025766,1.0,-5.1444427668466414e-05,10.0,-4.28744188887062e-05,-0.199886295882081
