eta,U,a,s,y,E,yinf,Einf,dE
0.0,0.1,1,0.0,1.0,2.7213753699274106,500.0,2.898403631350337,-0.061077849719795824
0.0,0.1,1,0.07537688442211055,1.0,2.3261267520202233,500.0,2.478845343658111,-0.061608761526249965
0.0,0.1,1,0.1507537688442211,1.0,1.9862218754792402,500.0,2.1180061785489177,-0.06222092475668091
0.0,0.1,1,0.22613065326633164,1.0,1.6939196778838772,500.0,1.807665794773329,-0.06292430670444528
0.0,0.1,1,0.3015075376884422,1.0,1.4425603785882875,500.0,1.5407548330156942,-0.06373139471853047
0.0,0.1,1,0.37688442211055273,1.0,1.2264145448855137,500.0,1.311193826145976,-0.06465808454090728
0.0,0.1,1,0.4522613065326633,1.0,1.0405532541341904,500.0,1.1137546280662987,-0.06572486622048924
0.0,0.1,1,0.5276381909547738,1.0,0.8807363946867589,500.0,0.9439412153849691,-0.06695842883863619
0.0,0.1,1,0.6030150753768844,1.0,0.743316563119318,500.0,0.7978871570201376,-0.06839387427242703
0.0,0.1,1,0.6783919597989949,1.0,0.6251563721592692,500.0,0.6722674260137488,-0.07007784704641642
0.0,0.1,1,0.7537688442211055,1.0,0.5235572908637375,500.0,0.5642225528652437,-0.07207308852685745
0.0,0.1,1,0.829145728643216,1.0,0.4361984028969149,500.0,0.471293398663572,-0.0744652818523972
0.0,0.1,1,0.9045226130653266,1.0,0.36108369608377316,500.0,0.3913650657930544,-0.07737371665485697
0.0,0.1,1,0.9798994974874371,1.0,0.29649669184272354,500.0,0.32261866977344206,-0.08096858730792796
0.0,0.1,1,1.0552763819095476,1.0,0.2409613909785282,500.0,0.2634898728888027,-0.08550037108933564
0.0,0.1,1,1.1306532663316582,1.0,0.19320865641594717,500.0,0.2126332328165082,-0.0913524952956129
0.0,0.1,1,1.2060301507537687,1.0,0.15214727704526226,500.0,0.1688915510650699,-0.09914216498228773
0.0,0.1,1,1.2814070351758793,1.0,0.11683906278523569,500.0,0.13126951960015132,-0.10992998876564027
0.0,0.1,1,1.3567839195979898,1.0,0.08647741174056933,500.0,0.09891106207261746,-0.12570535662552815
0.0,0.1,1,1.4321608040201004,1.0,0.060368868118483576,500.0,0.0710798506319052,-0.15068943474416704
0.0,0.1,1,1.507537688442211,1.0,0.037917256270261684,500.0,0.047142552215976935,-0.19568936156555253
0.0,0.1,1,1.5829145728643215,1.0,0.018610033480255764,500.0,0.02655442098024327,-0.2991738176440828
0.0,0.1,1,1.658291457286432,1.0,0.002006553345066525,500.0,0.008846907552202618,-0.7731915549895225
0.0,0.1,1,1.7336683417085426,1.0,-0.012272026034295322,500.0,-0.00638299782824428,-0.9226116574867909
0.0,0.1,1,1.809045226130653,1.0,-0.02455141827663472,500.0,-0.019481931327551896,-0.2602148043666191
0.0,0.1,1,1.8844221105527637,1.0,-0.0351116670311636,500.0,-0.030748039536623736,-0.14191563300620783
0.0,0.1,1,1.9597989949748742,1.0,-0.04419355676811676,500.0,-0.04043776098310972,-0.09287843079580445
0.0,0.1,1,2.0351758793969847,1.0,-0.05200412285911803,500.0,-0.04877165937800513,-0.06627749644644369
0.0,0.1,1,2.1105527638190953,1.0,-0.05872138736733512,500.0,-0.05593944124717047,-0.04973138912618949
0.0,0.1,1,2.185929648241206,1.0,-0.06449842934823397,500.0,-0.062104272009163346,-0.03855060628868441
0.0,0.1,1,2.2613065326633164,1.0,-0.06946688324872921,500.0,-0.0674064884747231,-0.030566712799150606
0.0,0.1,1,2.336683417085427,1.0,-0.07373994586987731,500.0,-0.07196679229367406,-0.024638496724538782
0.0,0.1,1,2.4120603015075375,1.0,-0.07741496105028241,500.0,-0.075888996773294,-0.02010784622106652
0.0,0.1,1,2.487437185929648,1.0,-0.0805756414925712,500.0,-0.07926238955376667,-0.01656841215862781
0.0,0.1,1,2.5628140703517586,1.0,-0.08329397878187683,500.0,-0.08216376483022497,-0.01375562517111066
