eta,U,a,s,y,E,yinf,Einf,dE
0.0002,1e-05,1,22026.465794806718,1.0,-9.99220555785417e-06,10.0,-9.991816530052773e-06,-3.893464218717399e-05
0.0002,1.2288774330579116e-05,1,22026.465794806718,1.0,-1.2280522118475661e-05,10.0,-1.2280133103687585e-05,-3.16783853067073e-05
0.0002,1.510139745479005e-05,1,22026.465794806718,1.0,-1.509258269951614e-05,10.0,-1.509219370071984e-05,-2.5774834594168424e-05
0.0002,1.8557766539829677e-05,1,22026.465794806718,1.0,-1.8548260487948475e-05,10.0,-1.8547871508804102e-05,-2.097163246941096e-05
0.0002,2.2805220508753942e-05,1,22026.465794806718,1.0,-2.279486493807249e-05,10.0,-2.2794475983077936e-05,-1.7063563770621606e-05
0.0002,2.802482083911719e-05,1,22026.465794806718,1.0,-2.8013421313953147e-05,10.0,-2.8013032388635757e-05,-1.3883727830486746e-05
0.0002,3.44390698946822e-05,1,22026.465794806718,1.0,-3.442638747741337e-05,10.0,-3.4425998588565566e-05,-1.129637087506027e-05
0.0002,4.2321395809079146e-05,1,22026.465794806718,1.0,-4.230713687465369e-05,10.0,-4.2306748030622556e-05,-9.191064055554232e-06
0.0002,5.200780824528904e-05,1,22026.465794806718,1.0,-5.199161196450697e-05,10.0,-5.199122317555004e-05,-7.477972880566002e-06
0.0002,6.391122189543889e-05,1,22026.465794806718,1.0,-6.389264485343918e-05,10.0,-6.389225613216167e-05,-6.084012383392456e-06
0.0002,7.85390583064617e-05,1,22026.465794806718,1.0,-7.851755560072811e-05,10.0,-7.851716696262032e-05,-4.9497214791017065e-06
0.0002,9.65148763664303e-05,1,22026.465794806718,1.0,-9.648977837855743e-05,10.0,-9.648938984265503e-05,-4.026721518629852e-06
0.0002,0.00011860495352108069,1,22026.465794806718,1.0,-0.0001185754373721214,10.0,-0.00011857504896181688,-3.275649539399892e-06
0.0002,0.00014575095083093872,1,22026.465794806718,1.0,-0.0001457160053035247,10.0,-0.00014571561704756464,-2.6644773424873555e-06
0.0002,0.00017911005432287385,1,22026.465794806718,1.0,-0.00017906843675480127,10.0,-0.00017906804868851158,-2.1671442366727067e-06
0.0002,0.00022010430379115656,1,22026.465794806718,1.0,-0.00022005448710288628,10.0,-0.00022005409926967822,-1.7624448231333875e-06
0.0002,0.0002704812118478755,1,22026.465794806718,1.0,-0.0002704213194458233,10.0,-0.000270420931899044,-1.433124191090306e-06
0.0002,0.0003323882573060108,1,22026.465794806718,1.0,-0.00033231598308667003,10.0,-0.00033231559589187666,-1.165141805434995e-06
0.0002,0.0004084644284168036,1,22026.465794806718,1.0,-0.00040837693846161664,10.0,-0.00040837655169937077,-9.470726080231265e-07
0.0002,0.0005019527182883087,1,22026.465794806718,1.0,-0.000501846530058713,10.0,-0.000501846143828015,-7.696197386026159e-07
0.0002,0.0006168383679665784,1,22026.465794806718,1.0,-0.0006167092018495248,10.0,-0.0006167088162720339,-6.252180620237059e-07
0.0002,0.0007580187502384012,1,22026.465794806718,1.0,-0.0007578613471139912,10.0,-0.0007578609623392117,-5.077115705148676e-07
0.0002,0.0009315121360027327,1,22026.465794806718,1.0,-0.0009313200330572052,10.0,-0.0009313196492688599,-4.1209089230457535e-07
0.0002,0.0011447142425533316,1,22026.465794806718,1.0,-0.001144479497780702,10.0,-0.0011444791152045632,-3.342797030151059e-07
0.0002,0.0014067134999737711,1,22026.465794806718,1.0,-0.001406426353622111,10.0,-0.0014064259725356256,-2.7096092716112405e-07
0.0002,0.0017286784748956803,1,22026.465794806718,1.0,-0.001728326933426093,10.0,-0.001728326554170209,-2.1943531629540379e-07
0.0002,0.0021243339668122713,1,22026.465794806718,1.0,-0.002123903291635464,10.0,-0.002123902914629165,-1.7750637113046793e-07
0.0002,0.002610546072093995,1,22026.465794806718,1.0,-0.0026100181512901913,10.0,-0.0026100177770483554,-1.4338669995378399e-07
0.0002,0.0032080411559542855,1,22026.465794806718,1.0,-0.0032073937321940027,10.0,-0.0032073933613493543,-1.1562181703725212e-07
0.0002,0.003942289380873242,1,22026.465794806718,1.0,-0.003941495102626557,10.0,-0.003941494735956635,-9.302813942912715e-08
0.0002,0.004844590454738973,1,22026.465794806718,1.0,-0.004843615710328006,10.0,-0.004843615348788312,-7.464252794277338e-08
0.0002,0.005953407882236496,1,22026.465794806718,1.0,-0.0059522113670288125,10.0,-0.005952211011793539,-5.968122984632644e-08
0.0002,0.00731600859626953,1,22026.465794806718,1.0,-0.0073145395519344505,10.0,-0.007314539204446537,-4.750646674123825e-08
0.0002,0.008990477864013325,1,22026.465794806718,1.0,-0.008988673914783737,10.0,-0.008988673576816378,-3.7599247104883544e-08
0.0002,0.011048195359492682,1,22026.465794806718,1.0,-0.011045979853196011,10.0,-0.01104597952692825,-2.953724115428195e-08
0.0002,0.013576877953295699,1,22026.465794806718,1.0,-0.013574156693806875,10.0,-0.013574156381916485,-2.29767789227757e-08
0.0002,0.016684318928186587,1,22026.465794806718,1.0,-0.01668097616001323,10.0,-0.016680975865790867,-1.7638198395532982e-08
0.0002,0.020502983016789482,1,22026.465794806718,1.0,-0.020498876490619253,10.0,-0.020498876218108728,-1.3293925074875012e-08
0.0002,0.025195653139702213,1,22026.465794806718,1.0,-0.025190608048565308,10.0,-0.02519060780273597,-9.758769537406893e-09
0.0002,0.0309623695545348,1,22026.465794806718,1.0,-0.03095617108209089,10.0,-0.030956170869049466,-6.882034140475165e-09
0.0002,0.0380489572195672,1,22026.465794806718,1.0,-0.03804134138286339,10.0,-0.03804134121011429,-4.541088569749288e-09
