eta,U,a,s,y,E,yinf,Einf,dE
0.0002,1e-05,1,1.6487212707001282,1.0,1.0341838372839014,1000.0,1.103628325514327,-0.0629238001825137
0.0002,1.2288774330579116e-05,1,1.6487212707001282,1.0,1.0341816031879438,1000.0,1.1036260371977513,-0.06292388152252719
0.0002,1.510139745479005e-05,1,1.6487212707001282,1.0,1.034178857757838,1000.0,1.1036232251371516,-0.06292398147989643
0.0002,1.8557766539829677e-05,1,1.6487212707001282,1.0,1.0341754839607369,1000.0,1.1036197694593404,-0.06292410431594933
0.0002,2.2805220508753942e-05,1,1.6487212707001282,1.0,1.0341713379776156,1000.0,1.1036155228548623,-0.06292425526745637
0.0002,2.802482083911719e-05,1,1.6487212707001282,1.0,1.0341662430725203,1000.0,1.103610304298452,-0.06292444076994753
0.0002,3.44390698946822e-05,1,1.6487212707001282,1.0,1.034159982058625,1000.0,1.1036038913322463,-0.06292466873217552
0.0002,4.2321395809079146e-05,1,1.6487212707001282,1.0,1.0341522880399407,1000.0,1.103596010582797,-0.06292494887344136
0.0002,5.200780824528904e-05,1,1.6487212707001282,1.0,1.0341428330340103,1000.0,1.1035863261076433,-0.06292529313820029
0.0002,6.391122189543889e-05,1,1.6487212707001282,1.0,1.0341312139905932,1000.0,1.103574425074676,-0.06292571620566847
0.0002,7.85390583064617e-05,1,1.6487212707001282,1.0,1.0341169356103437,1000.0,1.1035598001638323,-0.0629262361162297
0.0002,9.65148763664303e-05,1,1.6487212707001282,1.0,1.034099389231075,1000.0,1.103541827940936,-0.06292687504145753
0.0002,0.00011860495352108069,1,1.6487212707001282,1.0,1.0340778268815596,1000.0,1.1035197422817966,-0.06292766023075301
0.0002,0.00014575095083093872,1,1.6487212707001282,1.0,1.034051329396836,1000.0,1.1034926017136861,-0.06292862517520292
0.0002,0.00017911005432287385,1,1.6487212707001282,1.0,1.034018767235827,1000.0,1.103459249282015,-0.06292981103866833
0.0002,0.00022010430379115656,1,1.6487212707001282,1.0,1.0339787523309911,1000.0,1.1034182632313967,-0.06293126841769836
0.0002,0.0002704812118478755,1,1.6487212707001282,1.0,1.0339295789174525,1000.0,1.1033678963987215,-0.0629330595061796
0.0002,0.0003323882573060108,1,1.6487212707001282,1.0,1.0338691508192484,1000.0,1.1033060017346725,-0.06293526075835
0.0002,0.0004084644284168036,1,1.6487212707001282,1.0,1.0337948920930426,1000.0,1.103229940778796,-0.06293796616572743
0.0002,0.0005019527182883087,1,1.6487212707001282,1.0,1.0337036372202009,1000.0,1.1031364711865823,-0.0629412912907289
0.0002,0.0006168383679665784,1,1.6487212707001282,1.0,1.033591496166309,1000.0,1.103021608514034,-0.06294537823357757
0.0002,0.0007580187502384012,1,1.6487212707001282,1.0,1.033453688555862,1000.0,1.1028804563678387,-0.06295040175126747
0.0002,0.0009315121360027327,1,1.6487212707001282,1.0,1.03328433989328,1000.0,1.1027069976807515,-0.06295657680007782
0.0002,0.0011447142425533316,1,1.6487212707001282,1.0,1.0330762311435144,1000.0,1.102493838214622,-0.0629641678392711
0.0002,0.0014067134999737711,1,1.6487212707001282,1.0,1.0328204909973058,1000.0,1.1022318913570532,-0.06297350031696966
0.0002,0.0017286784748956803,1,1.6487212707001282,1.0,1.032506217702903,1000.0,1.1019099907751262,-0.06298497486478176
0.0002,0.0021243339668122713,1,1.6487212707001282,1.0,1.0321200143435987,1000.0,1.101514414414308,-0.06299908486227795
0.0002,0.002610546072093995,1,1.6487212707001282,1.0,1.0316454177507783,1000.0,1.1010282995514473,-0.06301643820502631
0.0002,0.0032080411559542855,1,1.6487212707001282,1.0,1.031062196708055,1000.0,1.100430923966604,-0.06303778433316186
0.0002,0.003942289380873242,1,1.6487212707001282,1.0,1.0303454895301682,1000.0,1.09969682259133,-0.06306404786888621
0.0002,0.004844590454738973,1,1.6487212707001282,1.0,1.0294647442531526,1000.0,1.098794701977679,-0.06309637059565537
