eta,U,a,s,y,E,yinf,Einf,dE
0.0002,1e-05,1,6,1.0,7.274795639471235e-06,1000.0,8.434567138257722e-06,-0.13750219540324318
0.0002,1.2288774330579116e-05,1,6,1.0,4.986479887726903e-06,1000.0,6.146234559039352e-06,-0.1886935261210917
0.0002,1.510139745479005e-05,1,6,1.0,2.1744203006973117e-06,1000.0,3.334154293106663e-06,-0.34783453027566597
0.0002,1.8557766539829677e-05,1,6,1.0,-1.2812562662174718e-06,1000.0,-1.215476856454769e-07,-9.541181918959479
0.0002,2.2805220508753942e-05,1,6,1.0,-5.527859215246145e-06,1000.0,-4.368181862707608e-06,-0.2654828459499425
0.0002,2.802482083911719e-05,1,6,1.0,-1.0746413746464602e-05,1000.0,-9.586774769351667e-06,-0.12096236795092224
0.0002,3.44390698946822e-05,1,6,1.0,-1.7159377643061072e-05,1000.0,-1.599978582464264e-05,-0.07247545880473266
0.0002,4.2321395809079146e-05,1,6,1.0,-2.5040124254603694e-05,1000.0,-2.388059038844071e-05,-0.04855549411894992
0.0002,5.200780824528904e-05,1,6,1.0,-3.4724595921175946e-05,1000.0,-3.356513327123187e-05,-0.034543662930658914
0.0002,6.391122189543889e-05,1,6,1.0,-4.6625624603315326e-05,1000.0,-4.546624946937554e-05,-0.025499687074930208
0.0002,7.85390583064617e-05,1,6,1.0,-6.12505301809715e-05,1000.0,-6.0091262593474415e-05,-0.019291782822732247
0.0002,9.65148763664303e-05,1,6,1.0,-7.922274660595579e-05,1000.0,-7.806361117985514e-05,-0.01484860114183105
0.0002,0.00011860495352108069,1,6,1.0,-0.00010130839779265186,1000.0,-0.00010014942477670881,-0.011572438069685111
0.0002,0.00014575095083093872,1,6,1.0,-0.00012844895613037138,1000.0,-0.00012729018269660593,-0.00910339987905724
0.0002,0.00017911005432287385,1,6,1.0,-0.00016180137579218645,1000.0,-0.0001606428476204551,-0.007211825418263066
0.0002,0.00022010430379115656,1,6,1.0,-0.00020278741165246825,1000.0,-0.00020162918487771575,-0.005744340907071302
0.0002,0.0002704812118478755,1,6,1.0,-0.00025315422619167087,1000.0,-0.0002519963697968641,-0.004594734423119481
0.0002,0.0003323882573060108,1,6,1.0,-0.0003150488679539102,1000.0,-0.00031389146671066036,-0.0036872657144155795
0.0002,0.0004084644284168036,1,6,1.0,-0.0003911097964427299,1000.0,-0.000389952954524957,-0.0029666191891844227
0.0002,0.0005019527182883087,1,6,1.0,-0.00048457935500007167,1000.0,-0.00048342320042475516,-0.002391599274301823
0.0002,0.0006168383679665784,1,6,1.0,-0.0005994419861890746,1000.0,-0.0005982866762733914,-0.0019310306605511323
0.0002,0.0007580187502384012,1,6,1.0,-0.0007405940815588942,1000.0,-0.0007394398096263733,-0.0015610086412634165
0.0002,0.0009315121360027327,1,6,1.0,-0.000914052706187703,1000.0,-0.0009128997098092658,-0.0012630044308788795
0.0002,0.0011447142425533316,1,6,1.0,-0.0011272120955633106,1000.0,-0.0011260606666845018,-0.001022528281889977
0.0002,0.0014067134999737711,1,6,1.0,-0.0013891588588113993,1000.0,-0.0013880093561975098,-0.0008281663295401744
0.0002,0.0017286784748956803,1,6,1.0,-0.0017110593248295394,1000.0,-0.0017099121893591395,-0.0006708739065891811
0.0002,0.0021243339668122713,1,6,1.0,-0.0021066355432100567,1000.0,-0.0021054913166688727,-0.0005434487105814067
0.0002,0.002610546072093995,1,6,1.0,-0.002592750231032262,1000.0,-0.002591609579208544,-0.00044013258511968657
0.0002,0.0032080411559542855,1,6,1.0,-0.003190125600774964,1000.0,-0.0031889893418408713,-0.0003563069086448166
0.0002,0.003942289380873242,1,6,1.0,-0.003924226711716397,1000.0,-0.00392309585110523,-0.0002882571963792753
0.0002,0.004844590454738973,1,6,1.0,-0.004826347000535063,1000.0,-0.004825222773801116,-0.00023298960206595508
0.0002,0.005953407882236496,1,6,1.0,-0.005934942265368013,1000.0,-0.005933826190856074,-0.00018808682223601296
0.0002,0.00731600859626953,1,6,1.0,-0.007297269968716085,1000.0,-0.007296163912285803,-0.0001515942409708909
0.0002,0.008990477864013325,1,6,1.0,-0.008971403739790147,1000.0,-0.008970309994354332,-0.0001219295026038972
0.0002,0.011048195359492682,1,6,1.0,-0.011028708950983202,1000.0,-0.01102763033425067,-9.781038172644722e-05
0.0002,0.013576877953295699,1,6,1.0,-0.013556884897930777,1000.0,-0.013555824872520302,-7.819704226362108e-05
0.0002,0.016684318928186587,1,6,1.0,-0.016663703265934488,1000.0,-0.016662666086980138,-6.224567838880476e-05
0.0002,0.020502983016789482,1,6,1.0,-0.02048160224698406,1000.0,-0.020480593143524066,-4.9271202885686614e-05
0.0002,0.025195653139702213,1,6,1.0,-0.02517333214649065,1000.0,-0.025172357544372092,-3.871715697821507e-05
0.0002,0.0309623695545348,1,6,1.0,-0.030938893141997402,1000.0,-0.030937960937798742,-3.0131403958208223e-05
0.0002,0.0380489572195672,1,6,1.0,-0.03802406093829455,1000.0,-0.038023180835942874,-2.314646834715911e-05
0.0002,0.04675750487851208,1,6,1.0,-0.04673086375259279,1000.0,-0.046730047677025086,-1.7463615131443607e-05
0.0002,0.057459242571298766,1,6,1.0,-0.05743045724516903,1000.0,-0.057429719850671246,-1.28399459321705e-05
0.0002,0.0706103665164695,1,6,1.0,-0.07057894623108919,1000.0,-0.07057830552598265,-9.07793268432788e-06
0.0002,0.08677148595203744,1,6,1.0,-0.08673682762469705,1000.0,-0.08673630573900144,-6.01692326133796e-06
0.0002,0.10663152091936053,1,6,1.0,-0.10659288343532812,1000.0,-0.1065925075641252,-3.526244118987696e-06
0.0002,0.13103706971044476,1,6,1.0,-0.13099354233055094,1000.0,-0.130993345893263,-1.4995974535684366e-06
0.0002,0.16102849786120232,1,6,1.0,-0.16097896139863438,1000.0,-0.16097898546363523,1.4949156738600924e-07
0.0002,0.1978842871008457,1,6,1.0,-0.19782736621218616,1000.0,-0.1978276612474737,1.4913752994586841e-06
0.0002,0.24317553477498208,1,6,1.0,-0.2431095393317425,1000.0,-0.24311016735630037,2.5832920304720803e-06
0.0002,0.2988329269567655,1,6,1.0,-0.2987557799981875,1000.0,-0.29875681722574504,3.471812182219319e-06
0.0002,0.3672290401918124,1,6,1.0,-0.36713818938769055,1000.0,-0.36713972947558005,4.194827652391114e-06
0.0002,0.451279480255236,1,6,1.0,-0.45117178910457917,1000.0,-0.45117394714618264,4.783169810941133e-06
0.0002,0.554567169287763,1,6,1.0,-0.5544387834152845,1000.0,-0.5544417008462617,5.261925595930236e-06
0.0002,0.6814950794525384,1,6,1.0,-0.6813412623034298,1000.0,-0.6813451129308712,5.651508124546049e-06
0.0002,0.8374739238792347,1,6,1.0,-0.8372888548081816,1000.0,-0.8372938522196984,5.968527660365435e-06
0.0002,1.0291528058296509,1,6,1.0,-1.0289293319769806,1000.0,-1.0289357386455684,6.22650020525039e-06
