eta,U,a,s,y,ke,eph,coul,E,Einf,dE
0.0002,1e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009330645178875169,-9.998000000000002e-06,94.3251168121141
0.0002,1.2288774330579116e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009307762074062447,-1.2286316575713e-05,76.75714020312307
0.0002,1.510139745479005e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009279641542959792,-1.5098377175299092e-05,62.46118510101378
0.0002,1.8557766539829677e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009245084856882137,-1.855405498652171e-05,50.8278401330495
0.0002,2.2805220508753942e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009202618925200041,-2.2800659464652193e-05,41.36119630428602
0.0002,2.802482083911719e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009150433500082133,-2.8019215874949366e-05,33.657707271041424
0.0002,3.44390698946822e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009086304008820205,-3.443218208070326e-05,27.388986871419977
0.0002,4.2321395809079146e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0009007496724214934,-4.2312931529917335e-05,22.28781060193428
0.0002,5.200780824528904e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0008910652230602946,-5.199740668363999e-05,18.136724307842293
0.0002,6.391122189543889e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0008791642217887254,-6.389843965105981e-05,14.758774495742225
0.0002,7.85390583064617e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0008645393498953002,-7.852335049480041e-05,12.009965117988024
0.0002,9.65148763664303e-05,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0008465671748641072,-9.649557339115701e-05,9.773119274937516
0.0002,0.00011860495352108069,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0008244815745453072,-0.00011858123253037647,7.952884170217265
0.0002,0.00014575095083093872,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0007973410787179971,-0.00014572180064077253,6.471666389050256
0.0002,0.00017911005432287385,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0007639887358738137,-0.00017907423231200927,5.26632422772407
0.0002,0.00022010430379115656,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0007230027944129857,-0.00022006028293039832,4.285476074034043
0.0002,0.0002704812118478755,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0006726360958791417,-0.0002704271156055059,3.4873100997030595
0.0002,0.0003323882573060108,1.0,4,1.0,0.0009430624912599867,1.0133004537627788,0.013300456425035993,0.0006107415966732698,-0.0003323217796545496,2.8378018958256037
