eta,U,a,s,y,ke,eph,coul,E,Einf,dE
0.0002,1e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-9.992205557854172e-06,-9.998000000000002e-06,0.0005795601266082611
0.0002,1.2288774330579116e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-1.2280522118475661e-05,-1.2286316575713e-05,0.0004716187477045307
0.0002,1.510139745479005e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-1.5092582699516141e-05,-1.5098377175299092e-05,0.0003837813637634396
0.0002,1.8557766539829677e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-1.854826048794847e-05,-1.855405498652171e-05,0.0003123036219008463
0.0002,2.2805220508753942e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-2.2794864938072488e-05,-2.2800659464652193e-05,0.0002541385519435613
0.0002,2.802482083911719e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-2.8013421313953144e-05,-2.8019215874949366e-05,0.00020680667946182437
0.0002,3.44390698946822e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-3.442638747741337e-05,-3.443218208070326e-05,0.00016829033014270707
0.0002,4.2321395809079146e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-4.230713687465369e-05,-4.2312931529917335e-05,0.0001369476198913364
0.0002,5.200780824528904e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-5.199161196450698e-05,-5.199740668363999e-05,0.00011144246420333707
0.0002,6.391122189543889e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-6.389264485343918e-05,-6.389843965105981e-05,9.068762323895736e-05
0.0002,7.85390583064617e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-7.851755560072811e-05,-7.852335049480041e-05,7.379835470323055e-05
0.0002,9.65148763664303e-05,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-9.648977837855743e-05,-9.649557339115701e-05,6.0054698841945675e-05
0.0002,0.00011860495352108069,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.0001185754373721214,-0.00011858123253037647,4.8870787825465826e-05
0.0002,0.00014575095083093872,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.00014571600530352468,-0.00014572180064077253,3.976987123663455e-05
0.0002,0.00017911005432287385,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.00017906843675480127,-0.00017907423231200927,3.236399303893774e-05
0.0002,0.00022010430379115656,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.00022005448710288626,-0.00022006028293039832,2.633745369627669e-05
0.0002,0.0002704812118478755,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.0002704213194458233,-0.0002704271156055059,2.1433352456765433e-05
0.0002,0.0003323882573060108,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.00033231598308667003,-0.0003323217796545496,1.74426361268846e-05
0.0002,0.0004084644284168036,1.0,10,1.0,5.794376208760087e-09,1.0000329685353142,3.296853531421403e-05,-0.00040837693846161664,-0.0004083827355311202,1.4195187502326991e-05
