eta,U,a,s,y,ke,eph,coul,E,Einf,dE
0.00022704451583391026,1.0291528058296509,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.0289187690449966,-1.0289191423291322,3.627924880053263e-07
0.00022704451583391026,1.2647026582522884,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.2644151281372946,-1.2644155144495717,3.055263658518169e-07
0.00022704451583391026,1.5541645562545927,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.5538112893931255,-1.5538116917153917,2.5892601292277166e-07
0.00022704451583391026,1.9098777504397322,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.909443701174001,-1.9094441231705817,2.2100493826852787e-07
0.00022704451583391026,2.347005667414797,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-2.3464723464754775,-2.3464727926493794,1.901466333734448e-07
0.00022704451583391026,2.884182299945072,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-2.8835269862863386,-2.8835274621712044,1.650356627357016e-07
0.00022704451583391026,3.544306541227564,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-3.543501313468945,-3.543501825864944,1.4460159021897446e-07
0.00022704451583391026,4.355518324354103,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-4.3545288705412375,-4.354529427804944,1.2797334718485882e-07
0.00022704451583391026,5.352398178068967,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-5.351182333015456,-5.351182945416077,1.144421013311351e-07
0.00022704451583391026,6.577441333769234,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-6.575947281629054,-6.5759479617861825,1.0343103880887049e-07
0.00022704451583391026,8.08286922233136,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-8.081033287780654,-8.081034051202227,9.447077790191866e-08
0.00022704451583391026,9.932855581681359,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-9.930599515551599,-9.930600381294969,8.717935845621098e-08
0.00022704451583391026,12.206262070151563,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-12.203489713805387,-12.203490705289704,8.12459599318055e-08
0.00022704451583391026,15.0,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-14.996593186257961,-14.996594332262491,7.641765223441893e-08
0.00025774606085127334,1e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-9.681059689911336e-06,-9.997422539391488e-06,0.0316444411780766
0.00025774606085127334,1.2288774330579116e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.1969243954213679e-05,-1.2285606947402719e-05,0.025750701169543904
0.00025774606085127334,1.510139745479005e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.4781141959293082e-05,-1.509750512908273e-05,0.020954665495044544
0.00025774606085127334,1.8557766539829677e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-1.823661996179569e-05,-1.855298334860584e-05,0.017051887605662237
0.00025774606085127334,2.2805220508753942e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-2.2482978899499216e-05,-2.2799342553000966e-05,0.013875998957702758
0.00025774606085127334,2.802482083911719e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-2.770123357070681e-05,-2.8017597551939844e-05,0.011291617014861782
0.00025774606085127334,3.44390698946822e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-3.411382897610285e-05,-3.443019336007746e-05,0.009188574129282878
0.00025774606085127334,4.2321395809079146e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-4.199412275712498e-05,-4.231048763601963e-05,0.007477221288873178
0.00025774606085127334,5.200780824528904e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-5.167803795048958e-05,-5.199440343758031e-05,0.0060846065379041685
0.00025774606085127334,6.391122189543889e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-6.3578382795262e-05,-6.389474902975116e-05,0.004951365163698395
0.00025774606085127334,7.85390583064617e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-7.820244802061003e-05,-7.851881517356024e-05,0.004029189083545242
0.00025774606085127334,9.65148763664303e-05,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-9.617363175560703e-05,-9.649000003723331e-05,0.0032787675562669745
0.00025774606085127334,0.00011860495352108069,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-0.00011825801389288235,-0.00011857438356151318,0.0026681114345975723
0.00025774606085127334,0.00014575095083093872,1.0,8,1.0,3.1636222159436473e-07,1.0002436063569364,0.0002436063569363037,-0.0001453970127244073,-0.0001457133840974967,0.0021711895242082233
