eta,U,a,s,y,ke,eph,coul,E,Einf,dE
0.0002,1e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,0.00011763163915060463,-9.998000000000002e-06,12.765517018464154
0.0002,1.2288774330579116e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,0.00011534332481471108,-1.2286316575713e-05,10.387949928192166
0.0002,1.510139745479005e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,0.00011253126696758858,-1.5098377175299092e-05,8.45320279531031
0.0002,1.8557766539829677e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,0.00010907559253880633,-1.855405498652171e-05,6.878800759081641
0.0002,2.2805220508753942e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,0.0001048289922172805,-2.2800659464652193e-05,5.597629835215803
0.0002,2.802482083911719e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,9.961044091494097e-05,-2.8019215874949366e-05,4.555075964991507
0.0002,3.44390698946822e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,9.319748098624094e-05,-3.443218208070326e-05,3.706696914177605
0.0002,4.2321395809079146e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,8.531673925075673e-05,-4.2312931529917335e-05,3.016327778906871
0.0002,5.200780824528904e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,7.563227357626263e-05,-5.199740668363999e-05,2.454539339556311
0.0002,6.391122189543889e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,6.373125225765285e-05,-6.389843965105981e-05,1.9973835449766855
0.0002,7.85390583064617e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,4.9106355728872046e-05,-7.852335049480041e-05,1.6253726492748641
0.0002,9.65148763664303e-05,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,3.113415042384649e-05,-9.649557339115701e-05,1.322648483548984
0.0002,0.00011860495352108069,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,9.048512902216757e-06,-0.00011858123253037647,1.0763064500944435
0.0002,0.00014575095083093872,1.0,5,1.0,0.00012762962936449588,1.0048929644589841,0.004892964476967362,-1.809202864281112e-05,-0.00014572180064077253,0.8758454221450992
