eta,U,a,s,y,E,yinf,Einf,dE
0.0002,1e-05,1,12,1.0,-9.997893863374165e-06,1000.0,-9.997886919282306e-06,-6.945559511595147e-07
0.0002,1.2288774330579116e-05,1,12,1.0,-1.2286210437044749e-05,1000.0,-1.2286203534664028e-05,-5.617993142751139e-07
0.0002,1.510139745479005e-05,1,12,1.0,-1.5098271034120965e-05,1000.0,-1.509826418299812e-05,-4.5376890764020066e-07
0.0002,1.8557766539829677e-05,1,12,1.0,-1.8553948842259253e-05,1000.0,-1.8553942054126053e-05,-3.658593510748041e-07
0.0002,2.2805220508753942e-05,1,12,1.0,-2.2800553316599474e-05,1000.0,-2.2800546605872827e-05,-2.9432305999871673e-07
0.0002,2.802482083911719e-05,1,12,1.0,-2.8019109722238877e-05,1000.0,-2.8019103106635403e-05,-2.3611046539698571e-07
0.0002,3.44390698946822e-05,1,12,1.0,-3.4432075922268945e-05,1000.0,-3.443206942356018e-05,-1.8873999944168335e-07
0.0002,4.2321395809079146e-05,1,12,1.0,-4.231282536444914e-05,1000.0,-4.231281900938965e-05,-1.5019229726552788e-07
0.0002,5.200780824528904e-05,1,12,1.0,-5.199730050952801e-05,1000.0,-5.199729433099588e-05,-1.1882410829304382e-07
0.0002,6.391122189543889e-05,1,12,1.0,-6.38983334663257e-05,1000.0,-6.389832750472404e-05,-9.329824250256405e-08
0.0002,7.85390583064617e-05,1,12,1.0,-7.852324429701296e-05,1000.0,-7.852323860199231e-05,-7.252656354292345e-08
0.0002,9.65148763664303e-05,1,12,1.0,-9.649546717732866e-05,1000.0,-9.649546180990334e-05,-5.562360365289609e-08
0.0002,0.00011860495352108069,1,12,1.0,-0.00011858112629683578,1000.0,-0.00011858112133198498,-4.1868813014598605e-08
0.0002,0.00014575095083093872,1,12,1.0,-0.00014572169438300782,1000.0,-0.00014572168991287176,-3.0675845644744965e-08
0.0002,0.00017911005432287385,1,12,1.0,-0.0001790741260244762,1000.0,-0.0001790741221622839,-2.1567562250270702e-08
0.0002,0.00022010430379115656,1,12,1.0,-0.00022006017660628353,1000.0,-0.0002200601734911797,-1.4155691029155692e-08
0.0002,0.0002704812118478755,1,12,1.0,-0.00027042700923643676,1000.0,-0.00027042700703941295,-8.12427662802729e-09
0.0002,0.0003323882573060108,1,12,1.0,-0.00033232167323023697,1000.0,-0.0003323216721614211,-3.216208780587257e-09
0.0002,0.0004084644284168036,1,12,1.0,-0.0004083826290389202,1000.0,-0.0004083826293565335,7.777346961174335e-10
0.0002,0.0005019527182883087,1,12,1.0,-0.0005018522211690257,1000.0,-0.0005018522231903905,4.027808890609752e-09
0.0002,0.0006168383679665784,1,12,1.0,-0.0006167148936148402,1000.0,-0.0006167148977299071,6.672559586011448e-09
0.0002,0.0007580187502384012,1,12,1.0,-0.0007578670396842247,1000.0,-0.0007578670463721946,8.824727069753149e-09
0.0002,0.0009315121360027327,1,12,1.0,-0.0009313257266165846,1000.0,-0.0009313257364663368,1.057605498601714e-08
0.0002,0.0011447142425533316,1,12,1.0,-0.00114448519255562,1000.0,-0.0011444852062908154,1.2001199488918956e-08
0.0002,0.0014067134999737711,1,12,1.0,-0.0014064320498907777,1000.0,-0.001406432068400706,1.3160911795832508e-08
0.0002,0.0017286784748956803,1,12,1.0,-0.0017283326315303935,1000.0,-0.0017283326559078837,1.4104628630057929e-08
0.0002,0.0021243339668122713,1,12,1.0,-0.0021239089919955333,1000.0,-0.002123909023583538,1.4872579018482082e-08
0.0002,0.002610546072093995,1,12,1.0,-0.002610023854422323,1000.0,-0.002610023894871167,1.549749946985148e-08
0.0002,0.0032080411559542855,1,12,1.0,-0.003207399438732661,1000.0,-0.0032073994900703893,1.6006028715224298e-08
0.0002,0.003942289380873242,1,12,1.0,-0.003941500813351419,1000.0,-0.003941500878070252,1.6419844806734277e-08
0.0002,0.004844590454738973,1,12,1.0,-0.004843621426197198,1000.0,-0.004843621507359769,1.6756588115856932e-08
0.0002,0.005953407882236496,1,12,1.0,-0.005952217089219756,1000.0,-0.005952217190589664,1.7030613111291905e-08
0.0002,0.00731600859626953,1,12,1.0,-0.007314545281894052,1000.0,-0.007314545408096301,1.725360116463002e-08
