eta,U,a,s,y,E,Einf,Ebind,
0.009705882,12.27352273,1,148.4131591,1.000123109,-12.1536835,-12.15416557,3.96635E-05,
0.009705882,13.63713636,1,148.4131591,1.000136434,-13.5039973,-13.50453352,3.97061E-05,
0.009705882,15.00075,1,148.4131591,1.000150113,-14.85431111,-14.85490146,3.97409E-05,
0.009705882,16.36436364,1,148.4131591,1.000164149,-16.20462492,-16.2052694,3.97699E-05,
0.009705882,17.72797727,0.092333019,0.417141812,1.264982079,-18.44216858,-17.55563735,-0.050498379,
0.009705882,19.09159091,0.07755245,0.383824988,1.289363267,-21.18244488,-18.96226344,-0.1170842,
0.009705882,20.45520455,0.06623476,0.355867715,1.308369912,-24.13190457,-21.76775244,-0.108608004,
0.009705882,21.81881818,0.057327867,0.331961357,1.323529615,-27.28916873,-24.76671365,-0.101848599,
0.009705882,23.18243182,0.05016422,0.311223267,1.335834298,-30.65334541,-27.95914707,-0.096361965,
0.009705882,24.54604545,0.044304091,0.29302807,1.345999361,-34.22383162,-31.34505271,-0.091841572,
0.009705882,25.90965909,0.039439485,0.276913694,1.35448369,-38.00020528,-34.92443057,-0.08806943,
0.009705882,27.27327273,0.035351984,0.262528878,1.36165102,-41.98216252,-38.69728064,-0.084886634,
0.009705882,28.63688636,0.031880635,0.249600379,1.367767969,-46.16947935,-42.66360292,-0.082174879,
0.009705882,30.0005,0.028905733,0.237911776,1.373031707,-50.5619873,-46.82339742,-0.079844481,
0.009705882,31.36411364,0.026334942,0.227288482,1.377585907,-55.15955747,-51.17666413,-0.077826357,
0.009705882,32.72772727,0.024097389,0.217588041,1.381563667,-59.96208972,-55.72340306,-0.076066544,
0.009705882,34.09134091,0.022136625,0.208693663,1.385056006,-64.96950523,-60.4636142,-0.074522357,
0.009705882,35.45495455,0.020408989,0.20050727,1.388134782,-70.18174116,-65.39729756,-0.073159653,
0.009705882,36.81856818,0.018877823,0.192945372,1.390883563,-75.59874695,-70.52445313,-0.071950842,
0.009705882,38.18218182,0.017514505,0.185939231,1.393325827,-81.22048145,-75.84508092,-0.070873423,
0.009705882,39.54579545,0.016295117,0.179428847,1.395515533,-87.04691094,-81.35918092,-0.06990889,
0.009705882,40.90940909,0.01519984,0.173362588,1.397478298,-93.0780075,-87.06675314,-0.069041903,
0.009705882,42.27302273,0.014212208,0.167696619,1.399260867,-99.3137479,-92.96779757,-0.068259661,
0.009705882,43.63663636,0.013318607,0.162391756,1.400870567,-105.7541126,-99.06231421,-0.067551404,
0.009705882,45.00025,0.012507887,0.15741499,1.402329279,-112.3990853,-105.3503031,-0.066908039,
0.009705882,46.36386364,0.011768161,0.152735107,1.403667275,-119.2486518,-111.8317641,-0.066321834,
0.009705882,47.72747727,0.011093245,0.148327363,1.404884321,-126.3028003,-118.5066974,-0.06578618,
0.009705882,49.09109091,0.010475065,0.144168355,1.406001217,-133.5615206,-125.3751029,-0.065295402,
0.009705882,50.45470455,0.009907432,0.140237355,1.407026806,-141.0248039,-132.4369807,-0.064844601,
0.009705882,51.81831818,0.009384953,0.136516031,1.407971883,-148.6926425,-139.6923306,-0.064429535,
0.009705882,53.18193182,0.008902936,0.13298795,1.408844301,-156.5650297,-147.1411527,-0.064046508,
0.009705882,54.54554545,0.00845727,0.129638366,1.409651667,-164.6419598,-154.7834471,-0.063692293,
0.009705882,55.90915909,0.008044418,0.126454045,1.41039897,-172.9234278,-162.6192137,-0.063364063,
0.009705882,57.27277273,0.007661194,0.123422969,1.411093993,-181.409429,-170.6484525,-0.063059327,
0.009705882,58.63638636,0.007304819,0.120534316,1.411740002,-190.0999597,-178.8711635,-0.062775889,
0.009705882,60,0.006972836,0.117778222,1.41234242,-198.9950163,-187.2873467,-0.062511802,
0.011323529,0.001,1,148.4131591,1,-0.000857619,-0.000852469,-0.006041812,
0.011323529,1.364613636,1,148.4131591,1.000017653,-1.348954785,-1.349014554,4.43054E-05,
0.011323529,2.728227273,1,148.4131591,1.000033352,-2.697051951,-2.697176638,4.62288E-05,
0.011323529,4.091840909,1,148.4131591,1.000049029,-4.045149118,-4.045338723,4.68701E-05,
0.011323529,5.455454545,1,148.4131591,1.000064839,-5.393246285,-5.393500808,4.71907E-05,
0.011323529,6.819068182,1,148.4131591,1.000080383,-6.741343453,-6.741662893,4.7383E-05,
0.011323529,8.182681818,1,148.4131591,1.000096106,-8.089440621,-8.089824977,4.75111E-05,
0.011323529,9.546295455,1,148.4131591,1.000111917,-9.437537789,-9.437987062,4.76026E-05,
0.011323529,10.90990909,1,148.4131591,1.000127551,-10.78563496,-10.78614915,4.76712E-05,
0.011323529,12.27352273,1,148.4131591,1.000143362,-12.13373213,-12.13431123,4.77245E-05,
0.011323529,13.63713636,1,148.4131591,1.000158819,-13.4818293,-13.48247332,4.77671E-05,
0.011323529,15.00075,1,148.4131591,1.000174631,-14.82992647,-14.8306354,4.78019E-05,
0.011323529,16.36436364,1,148.4131591,2.718281828,-16.17845578,-16.17879749,2.11203E-05,
0.011323529,17.72797727,0.092989027,0.418525368,1.26780798,-18.33915168,-17.52695957,-0.046339589,
0.011323529,19.09159091,0.078083091,0.385059448,1.292475408,-21.0626825,-18.90020771,-0.114415398,
0.011323529,20.45520455,0.066675903,0.356988438,1.311698927,-23.99422918,-21.69651549,-0.105902429,
0.011323529,21.81881818,0.057701687,0.332991489,1.327030319,-27.13239345,-24.68566232,-0.099115474,
0.011323529,23.18243182,0.050486582,0.312178704,1.339481083,-30.47627187,-27.86764822,-0.0936076,
0.011323529,24.54604545,0.044585244,0.293920197,1.349749367,-34.02525417,-31.24247317,-0.089070445,
0.011323529,25.90965909,0.039687147,0.277752025,1.358332448,-37.77891345,-34.81013719,-0.085284819,
0.011323529,27.27327273,0.035572116,0.263319804,1.365579386,-41.7369425,-38.57064026,-0.082090995,
0.011323529,28.63688636,0.032077991,0.250349499,1.371763986,-45.89911495,-42.5239824,-0.079370096,
0.011323529,30.0005,0.029083553,0.238623474,1.377079728,-50.26526063,-46.67016359,-0.077032021,
0.011323529,31.36411364,0.026496353,0.227966933,1.381700841,-54.83524934,-51.00918384,-0.075007385,
0.011323529,32.72772727,0.024244137,0.218236134,1.385712314,-59.60897996,-55.54104315,-0.073241995,
0.011323529,34.09134091,0.022271073,0.20931391,1.38923558,-64.5863729,-60.26574152,-0.071692993,
0.011323529,35.45495455,0.020532471,0.201101956,1.392367502,-69.76736475,-65.18327895,-0.0703261,
0.011323529,36.81856818,0.01899191,0.193517284,1.395139005,-75.15190447,-70.29365544,-0.069113621,
0.011323529,38.18218182,0.017620138,0.186489789,1.397607095,-80.73995054,-75.59687099,-0.068032969,
0.011323529,39.54579545,0.016393147,0.179959574,1.399820593,-86.53146893,-81.09292559,-0.067065571,
0.011323529,40.90940909,0.015291098,0.173875304,1.401812828,-92.52643146,-86.78181926,-0.066196033,
0.011323529,42.27302273,0.014297242,0.168191805,1.403600516,-98.72481471,-92.66355199,-0.065411509,
0.011323529,43.63663636,0.013397867,0.162871068,1.405230468,-105.126599,-98.73812377,-0.064701201,
0.011323529,45.00025,0.012581645,0.15787858,1.406726705,-111.7317677,-105.0055346,-0.064055986,
0.011323529,46.36386364,0.01183848,0.153185259,1.408062581,-118.5403068,-111.4657845,-0.063468107,
0.011323529,47.72747727,0.011159398,0.148764404,1.409295254,-125.5522042,-118.1188735,-0.062930931,
0.011323529,49.09109091,0.010537609,0.144593117,1.410427428,-132.7674496,-124.9648015,-0.062438767,
0.011323529,50.45470455,0.00996643,0.140650145,1.411464175,-140.1860342,-132.0035686,-0.0619867,
0.011323529,51.81831818,0.009440801,0.136917764,1.412417936,-147.8079501,-139.2351747,-0.061570472,
0.011323529,53.18193182,0.008955841,0.133379166,1.413298806,-155.6331908,-146.6596199,-0.061186378,
0.011323529,54.54554545,0.008507509,0.130019631,1.414115221,-163.6617504,-154.2769042,-0.060831181,
0.011323529,55.90915909,0.008092165,0.126825832,1.414872045,-171.8936238,-162.0870275,-0.060502043,
0.011323529,57.27277273,0.007706651,0.12378577,1.415573167,-180.3288064,-170.0899899,-0.060196467,
0.011323529,58.63638636,0.007348176,0.120888593,1.416227243,-188.9672943,-178.2857913,-0.05991225,
0.011323529,60,0.007014179,0.118124317,1.416836859,-197.809084,-186.6744318,-0.059647441,
0.012941176,0.001,1,148.4131591,1,-0.000855994,-0.000850851,-0.006044007,
0.012941176,1.364613636,1,148.4131591,1.000019918,-1.346736521,-1.346807078,5.23883E-05,
0.012941176,2.728227273,1,148.4131591,1.000037882,-2.692617048,-2.692763304,5.43144E-05,
0.012941176,4.091840909,1,148.4131591,1.000055868,-4.038497577,-4.038719531,5.49565E-05,
0.012941176,5.455454545,1,148.4131591,1.00007381,-5.384378106,-5.384675757,5.52775E-05,
0.012941176,6.819068182,1,148.4131591,1.000091753,-6.730258635,-6.730631984,5.547E-05,
0.012941176,8.182681818,1,148.4131591,1.00010943,-8.076139166,-8.07658821,5.55983E-05,
0.012941176,9.546295455,1,148.4131591,1.000127728,-9.422019697,-9.422544437,5.56898E-05,
0.012941176,10.90990909,1,148.4131591,1.000145494,-10.76790023,-10.76850066,5.57585E-05,
0.012941176,12.27352273,1,148.4131591,1.000163438,-12.11378076,-12.11445689,5.58118E-05,
0.012941176,13.63713636,1,148.4131591,2.718281828,-13.46007262,-13.46041312,2.52959E-05,
0.012941176,15.00075,1,148.4131591,2.718281828,-14.80599479,-14.80636934,2.52965E-05,
0.012941176,16.36436364,1,148.4131591,2.718281828,-16.15191696,-16.15232557,2.52971E-05,
0.012941176,17.72797727,0.093653343,0.419918767,1.270652971,-18.23650429,-17.4982818,-0.042188285,
0.012941176,19.09159091,0.078618974,0.386301595,1.295613575,-20.94334671,-18.84423802,-0.111392601,
0.012941176,20.45520455,0.067121239,0.358116076,1.315061815,-23.85704304,-21.62539529,-0.103195697,
0.012941176,21.81881818,0.058079199,0.334027841,1.330569328,-26.97617524,-24.60474384,-0.096381064,
0.012941176,23.18243182,0.050811861,0.313139929,1.343155673,-30.29982815,-27.77629933,-0.090851873,
0.012941176,24.54604545,0.044868719,0.29481834,1.353549059,-33.82738408,-31.14006176,-0.086297912,
0.012941176,25.90965909,0.039937116,0.278595167,1.362227795,-37.55841121,-34.69603113,-0.082498775,
0.012941176,27.27327273,0.035794306,0.264115188,1.369557061,-41.49259896,-38.44420745,-0.07929391,
0.012941176,28.63688636,0.032276946,0.251103025,1.375813894,-45.62971855,-42.38459071,-0.076563859,
0.012941176,30.0005,0.029263182,0.23933948,1.381195595,-49.96959804,-46.5171809,-0.074218108,
0.012941176,31.36411364,0.026658927,0.228648954,1.385856331,-54.51210593,-50.84197804,-0.072186961,
0.012941176,32.72772727,0.02439251,0.218887606,1.389910089,-59.25714011,-55.35898212,-0.070415998,
0.012941176,34.09134091,0.022407087,0.209936845,1.393478155,-64.20462021,-60.06819315,-0.068862186,
0.012941176,35.45495455,0.020657246,0.20170057,1.396646753,-69.35448225,-64.96961111,-0.06749111,
0.012941176,36.81856818,0.019106562,0.194089984,1.399499423,-74.70667466,-70.06323602,-0.066274967,
0.012941176,38.18218182,0.017726681,0.187043456,1.401947309,-80.26115562,-75.34906786,-0.065191089,
0.012941176,39.54579545,0.016492062,0.180493275,1.404184135,-86.01789071,-80.82710665,-0.064220832,
0.012941176,40.90940909,0.01538319,0.174390305,1.406198612,-91.97685154,-86.49735238,-0.06334875,
0.012941176,42.27302273,0.014383414,0.16868984,1.408015103,-98.13801446,-92.35980506,-0.062561949,
0.012941176,43.63663636,0.013478802,0.163352869,1.409659607,-104.5013596,-98.41446467,-0.061849597,
0.012941176,45.00025,0.012657357,0.158345425,1.41115339,-111.0668703,-104.6613312,-0.061202538,
0.012941176,46.36386364,0.011909371,0.153638022,1.412519948,-117.8345323,-111.1004047,-0.060612988,
0.012941176,47.72747727,0.011226168,0.149203894,1.413765655,-124.8043334,-117.7316852,-0.060074297,
0.012941176,49.09109091,0.010600484,0.145019932,1.414908443,-131.9762633,-124.5551725,-0.059580751,
0.012941176,50.45470455,0.010025905,0.14106534,1.415957069,-139.3503129,-131.5708669,-0.059127421,
0.012941176,51.81831818,0.009497106,0.137321748,1.416923607,-146.9264746,-138.7787681,-0.058710036,
0.012941176,53.18193182,0.009009216,0.133772598,1.417815401,-154.7047416,-146.1788763,-0.058324879,
0.012941176,54.54554545,0.008558176,0.130403033,1.418640879,-162.6851079,-153.7711915,-0.057968702,
0.012941176,55.90915909,0.008140328,0.12719973,1.419405297,-170.8675685,-161.5557136,-0.057638661,
0.012941176,57.27277273,0.007752493,0.124150572,1.420113091,-179.2521187,-169.5324426,-0.057332249,
0.012941176,58.63638636,0.0073918,0.121244706,1.420778078,-187.8387547,-177.7013786,-0.057047256,
0.012941176,60,0.00705582,0.118472264,1.421392379,-196.6274727,-186.0625215,-0.056781727,
0.014558824,0.001,1,148.4131591,1,-0.000854368,-0.000849234,-0.00604621,
0.014558824,1.364613636,1,148.4131591,1.000022138,-1.344518257,-1.344599602,6.04977E-05,
0.014558824,2.728227273,1,148.4131591,1.000042367,-2.688182146,-2.68834997,6.24265E-05,
0.014558824,4.091840909,1,148.4131591,1.00006253,-4.031846036,-4.032100338,6.30694E-05,
0.014558824,5.455454545,1,148.4131591,1.000082782,-5.375509927,-5.375850706,6.33908E-05,
0.014558824,6.819068182,1,148.4131591,1.000102856,-6.719173818,-6.719601075,6.35836E-05,
0.014558824,8.182681818,1,148.4131591,1.000123109,-8.062837711,-8.063351443,6.3712E-05,
0.014558824,9.546295455,1,148.4131591,1.000143362,-9.406501604,-9.407101811,6.38036E-05,
0.014558824,10.90990909,1,148.4131591,2.718281828,-10.7505352,-10.75085218,2.94845E-05,
0.014558824,12.27352273,1,148.4131591,2.718281828,-12.09424593,-12.09460255,2.94855E-05,
0.014558824,13.63713636,1,148.4131591,2.718281828,-13.43795667,-13.43835292,2.94863E-05,
0.014558824,15.00075,1,148.4131591,2.718281828,-14.7816674,-14.78210328,2.9487E-05,
0.014558824,16.36436364,1,148.4131591,2.718281828,-16.12537814,-16.12585365,2.94875E-05,
0.014558824,17.72797727,0.09432436,0.421322768,1.27352503,-18.1342267,-17.46960402,-0.038044519,
0.014558824,19.09159091,0.079160641,0.387551449,1.298784499,-20.82443782,-18.81335439,-0.10689659,
0.014558824,20.45520455,0.067571011,0.359250703,1.318459529,-23.72034653,-21.55439185,-0.100487858,
0.014558824,21.81881818,0.058460436,0.335070447,1.334147564,-26.82051458,-24.5239582,-0.093645421,
0.014558824,23.18243182,0.051140118,0.314106762,1.346887684,-30.12401484,-27.6851004,-0.088094838,
0.014558824,24.54604545,0.045155013,0.2957213,1.357394175,-33.63022208,-31.03781847,-0.083524027,
0.014558824,25.90965909,0.040189412,0.279443154,1.366170868,-37.33869946,-34.5821124,-0.079711356,
0.014558824,27.27327273,0.036018652,0.264915266,1.373584126,-41.24913296,-38.3179822,-0.076495436,
0.014558824,28.63688636,0.032477878,0.251860723,1.379909781,-45.36129136,-42.24542785,-0.07375623,
0.014558824,30.0005,0.029444269,0.24005934,1.385352146,-49.67500093,-46.36444937,-0.071402801,
0.014558824,31.36411364,0.026823119,0.229334741,1.390063825,-54.19012884,-50.67504674,-0.069365148,
0.014558824,32.72772727,0.02454213,0.219543003,1.394176328,-58.90657198,-55.17721998,-0.067588617,
0.014558824,34.09134091,0.022543942,0.210565197,1.397793662,-63.82424921,-59.87096908,-0.066030001,
0.014558824,35.45495455,0.020783041,0.202302333,1.400982287,-68.94309591,-64.75629405,-0.064654748,
0.014558824,36.81856818,0.01922268,0.194669684,1.403805341,-74.26306007,-69.83319487,-0.06343495,
0.014558824,38.18218182,0.017834158,0.187600202,1.406344361,-79.78409942,-75.10167155,-0.062347851,
0.014558824,39.54579545,0.016591918,0.181029772,1.408610149,-85.50617928,-80.5617241,-0.061374744,
0.014558824,40.90940909,0.015476134,0.174908468,1.410643541,-91.42927099,-86.21335251,-0.060500124,
0.014558824,42.27302273,0.014470294,0.169190578,1.412479312,-97.55335068,-92.05655678,-0.059711053,
0.014558824,43.63663636,0.013560028,0.163837494,1.414142672,-103.8783983,-98.09133691,-0.058996662,
0.014558824,45.00025,0.012733428,0.158815053,1.415653426,-110.4043971,-104.3176929,-0.058347765,
0.014558824,46.36386364,0.011980889,0.15409333,1.417039141,-117.1313326,-110.7356248,-0.057756551,
0.014558824,47.72747727,0.011293494,0.149645833,1.418298765,-124.0591925,-117.3451325,-0.057216349,
0.014558824,49.09109091,0.010663928,0.145449343,1.419453434,-131.1879665,-124.1462161,-0.056721427,
0.014558824,50.45470455,0.010085919,0.141482841,1.420515841,-138.5176455,-131.1388755,-0.056266839,
0.014558824,51.81831818,0.009553913,0.137728025,1.421493769,-146.0482216,-138.3231108,-0.055848301,
0.014558824,53.18193182,0.009063059,0.134168257,1.422394917,-153.779688,-145.698922,-0.055462085,
0.014558824,54.54554545,0.00860929,0.130788627,1.423229137,-161.7120388,-153.266309,-0.055104934,
0.014558824,55.90915909,0.008188865,0.127575686,1.424006162,-169.8452687,-161.0252719,-0.054773991,
0.014558824,57.27277273,0.007798715,0.124517452,1.424717907,-178.1793733,-168.9758106,-0.054466747,
0.014558824,58.63638636,0.007435865,0.121602974,1.425389382,-186.7143484,-177.1179252,-0.054180983,
0.014558824,60,0.007097869,0.118822241,1.426011558,-195.4501906,-185.4516157,-0.053914736,
0.016176471,0.001,1,148.4131591,1,-0.000852743,-0.000847616,-0.006048422,
0.016176471,1.364613636,1,148.4131591,1.000024381,-1.342299992,-1.342392126,6.86338E-05,
0.016176471,2.728227273,1,148.4131591,1.000046808,-2.683747243,-2.683936636,7.05652E-05,
0.016176471,4.091840909,1,148.4131591,1.000069191,-4.025194495,-4.025481146,7.12091E-05,
0.016176471,5.455454545,1,148.4131591,1.000091753,-5.366641748,-5.367025656,7.15308E-05,
0.016176471,6.819068182,1,148.4131591,1.000114137,-6.708089002,-6.708570166,7.17238E-05,
0.016176471,8.182681818,1,148.4131591,2.718281828,-8.049843501,-8.050114676,3.36858E-05,
0.016176471,9.546295455,1,148.4131591,2.718281828,-9.391342804,-9.391659186,3.36875E-05,
0.016176471,10.90990909,1,148.4131591,2.718281828,-10.73284211,-10.7332037,3.36888E-05,
0.016176471,12.27352273,1,148.4131591,2.718281828,-12.07434141,-12.07474821,3.36898E-05,
0.016176471,13.63713636,1,148.4131591,2.718281828,-13.41584071,-13.41629272,3.36906E-05,
0.016176471,15.00075,1,148.4131591,2.718281828,-14.75734002,-14.75783723,3.36912E-05,
0.016176471,16.36436364,1,148.4131591,2.718281828,-16.09883932,-16.09938174,3.36918E-05,
0.016176471,17.72797727,0.095001813,0.422737457,1.276404924,-18.0323192,-17.44092625,-0.033908345,
0.016176471,19.09159091,0.079708335,0.38881019,1.30198588,-20.70595614,-18.78247076,-0.102408539,
0.016176471,20.45520455,0.068024979,0.360391826,1.321898557,-23.58414004,-21.48350517,-0.097778964,
0.016176471,21.81881818,0.058845448,0.336119333,1.337766808,-26.66541197,-24.4433054,-0.090908596,
0.016176471,23.18243182,0.051470325,0.315077448,1.350649394,-29.94883258,-27.59405144,-0.085336549,
0.016176471,24.54604545,0.045443841,0.296629538,1.361284782,-33.43376893,-30.93574331,-0.080748848,
0.016176471,25.90965909,0.040444158,0.280296057,1.370162481,-37.11977912,-34.468381,-0.076922618,
0.016176471,27.27327273,0.036245069,0.265719923,1.377662448,-41.00654559,-38.19196451,-0.073695635,
0.016176471,28.63688636,0.032680697,0.252622652,1.38405934,-45.09383465,-42.10649383,-0.070947271,
0.016176471,30.0005,0.029626995,0.240783309,1.389564459,-49.38147076,-46.21196898,-0.068586166,
0.016176471,31.36411364,0.026988818,0.230024643,1.394333081,-53.86931974,-50.50838994,-0.06654201,
0.016176471,32.72772727,0.024693084,0.220202161,1.398497539,-58.55727745,-54.99575672,-0.064759919,
0.016176471,34.09134091,0.022682189,0.211196342,1.402150824,-63.44526197,-59.67406933,-0.063196505,
0.016176471,35.45495455,0.020910203,0.20290768,1.405378031,-68.53320805,-64.54332775,-0.061817084,
0.016176471,36.81856818,0.019341741,0.195249405,1.408262593,-73.82106317,-69.60353199,-0.060593637,
0.016176471,38.18218182,0.017942525,0.188160837,1.410792039,-79.30878475,-74.85468205,-0.059503328,
0.016176471,39.54579545,0.016692463,0.181569748,1.413096886,-84.99633772,-80.29677793,-0.058527377,
0.016176471,40.90940909,0.015569849,0.175429524,1.41515172,-90.88369317,-85.92981963,-0.057650226,
0.016176471,42.27302273,0.014557683,0.169694302,1.4170101,-96.97082703,-91.75380715,-0.056858893,
0.016176471,43.63663636,0.013641808,0.164324929,1.418694269,-103.2577191,-97.76874049,-0.05614247,
0.016176471,45.00025,0.012810396,0.159287404,1.420223992,-109.7443523,-103.9746197,-0.055491741,
0.016176471,46.36386364,0.012052533,0.154551093,1.421609837,-116.4307123,-110.3714446,-0.05489887,
0.016176471,47.72747727,0.011361424,0.15009022,1.422889481,-123.3167866,-116.9592154,-0.054357163,
0.016176471,49.09109091,0.010728038,0.145880988,1.424061517,-130.4025646,-123.737932,-0.053860869,
0.016176471,50.45470455,0.010146465,0.141902742,1.425138285,-137.6880374,-130.7075945,-0.053405029,
0.016176471,51.81831818,0.0096112,0.138136605,1.42612678,-145.1731969,-137.8682027,-0.052985344,
0.016176471,53.18193182,0.009117471,0.134566181,1.427039407,-152.8580363,-145.2197568,-0.052598074,
0.016176471,54.54554545,0.008660943,0.131176436,1.427882341,-160.7425495,-152.7622567,-0.052239951,
0.016176471,55.90915909,0.008237918,0.127953882,1.428664615,-168.8267315,-160.4957024,-0.051908113,
0.016176471,57.27277273,0.007845343,0.124886487,1.429391095,-177.1105774,-168.4200939,-0.051600039,
0.016176471,58.63638636,0.00748032,0.121963265,1.430067484,-185.5940834,-176.5354313,-0.051313507,
0.016176471,60,0.007140278,0.119174211,1.43069742,-194.2772457,-184.8417145,-0.051046547,
0.017794118,0.001,1,148.4131591,1,-0.000851117,-0.000845998,-0.006050643,
0.017794118,1.364613636,1,148.4131591,1.000026624,-1.340081728,-1.34018465,7.67966E-05,
0.017794118,2.728227273,1,148.4131591,1.000051338,-2.679312341,-2.679523302,7.87308E-05,
0.017794118,4.091840909,1,148.4131591,1.000076031,-4.018542954,-4.018861953,7.93755E-05,
0.017794118,5.455454545,1,148.4131591,1.000100725,-5.357773569,-5.358200605,7.96976E-05,
0.017794118,6.819068182,1,148.4131591,2.718281828,-6.69728541,-6.697539257,3.79015E-05,
0.017794118,8.182681818,1,148.4131591,2.718281828,-8.036573279,-8.036877909,3.79039E-05,
0.017794118,9.546295455,1,148.4131591,2.718281828,-9.375861149,-9.37621656,3.79056E-05,
0.017794118,10.90990909,1,148.4131591,2.718281828,-10.71514902,-10.71555521,3.79069E-05,
0.017794118,12.27352273,1,148.4131591,2.718281828,-12.05443689,-12.05489386,3.79079E-05,
0.017794118,13.63713636,1,148.4131591,2.718281828,-13.39372476,-13.39423252,3.79087E-05,
0.017794118,15.00075,1,148.4131591,2.718281828,-14.73301263,-14.73357117,3.79093E-05,
0.017794118,16.36436364,1,148.4131591,2.718281828,-16.0723005,-16.07290982,3.79099E-05,
0.017794118,17.72797727,0.095689667,0.424158748,1.279323201,-17.93078206,-17.41224847,-0.029779818,
0.017794118,19.09159091,0.080261912,0.390077197,1.30521882,-20.587902,-18.75158712,-0.097928504,
0.017794118,20.45520455,0.068485243,0.361541792,1.325360599,-23.44842398,-21.41273524,-0.095069066,
0.017794118,21.81881818,0.059234286,0.337174569,1.341427887,-26.51086792,-24.36278544,-0.088170644,
0.017794118,23.18243182,0.051806219,0.316057687,1.354468003,-29.774282,-27.50315245,-0.082577063,
0.017794118,24.54604545,0.045735665,0.297543097,1.365222467,-33.23802543,-30.83383628,-0.077972431,
0.017794118,25.90965909,0.040701213,0.281153876,1.374205159,-36.90165113,-34.35483692,-0.074132624,
0.017794118,27.27327273,0.036473567,0.266529174,1.381793286,-40.76483798,-38.06615438,-0.070894569,
0.017794118,28.63688636,0.032885374,0.253388933,1.388265374,-44.82734974,-41.96778865,-0.068137045,
0.017794118,30.0005,0.029811397,0.241511396,1.393833669,-49.08900905,-46.05973973,-0.065768268,
0.017794118,31.36411364,0.027156054,0.230718431,1.398662538,-53.54968035,-50.34200763,-0.063717616,
0.017794118,32.72772727,0.024845451,0.220864927,1.402873472,-58.20925847,-54.81459235,-0.061929971,
0.017794118,34.09134091,0.02282143,0.211830716,1.406562751,-63.06766067,-59.47749388,-0.06036177,
0.017794118,35.45495455,0.021038606,0.203516529,1.409834918,-68.1248211,-64.33071223,-0.058978189,
0.017794118,36.81856818,0.019458527,0.195837458,1.412736168,-73.38068676,-69.37424739,-0.057751104,
0.017794118,38.18218182,0.018052024,0.188723143,1.415322759,-78.83521458,-74.60809936,-0.056657592,
0.017794118,39.54579545,0.016794909,0.182113238,1.417638874,-84.48836925,-80.03226815,-0.055678806,
0.017794118,40.90940909,0.015664436,0.175953529,1.419721845,-90.34012158,-85.64675376,-0.054799133,
0.017794118,42.27302273,0.014645785,0.170200947,1.421600041,-96.39044728,-91.45155618,-0.054005545,
0.017794118,43.63663636,0.013724337,0.164815163,1.423295717,-102.639326,-97.44667541,-0.053287098,
0.017794118,45.00025,0.012887177,0.159761835,1.424849,-109.0867404,-103.6321115,-0.052634544,
0.017794118,46.36386364,0.012125775,0.155011672,1.426265521,-115.7326761,-110.0078643,-0.052040023,
0.017794118,47.72747727,0.01142995,0.150537349,1.427555723,-122.5771205,-116.573934,-0.051496817,
0.017794118,49.09109091,0.010792657,0.146315416,1.428736511,-129.620063,-123.3303205,-0.050999158,
0.017794118,50.45470455,0.010207586,0.14232503,1.429823822,-136.8614944,-130.2770238,-0.050542071,
0.017794118,51.81831818,0.009669053,0.13854796,1.430941501,-144.3014065,-137.4140439,-0.050121242,
0.017794118,53.18193182,0.009172194,0.134966354,1.431755499,-151.939793,-144.7413809,-0.049732924,
0.017794118,54.54554545,0.008712952,0.131566413,1.432602863,-159.7766472,-152.2590346,-0.049373836,
0.017794118,55.90915909,0.008287354,0.128334214,1.433394261,-167.811964,-159.9670052,-0.049041106,
0.017794118,57.27277273,0.007892371,0.12525754,1.434133438,-176.0457389,-167.8652926,-0.048732208,
0.017794118,58.63638636,0.007525163,0.122325586,1.434813811,-184.4779676,-175.9538968,-0.048444911,
0.017794118,60,0.007183053,0.11952817,1.435451753,-193.1086466,-184.2328178,-0.04817724,
0.019411765,0.001,1,148.4131591,1,-0.000849492,-0.000844381,-0.006052872,
0.019411765,1.364613636,1,148.4131591,1.000028866,-1.337863464,-1.337977174,8.49864E-05,
0.019411765,2.728227273,1,148.4131591,1.000055779,-2.674877438,-2.675109968,8.69233E-05,
0.019411765,4.091840909,1,148.4131591,1.000082693,-4.011891414,-4.012242761,8.75688E-05,
0.019411765,5.455454545,1,148.4131591,2.718281828,-5.349150185,-5.349375554,4.213E-05,
0.019411765,6.819068182,1,148.4131591,2.718281828,-6.686226621,-6.686508348,4.21336E-05,
0.019411765,8.182681818,1,148.4131591,2.718281828,-8.023303058,-8.023641141,4.21359E-05,
0.019411765,9.546295455,1,148.4131591,2.718281828,-9.360379494,-9.360773935,4.21376E-05,
0.019411765,10.90990909,1,148.4131591,2.718281828,-10.69745593,-10.69790673,4.21389E-05,
0.019411765,12.27352273,1,148.4131591,2.718281828,-12.03453237,-12.03503952,4.21399E-05,
0.019411765,13.63713636,1,148.4131591,2.718281828,-13.3716088,-13.37217232,4.21407E-05,
0.019411765,15.00075,1,148.4131591,2.718281828,-14.70868524,-14.70930511,4.21413E-05,
0.019411765,16.36436364,1,148.4131591,2.718281828,-16.04576167,-16.0464379,4.21419E-05,
0.019411765,17.72797727,0.09638493,0.425593866,1.282297549,-17.8296156,-17.3835707,-0.025658992,
