eta,U,a,s,y,ke,eph,coul,E,Einf,dE
0.0002,1e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-9.997999999985065e-06,-9.998000000000002e-06,1.4939566905263384e-12
0.0002,1.2288774330579116e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-1.2286316575697378e-05,-1.2286316575713e-05,1.2715508006720639e-12
0.0002,1.510139745479005e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-1.5098377175282628e-05,-1.5098377175299092e-05,1.0904898081142904e-12
0.0002,1.8557766539829677e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-1.855405498650421e-05,-1.855405498652171e-05,9.431739155126045e-13
0.0002,2.2805220508753942e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-2.2800659464633423e-05,-2.2800659464652193e-05,8.232327727298751e-13
0.0002,2.802482083911719e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-2.8019215874929034e-05,-2.8019215874949366e-05,7.256512443686994e-13
0.0002,3.44390698946822e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-3.443218208068101e-05,-3.443218208070326e-05,6.462921675456726e-13
0.0002,4.2321395809079146e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-4.231293152989272e-05,-4.2312931529917335e-05,5.816517179392186e-13
0.0002,5.200780824528904e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-5.1997406683612476e-05,-5.199740668363999e-05,5.290961969354463e-13
0.0002,6.391122189543889e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-6.389843965102874e-05,-6.389843965105981e-05,4.86333389963308e-13
0.0002,7.85390583064617e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-7.852335049476496e-05,-7.852335049480041e-05,4.515015064547407e-13
0.0002,9.65148763664303e-05,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-9.649557339111618e-05,-9.649557339115701e-05,4.231672281557464e-13
0.0002,0.00011860495352108069,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00011858123253032903,-0.00011858123253037647,4.001256907263338e-13
0.0002,0.00014575095083093872,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00014572180064071694,-0.00014572180064077253,3.8149725126742383e-13
0.0002,0.00017911005432287385,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00017907423231194368,-0.00017907423231200927,3.662963151565278e-13
0.0002,0.00022010430379115656,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00022006028293032048,-0.00022006028293039832,3.537472321122145e-13
0.0002,0.0002704812118478755,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00027042711560541305,-0.0002704271156055059,3.4338981083852813e-13
0.0002,0.0003323882573060108,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.00033232177965443813,-0.0003323217796545496,3.3538573200760117e-13
0.0002,0.0004084644284168036,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.000408382735530986,-0.0004083827355311202,3.2867263298763293e-13
0.0002,0.0005019527182883087,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.0005018523277444888,-0.000501852327744651,3.2319596031914636e-13
0.0002,0.0006168383679665784,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.0006167150002927886,-0.0006167150002929851,3.187304569829478e-13
0.0002,0.0007580187502384012,1.0,20,1.0,1.194309951245765e-17,1.0000000014967692,1.4967691876373181e-09,-0.0007578671464881147,-0.0007578671464883535,3.151604337320712e-13
