eta,U,a,s,y,E,ainf,sinf,yinf,Einf,dE
0.0,0.1,1.0,1.0,1.6128315150000079,2.627492725155434,1.0,1.0,10.0,2.8982746526480865,-0.09342866358274403
0.0,0.1,1.0,1.0620496454936785,1.6125589619977396,2.3178118283498055,1.0,1.0620496454936785,10.0,2.55818499065914,-0.09396238473254431
0.0,0.1,1.0,1.1279494494932483,1.612230070913075,2.0432867268408246,1.0,1.1279494494932483,10.0,2.256678713168938,-0.09456019817214392
0.0,0.1,1.0,1.1979383129690941,1.6118473778993678,1.7999291897188952,1.0,1.1979383129690941,10.0,1.9893773965833585,-0.0952298981529748
0.0,0.1,1.0,1.272269960612122,1.6114134549568646,1.584202870019194,1.0,1.272269960612122,10.0,1.752399510476418,-0.0959807620646374
0.0,0.1,1.0,1.3512138606403605,1.6109325739707223,1.3929721612134882,1.0,1.3512138606403605,10.0,1.542304055315014,-0.09682390031129427
0.0,0.1,1.0,1.4350562016792394,1.6104091820400666,1.2234568452505723,1.0,1.4350562016792394,10.0,1.3560405873643118,-0.09777269452637682
0.0,0.1,1.0,1.5241009302569413,1.6098493453940474,1.0731918742167363,1.0,1.5241009302569413,10.0,1.1909049065101611,-0.09884335151357479
0.0,0.1,1.0,1.61867085267597,1.6092716789071349,0.9399917025821701,1.0,1.61867085267597,10.0,1.0444997653109147,-0.10005561149899907
0.0,0.1,1.0,1.7191088052554644,1.608661697742606,0.8219186535390556,1.0,1.7191088052554644,10.0,0.9147000306990676,-0.10143366573312894
0.0,0.1,1.0,1.8257788971866273,1.608043587454573,0.7172548616009402,1.0,1.8257788971866273,10.0,0.7996217944494503,-0.10300736350641958
0.0,0.1,1.0,1.939067830506897,1.6074148747764865,0.6244773862706613,1.0,1.939067830506897,10.0,0.6975949857808815,-0.10481382607470013
0.0,0.1,1.0,2.059386301978046,1.6067766892898279,0.5422361375001871,1.0,2.059386301978046,10.0,0.6071390900834723,-0.10689964399156394
0.0,0.1,1.0,2.187170491950322,1.606164234139692,0.46933429486650896,1.0,2.187170491950322,10.0,0.5269416225793749,-0.10932392744167481
0.0,0.1,1.0,2.3228836456100734,1.6055130428204032,0.40471093885528625,1.0,2.3228836456100734,10.0,0.4558390453667615,-0.11216263071615185
0.0,0.1,1.0,2.4670177523432426,1.604959776620952,0.34742564365933687,1.0,2.4670177523432426,10.0,0.3927998514084618,-0.11551482920990602
0.0,0.1,1.0,2.6200953293027522,1.6043866849801405,0.29664481249357383,1.0,2.6200953293027522,10.0,0.3369095701358286,-0.11951206261674796
0.0,0.1,1.0,2.7826713156456306,1.603875282259454,0.2516295556686782,1.0,2.7826713156456306,10.0,0.28735747692622515,-0.12433266619583942
0.0,0.1,1.0,2.95533508430687,1.6033565291047172,0.21172494106379708,1.0,2.95533508430687,10.0,0.24342481319761017,-0.13022448992527072
0.0,0.1,1.0,3.1387125786031427,1.6028876629625088,0.17635046041014216,1.0,3.1387125786031427,10.0,0.20447434561123143,-0.13754236560591038
0.0,0.1,1.0,3.333468581412017,1.6024793465299758,0.1449915753476647,1.0,3.333468581412017,10.0,0.16994111220077782,-0.14681283728234265
0.0,0.1,1.0,3.540309125152948,1.6019843011610813,0.11719222145093992,1.0,3.540309125152948,10.0,0.13932422042878098,-0.15885248745500338
0.0,0.1,1.0,3.759984051306724,1.6016829501089935,0.0925481620420217,1.0,3.759984051306724,10.0,0.11217957744783688,-0.17499990508471763
0.0,0.1,1.0,3.993289728752191,1.6013147006512687,0.07070109726204543,1.0,3.993289728752191,10.0,0.0881134464241657,-0.1976128487620343
0.0,0.1,1.0,4.2410719407748125,1.6010478455106039,0.051333440426525594,1.0,4.2410719407748125,10.0,0.06677673484772775,-0.23126758827633298
0.0,0.1,1.0,4.5042289512130775,1.6007863173963621,0.03416368948881642,1.0,4.5042289512130775,10.0,0.04785993146774756,-0.2861734557259224
0.0,0.1,1.0,4.783714760858212,1.6005457369320248,0.018942323704521168,1.0,4.783714760858212,10.0,0.031088618005785443,-0.3906990751085786
0.0,0.1,1.0,5.080542565912341,1.6003296601672117,0.005448167367445087,1.0,5.080542565912341,10.0,0.016219490224477082,-0.6640974967743947
0.0,0.1,1.0,5.395788431042746,1.6001811623724504,-0.00651483293198925,1.0,5.395788431042746,10.0,0.0030368304136188457,-3.1452738693517746
0.0,0.1,1.0,5.73059519034784,1.5999939565766643,-0.017120464346331618,1.0,5.73059519034784,10.0,-0.008650620031619687,-0.9791025711166383
0.0,0.1,1.0,6.086176590376704,1.5995806451769878,-0.026522778211122033,1.0,6.086176590376704,10.0,-0.01901243339994285,-0.3950228070859021
0.0,0.1,1.0,6.463821690221503,1.5998004098256908,-0.03485833605189407,1.0,6.463821690221503,10.0,-0.028198954092465593,-0.23615705524368297
0.0,0.1,1.0,6.864899534634097,1.599636934069942,-0.04224819154599766,1.0,6.864899534634097,10.0,-0.0363434783698306,-0.16246967656977687
0.0,0.1,1.0,7.290864117107862,1.5996970332338663,-0.04879965776705593,1.0,7.290864117107862,10.0,-0.04356418703266014,-0.12017831827025133
0.0,0.1,1.0,7.743259650916986,1.5994510899687597,-0.05460786627749774,1.0,7.743259650916986,10.0,-0.04996585905240661,-0.092903580827508
0.0,0.1,1.0,8.223726167221889,1.5990815552840179,-0.05975714967828987,1.0,8.223726167221889,10.0,-0.055641390984636975,-0.07396937101714962
0.0,0.1,1.0,8.734005460535096,1.5989865869657085,-0.06432227078844474,1.0,8.734005460535096,10.0,-0.06067314417647823,-0.060144016953405245
0.0,0.1,1.0,9.275947403101151,1.5986100262797278,-0.06836950553701593,1.0,9.275947403101151,10.0,-0.06513413928197911,-0.04967235754863125
0.0,0.1,1.0,9.851516651081589,1.5992471773079762,-0.07195761364960641,1.0,9.851516651081589,10.0,-0.0690891153861488,-0.041518815915143406
0.0,0.1,1.0,10.462799766856273,1.5982729084334155,-0.07513867745080509,1.0,10.462799766856273,10.0,-0.07259546907655019,-0.0350326047424963
0.0,0.1,1.0,11.112012783261047,1.5989313576120276,-0.0779588835240719,1.0,11.112012783261047,10.0,-0.07570408707065361,-0.02978434243997845
0.0,0.1,1.0,11.801509237183618,1.6001970763255455,-0.08045916201612845,1.0,11.801509237183618,10.0,-0.07846008443922493,-0.02547891187208695
0.0,0.1,1.0,12.533788701641233,1.5991554350316601,-0.08267581485444901,1.0,12.533788701641233,10.0,-0.08090345915761582,-0.021907044708438173
0.0,0.1,1.0,13.311505847270745,1.5991528123944176,-0.08464101187588059,1.0,13.311505847270745,10.0,-0.08306967242972403,-0.01891592202299697
0.0,0.1,1.0,14.137480066080924,1.5986269223091012,-0.08638328037327792,1.0,14.137480066080924,10.0,-0.0849901632194386,-0.016391510512132862
0.0,0.1,1.0,15.014705692355191,1.599845877956676,-0.08792790994540033,1.0,15.014705692355191,10.0,-0.08669280443823701,-0.014246920666215659
0.0,0.1,1.0,15.946362857757748,1.598998613622129,-0.08929732185649274,1.0,15.946362857757748,10.0,-0.08820230740314945,-0.012414805072369172
0.0,0.1,1.0,16.93582901999518,1.5973655287508057,-0.09051138830827676,1.0,16.93582901999518,10.0,-0.08954058042890485,-0.010842099467321785
0.0,0.1,1.0,17.98669120682743,1.5985624185665686,-0.09158774016856701,1.0,17.98669120682743,10.0,-0.0907270467538321,-0.009486624391844377
0.0,0.1,1.0,19.10275901981535,1.5981768017322469,-0.09254199165584652,1.0,19.10275901981535,10.0,-0.09177892640991739,-0.00831416617929273
0.0,0.1,1.0,20.28807844494606,1.5977141001012862,-0.09338799602517082,1.0,20.28807844494606,10.0,-0.09271148612516483,-0.007296937286634281
0.0,0.1,1.0,21.5469465202029,1.5985189811933829,-0.09413803446791838,1.0,21.5469465202029,10.0,-0.093538260882901,-0.006412066884247787
0.0,0.1,1.0,22.883926913252743,1.6003086040152443,-0.09480298988108345,1.0,22.883926913252743,10.0,-0.09427125035205083,-0.005640526958609973
0.0,0.1,1.0,24.303866465723324,1.5987784627707429,-0.0953925167900539,1.0,24.303866465723324,10.0,-0.09492109303799376,-0.00496648044151198
0.0,0.1,1.0,25.811912764047158,1.5991215213119825,-0.09591516951074154,1.0,25.811912764047158,10.0,-0.0954972206805951,-0.004376554910894549
0.0,0.1,1.0,27.41353280057004,1.6043654681746033,-0.09637852419736544,1.0,27.41353280057004,10.0,-0.09600799513958712,-0.0038593562675650274
0.0,0.1,1.0,29.114532792574735,1.5965636887186385,-0.09678933559225028,1.0,29.114532792574735,10.0,-0.0964608297534552,-0.003405587943154872
0.0,0.1,1.0,30.921079231068077,1.601161381702342,-0.09715353955745515,1.0,30.921079231068077,10.0,-0.09686229693279988,-0.0030067697533264605
0.0,0.1,1.0,32.839721235637796,1.6104620257062974,-0.09747639684485465,1.0,32.839721235637796,10.0,-0.0972182235494527,-0.0026556059756700496
0.0,0.1,1.0,34.87741429642036,1.6055967959727342,-0.09776268304834147,1.0,34.87741429642036,10.0,-0.0975337755055711,-0.0023469566474159055
0.0,0.1,1.0,37.0415454892494,1.6089157306180246,-0.09801646317279776,1.0,37.0415454892494,10.0,-0.09781353270996629,-0.002074666533445784
0.0,0.1,1.0,39.33996025539529,1.6123632543388349,-0.09824145229026988,1.0,39.33996025539529,10.0,-0.09806155554972963,-0.0018345287256739723
0.0,0.1,1.0,41.78099084297797,1.598067910212299,-0.0984409621167419,1.0,41.78099084297797,10.0,-0.09828144382182313,-0.001623076429442388
0.0,0.1,1.0,44.373486513159385,1.5987725437617692,-0.09861781245161019,1.0,44.373486513159385,10.0,-0.09847638897988986,-0.0014361155317058952
0.0,0.1,1.0,47.12684562061945,1.5908747331430229,-0.09877459319120985,1.0,47.12684562061945,10.0,-0.09864922045453622,-0.0012708943476284552
0.0,0.1,1.0,50.0510496846142,1.599053507048679,-0.09891360520889053,1.0,50.0510496846142,10.0,-0.09880244671933569,-0.0011250580653190184
0.0,0.1,1.0,53.156699574131004,1.5990646321320037,-0.09903684090830338,1.0,53.156699574131004,10.0,-0.09893829169855482,-0.000996067428057227
0.0,0.1,1.0,56.45505393831983,1.5985692309899142,-0.09914609728623494,1.0,56.45505393831983,10.0,-0.09905872704499788,-0.0008820044820217915
0.0,0.1,1.0,59.95807002151904,1.6171524482222324,-0.09924293478879176,1.0,59.95807002151904,10.0,-0.0991655007564347,-0.0007808565657047632
0.0,0.1,1.0,63.678447010839484,1.6191860840187544,-0.09932880750049748,1.0,63.678447010839484,10.0,-0.09926016254593623,-0.0006915660099739223
0.0,0.1,1.0,67.62967207345004,1.6247211351002302,-0.09940492914150874,1.0,67.62967207345004,10.0,-0.09934408633433406,-0.0006124451833994268
0.0,0.1,1.0,71.82606925046137,1.6071883961346414,-0.09947246319554925,1.0,71.82606925046137,10.0,-0.09941849019125124,-0.0005428869840428203
0.0,0.1,1.0,76.28285138465687,1.0000446888630374,-0.09951689588089899,1.0,76.28285138465687,10.0,-0.0994844540141241,-0.00032609986249988645
0.0,0.1,1.0,81.01617527032182,1.0000396190934493,-0.09957169681886052,1.0,81.01617527032182,10.0,-0.09954293520180398,-0.00028893679896256126
0.0,0.1,1.0,86.04320022509897,1.000035126685648,-0.09962028142911104,1.0,86.04320022509897,10.0,-0.09959478255022258,-0.0002560262519334535
0.0,0.1,1.0,91.38215029620801,1.0000311394651062,-0.09966335485462234,1.0,91.38215029620801,10.0,-0.0996407485718005,-0.0002268778902795355
0.0,0.1,1.0,97.0523803265378,1.0000276088521822,-0.09970154225252208,1.0,97.0523803265378,10.0,-0.09968150041740145,-0.00020105872239785367
0.0,0.1,1.0,103.07444612011709,1.0000244751660898,-0.09973539786588724,1.0,103.07444612011709,10.0,-0.09971762955935187,-0.00017818621054155914
0.0,0.1,1.0,109.47017896132768,1.000021700932257,-0.09976541306856013,1.0,109.47017896132768,10.0,-0.09974966037606478,-0.00015792226696269046
0.0,0.1,1.0,116.26276475800755,1.000019237574499,-0.09979202349570025,1.0,116.26276475800755,10.0,-0.0997780577628641,-0.00013996797641971517
0.0,0.1,1.0,123.47682809535691,1.0000170559466668,-0.09981561536702202,1.0,123.47682809535691,10.0,-0.09980323387947271,-0.00012405898153826082
0.0,0.1,1.0,131.13852150535763,1.000015121351922,-0.09983653109160955,1.0,131.13852150535763,10.0,-0.09982555413209705,-0.00010996141827540003
0.0,0.1,1.0,139.27562027533025,1.000013404645085,-0.09985507423770598,1.0,139.27562027533025,10.0,-0.0998453424769315,-9.74683498805411e-05
0.0,0.1,1.0,147.91762313932662,1.0000118863959,-0.09987151393858656,1.0,147.91762313932662,10.0,-0.09986288612205795,-8.639662705195866e-05
0.0,0.1,1.0,157.09585921738946,1.0000105346842143,-0.09988608879836414,1.0,157.09585921738946,10.0,-0.09987843969598367,-7.658411969336428e-05
0.0,0.1,1.0,166.84360159035322,1.0,-0.09989901026817744,1.0,166.84360159035322,10.0,-0.09989222894331909,-6.788641048538212e-05
