eta,U,a,s,y,E,Einf,Ebind
0.033898305,6.031030151,1,148.4131591,2.718281828,-5.825934469,-5.826404443,8.06629E-05
0.035254237,6.031030151,1,148.4131591,2.718281828,-5.817736085,-5.818226728,8.43286E-05
0.036610169,6.031030151,1,148.4131591,2.718281828,-5.809537702,-5.810049013,8.80046E-05
0.037966102,6.031030151,1,148.4131591,2.718281828,-5.801339319,-5.801871298,9.1691E-05
0.039322034,6.031030151,1,148.4131591,2.718281828,-5.793140935,-5.793693583,9.53878E-05
0.040677966,6.031030151,1,148.4131591,2.718281828,-5.784942552,-5.785515868,9.90951E-05
0.042033898,6.031030151,1,148.4131591,2.718281828,-5.776744169,-5.777338153,0.000102813
0.043389831,6.031030151,1,148.4131591,2.718281828,-5.768545785,-5.769160438,0.000106541
0.044745763,6.031030151,1,148.4131591,2.718281828,-5.760347402,-5.760982723,0.00011028
0.046101695,6.031030151,1,148.4131591,2.718281828,-5.752149019,-5.752805008,0.00011403
0.047457627,6.031030151,1,148.4131591,2.718281828,-5.743950635,-5.744627293,0.00011779
0.048813559,6.031030151,1,148.4131591,2.718281828,-5.735752252,-5.736449579,0.000121561
0.050169492,6.031030151,1,148.4131591,2.718281828,-5.727553869,-5.728271864,0.000125342
0.051525424,6.031030151,1,148.4131591,2.718281828,-5.719355485,-5.720094149,0.000129135
0.052881356,6.031030151,1,148.4131591,2.718281828,-5.711157102,-5.711916434,0.000132938
0.054237288,6.031030151,1,148.4131591,2.718281828,-5.702958719,-5.703738719,0.000136752
0.05559322,6.031030151,1,148.4131591,2.718281828,-5.694760335,-5.695561004,0.000140578
0.056949153,6.031030151,1,148.4131591,2.718281828,-5.686561952,-5.687383289,0.000144414
0.058305085,6.031030151,1,148.4131591,2.718281828,-5.678363569,-5.679205574,0.000148261
0.059661017,6.031030151,1,148.4131591,2.718281828,-5.670165185,-5.671027859,0.000152119
0.061016949,6.031030151,1,148.4131591,2.718281828,-5.661966802,-5.662850144,0.000155989
0.062372881,6.031030151,1,148.4131591,2.718281828,-5.653768419,-5.654672429,0.00015987
0.063728814,6.031030151,1,148.4131591,2.718281828,-5.645570035,-5.646494714,0.000163762
0.065084746,6.031030151,1,148.4131591,2.718281828,-5.637371652,-5.638316999,0.000167665
0.066440678,6.031030151,1,148.4131591,2.718281828,-5.629173269,-5.630139284,0.000171579
0.06779661,6.031030151,1,148.4131591,2.718281828,-5.620974885,-5.621961569,0.000175505
0.069152542,6.031030151,1,148.4131591,2.718281828,-5.612776502,-5.613783854,0.000179443
0.070508475,6.031030151,1,148.4131591,2.718281828,-5.604578119,-5.605606139,0.000183391
0.071864407,6.031030151,1,148.4131591,2.718281828,-5.596379735,-5.597428424,0.000187352
0.073220339,6.031030151,1,148.4131591,2.718281828,-5.588181352,-5.589250709,0.000191324
0.074576271,6.031030151,1,148.4131591,2.718281828,-5.579982969,-5.581072994,0.000195308
0.075932203,6.031030151,1,148.4131591,2.718281828,-5.571784585,-5.572895279,0.000199303
0.077288136,6.031030151,1,148.4131591,2.718281828,-5.563586202,-5.564717564,0.00020331
0.078644068,6.031030151,1,148.4131591,2.718281828,-5.555387819,-5.556539849,0.000207329
0.08,6.031030151,1,148.4131591,2.718281828,-5.547189435,-5.548362134,0.000211359
0,6.282281407,1,148.4131591,1,-6.282150405,-6.282096631,-8.55991E-06
0.001355932,6.282281407,1,148.4131591,1.000010658,-6.273590378,-6.273578234,-1.93562E-06
0.002711864,6.282281407,1,148.4131591,1.000019274,-6.26503035,-6.265059838,4.70666E-06
0.004067797,6.282281407,1,148.4131591,1.000027978,-6.256470323,-6.256541441,1.1367E-05
0.005423729,6.282281407,1,148.4131591,1.000036682,-6.247910296,-6.248023045,1.80455E-05
0.006779661,6.282281407,1,148.4131591,1.000045298,-6.239350269,-6.239504648,2.47422E-05
0.008135593,6.282281407,1,148.4131591,1.000053914,-6.230790242,-6.230986251,3.14572E-05
0.009491525,6.282281407,1,148.4131591,1.00006253,-6.222230216,-6.222467855,3.81905E-05
0.010847458,6.282281407,1,148.4131591,1.000071234,-6.213670189,-6.213949458,4.49423E-05
0.01220339,6.282281407,1,148.4131591,1.000079939,-6.205110163,-6.205431062,5.17126E-05
0.013559322,6.282281407,1,148.4131591,1.000088555,-6.196550137,-6.196912665,5.85015E-05
0.014915254,6.282281407,1,148.4131591,1.00009726,-6.187990111,-6.188394268,6.5309E-05
0.016271186,6.282281407,1,148.4131591,1.000105788,-6.179430085,-6.179875872,7.21353E-05
0.017627119,6.282281407,1,148.4131591,1.000114493,-6.170870059,-6.171357475,7.89804E-05
0.018983051,6.282281407,1,148.4131591,2.718281828,-6.162586344,-6.162839079,4.10094E-05
0.020338983,6.282281407,1,148.4131591,2.718281828,-6.154046418,-6.154320682,4.45644E-05
0.021694915,6.282281407,1,148.4131591,2.718281828,-6.145506492,-6.145802285,4.81293E-05
0.023050847,6.282281407,1,148.4131591,2.718281828,-6.136966566,-6.137283889,5.17041E-05
0.02440678,6.282281407,1,148.4131591,2.718281828,-6.12842664,-6.128765492,5.52888E-05
0.025762712,6.282281407,1,148.4131591,2.718281828,-6.119886714,-6.120247096,5.88835E-05
0.027118644,6.282281407,1,148.4131591,2.718281828,-6.111346788,-6.111728699,6.24882E-05
0.028474576,6.282281407,1,148.4131591,2.718281828,-6.102806862,-6.103210302,6.61029E-05
0.029830508,6.282281407,1,148.4131591,2.718281828,-6.094266936,-6.094691906,6.97278E-05
0.031186441,6.282281407,1,148.4131591,2.718281828,-6.08572701,-6.086173509,7.33628E-05
0.032542373,6.282281407,1,148.4131591,2.718281828,-6.077187084,-6.077655113,7.7008E-05
0.033898305,6.282281407,1,148.4131591,2.718281828,-6.068647158,-6.069136716,8.06635E-05
0.035254237,6.282281407,1,148.4131591,2.718281828,-6.060107232,-6.060618319,8.43292E-05
0.036610169,6.282281407,1,148.4131591,2.718281828,-6.051567306,-6.052099923,8.80052E-05
0.037966102,6.282281407,1,148.4131591,2.718281828,-6.04302738,-6.043581526,9.16916E-05
0.039322034,6.282281407,1,148.4131591,2.718281828,-6.034487454,-6.03506313,9.53885E-05
0.040677966,6.282281407,1,148.4131591,2.718281828,-6.025947528,-6.026544733,9.90957E-05
0.042033898,6.282281407,1,148.4131591,2.718281828,-6.017407602,-6.018026336,0.000102813
0.043389831,6.282281407,1,148.4131591,2.718281828,-6.008867676,-6.00950794,0.000106542
0.044745763,6.282281407,1,148.4131591,2.718281828,-6.00032775,-6.000989543,0.000110281
0.046101695,6.282281407,1,148.4131591,2.718281828,-5.991787824,-5.992471147,0.00011403
0.047457627,6.282281407,1,148.4131591,2.718281828,-5.983247898,-5.98395275,0.00011779
0.048813559,6.282281407,1,148.4131591,2.718281828,-5.974707972,-5.975434354,0.000121561
0.050169492,6.282281407,1,148.4131591,2.718281828,-5.966168046,-5.966915957,0.000125343
0.051525424,6.282281407,1,148.4131591,2.718281828,-5.95762812,-5.95839756,0.000129135
0.052881356,6.282281407,1,148.4131591,2.718281828,-5.949088194,-5.949879164,0.000132939
0.054237288,6.282281407,1,148.4131591,2.718281828,-5.940548268,-5.941360767,0.000136753
0.05559322,6.282281407,1,148.4131591,2.718281828,-5.932008342,-5.932842371,0.000140578
0.056949153,6.282281407,1,148.4131591,2.718281828,-5.923468416,-5.924323974,0.000144414
0.058305085,6.282281407,1,148.4131591,2.718281828,-5.91492849,-5.915805577,0.000148262
0.059661017,6.282281407,1,148.4131591,2.718281828,-5.906388564,-5.907287181,0.00015212
0.061016949,6.282281407,1,148.4131591,2.718281828,-5.897848638,-5.898768784,0.000155989
0.062372881,6.282281407,1,148.4131591,2.718281828,-5.889308712,-5.890250388,0.00015987
0.063728814,6.282281407,1,148.4131591,2.718281828,-5.880768786,-5.881731991,0.000163762
0.065084746,6.282281407,1,148.4131591,2.718281828,-5.87222886,-5.873213594,0.000167665
0.066440678,6.282281407,1,148.4131591,2.718281828,-5.863688934,-5.864695198,0.00017158
0.06779661,6.282281407,1,148.4131591,2.718281828,-5.855149008,-5.856176801,0.000175506
0.069152542,6.282281407,1,148.4131591,2.718281828,-5.846609082,-5.847658405,0.000179443
0.070508475,6.282281407,1,148.4131591,2.718281828,-5.838069156,-5.839140008,0.000183392
0.071864407,6.282281407,1,148.4131591,2.718281828,-5.82952923,-5.830621611,0.000187352
0.073220339,6.282281407,1,148.4131591,2.718281828,-5.820989304,-5.822103215,0.000191324
0.074576271,6.282281407,1,148.4131591,2.718281828,-5.812449378,-5.813584818,0.000195308
0.075932203,6.282281407,1,148.4131591,2.718281828,-5.803909452,-5.805066422,0.000199303
0.077288136,6.282281407,1,148.4131591,2.718281828,-5.795369526,-5.796548025,0.00020331
0.078644068,6.282281407,1,148.4131591,2.718281828,-5.7868296,-5.788029628,0.000207329
0.08,6.282281407,1,148.4131591,2.718281828,-5.778289674,-5.779511232,0.00021136
0,6.533532663,1,148.4131591,1,-6.533401661,-6.533345945,-8.52809E-06
0.001355932,6.533532663,1,148.4131591,1.000011013,-6.524499287,-6.524486866,-1.90376E-06
0.002711864,6.533532663,1,148.4131591,1.000020073,-6.515596913,-6.515627788,4.73856E-06
0.004067797,6.533532663,1,148.4131591,1.000029044,-6.50669454,-6.50676871,1.13989E-05
0.005423729,6.533532663,1,148.4131591,1.000038015,-6.497792166,-6.497909632,1.80775E-05
0.006779661,6.533532663,1,148.4131591,1.000047075,-6.488889792,-6.489050553,2.47742E-05
0.008135593,6.533532663,1,148.4131591,1.000056046,-6.479987419,-6.480191475,3.14892E-05
0.009491525,6.533532663,1,148.4131591,1.000065017,-6.471085046,-6.471332397,3.82226E-05
0.010847458,6.533532663,1,148.4131591,1.000074077,-6.462182673,-6.462473319,4.49744E-05
0.01220339,6.533532663,1,148.4131591,1.000083048,-6.4532803,-6.453614241,5.17447E-05
0.013559322,6.533532663,1,148.4131591,1.00009202,-6.444377927,-6.444755162,5.85336E-05
0.014915254,6.533532663,1,148.4131591,1.00010108,-6.435475555,-6.435896084,6.53412E-05
0.016271186,6.533532663,1,148.4131591,1.000110051,-6.426573183,-6.427037006,7.21675E-05
0.017627119,6.533532663,1,148.4131591,1.000119023,-6.41767081,-6.418177928,7.90126E-05
0.018983051,6.533532663,1,148.4131591,2.718281828,-6.409056003,-6.409318849,4.101E-05
0.020338983,6.533532663,1,148.4131591,2.718281828,-6.400174535,-6.400459771,4.4565E-05
0.021694915,6.533532663,1,148.4131591,2.718281828,-6.391293066,-6.391600693,4.81299E-05
0.023050847,6.533532663,1,148.4131591,2.718281828,-6.382411597,-6.382741615,5.17046E-05
0.02440678,6.533532663,1,148.4131591,2.718281828,-6.373530129,-6.373882537,5.52894E-05
0.025762712,6.533532663,1,148.4131591,2.718281828,-6.36464866,-6.365023458,5.8884E-05
0.027118644,6.533532663,1,148.4131591,2.718281828,-6.355767191,-6.35616438,6.24887E-05
0.028474576,6.533532663,1,148.4131591,2.718281828,-6.346885723,-6.347305302,6.61035E-05
0.029830508,6.533532663,1,148.4131591,2.718281828,-6.338004254,-6.338446224,6.97284E-05
0.031186441,6.533532663,1,148.4131591,2.718281828,-6.329122785,-6.329587145,7.33634E-05
0.032542373,6.533532663,1,148.4131591,2.718281828,-6.320241317,-6.320728067,7.70086E-05
0.033898305,6.533532663,1,148.4131591,2.718281828,-6.311359848,-6.311868989,8.06641E-05
0.035254237,6.533532663,1,148.4131591,2.718281828,-6.302478379,-6.303009911,8.43298E-05
0.036610169,6.533532663,1,148.4131591,2.718281828,-6.293596911,-6.294150833,8.80058E-05
0.037966102,6.533532663,1,148.4131591,2.718281828,-6.284715442,-6.285291754,9.16922E-05
0.039322034,6.533532663,1,148.4131591,2.718281828,-6.275833973,-6.276432676,9.5389E-05
0.040677966,6.533532663,1,148.4131591,2.718281828,-6.266952505,-6.267573598,9.90963E-05
0.042033898,6.533532663,1,148.4131591,2.718281828,-6.258071036,-6.25871452,0.000102814
0.043389831,6.533532663,1,148.4131591,2.718281828,-6.249189567,-6.249855441,0.000106542
0.044745763,6.533532663,1,148.4131591,2.718281828,-6.240308099,-6.240996363,0.000110281
0.046101695,6.533532663,1,148.4131591,2.718281828,-6.23142663,-6.232137285,0.000114031
0.047457627,6.533532663,1,148.4131591,2.718281828,-6.222545161,-6.223278207,0.000117791
0.048813559,6.533532663,1,148.4131591,2.718281828,-6.213663693,-6.214419128,0.000121562
0.050169492,6.533532663,1,148.4131591,2.718281828,-6.204782224,-6.20556005,0.000125343
0.051525424,6.533532663,1,148.4131591,2.718281828,-6.195900755,-6.196700972,0.000129136
0.052881356,6.533532663,1,148.4131591,2.718281828,-6.187019287,-6.187841894,0.000132939
0.054237288,6.533532663,1,148.4131591,2.718281828,-6.178137818,-6.178982816,0.000136754
0.05559322,6.533532663,1,148.4131591,2.718281828,-6.169256349,-6.170123737,0.000140579
0.056949153,6.533532663,1,148.4131591,2.718281828,-6.160374881,-6.161264659,0.000144415
0.058305085,6.533532663,1,148.4131591,2.718281828,-6.151493412,-6.152405581,0.000148262
0.059661017,6.533532663,1,148.4131591,2.718281828,-6.142611943,-6.143546503,0.000152121
0.061016949,6.533532663,1,148.4131591,2.718281828,-6.133730475,-6.134687424,0.00015599
0.062372881,6.533532663,1,148.4131591,2.718281828,-6.124849006,-6.125828346,0.000159871
0.063728814,6.533532663,1,148.4131591,2.718281828,-6.115967537,-6.116969268,0.000163763
0.065084746,6.533532663,1,148.4131591,2.718281828,-6.107086069,-6.10811019,0.000167666
0.066440678,6.533532663,1,148.4131591,2.718281828,-6.0982046,-6.099251112,0.00017158
0.06779661,6.533532663,1,148.4131591,2.718281828,-6.089323131,-6.090392033,0.000175506
0.069152542,6.533532663,1,148.4131591,2.718281828,-6.080441663,-6.081532955,0.000179444
0.070508475,6.533532663,1,148.4131591,2.718281828,-6.071560194,-6.072673877,0.000183393
0.071864407,6.533532663,1,148.4131591,2.718281828,-6.062678725,-6.063814799,0.000187353
0.073220339,6.533532663,1,148.4131591,2.718281828,-6.053797257,-6.05495572,0.000191325
0.074576271,6.533532663,1,148.4131591,2.718281828,-6.044915788,-6.046096642,0.000195309
0.075932203,6.533532663,1,148.4131591,2.718281828,-6.036034319,-6.037237564,0.000199304
0.077288136,6.533532663,1,148.4131591,2.718281828,-6.027152851,-6.028378486,0.000203311
0.078644068,6.533532663,1,148.4131591,2.718281828,-6.018271382,-6.019519408,0.00020733
0.08,6.533532663,1,148.4131591,2.718281828,-6.009389913,-6.010660329,0.00021136
0,6.78478392,1,148.4131591,1,-6.784652918,-6.784595258,-8.49862E-06
0.001355932,6.78478392,1,148.4131591,1.000011369,-6.775408197,-6.775395498,-1.87425E-06
0.002711864,6.78478392,1,148.4131591,1.000020695,-6.766163476,-6.766195738,4.7681E-06
0.004067797,6.78478392,1,148.4131591,1.000030021,-6.756918756,-6.756995979,1.14285E-05
0.005423729,6.78478392,1,148.4131591,1.000039347,-6.747674036,-6.747796219,1.81071E-05
0.006779661,6.78478392,1,148.4131591,1.000048762,-6.738429316,-6.738596459,2.48038E-05
0.008135593,6.78478392,1,148.4131591,1.000058089,-6.729184596,-6.729396699,3.15189E-05
0.009491525,6.78478392,1,148.4131591,1.000067415,-6.719939876,-6.720196939,3.82523E-05
0.010847458,6.78478392,1,148.4131591,1.000076742,-6.710695157,-6.710997179,4.50041E-05
0.01220339,6.78478392,1,148.4131591,1.000086068,-6.701450438,-6.701797419,5.17745E-05
0.013559322,6.78478392,1,148.4131591,1.000095484,-6.692205718,-6.69259766,5.85634E-05
0.014915254,6.78478392,1,148.4131591,1.000104811,-6.682960999,-6.6833979,6.5371E-05
0.016271186,6.78478392,1,148.4131591,1.000114137,-6.673716281,-6.67419814,7.21973E-05
0.017627119,6.78478392,1,148.4131591,2.718281828,-6.664748674,-6.66499838,3.74653E-05
0.018983051,6.78478392,1,148.4131591,2.718281828,-6.655525662,-6.65579862,4.10105E-05
0.020338983,6.78478392,1,148.4131591,2.718281828,-6.646302651,-6.64659886,4.45656E-05
0.021694915,6.78478392,1,148.4131591,2.718281828,-6.63707964,-6.6373991,4.81304E-05
0.023050847,6.78478392,1,148.4131591,2.718281828,-6.627856628,-6.628199341,5.17052E-05
0.02440678,6.78478392,1,148.4131591,2.718281828,-6.618633617,-6.618999581,5.52899E-05
0.025762712,6.78478392,1,148.4131591,2.718281828,-6.609410606,-6.609799821,5.88846E-05
0.027118644,6.78478392,1,148.4131591,2.718281828,-6.600187594,-6.600600061,6.24893E-05
0.028474576,6.78478392,1,148.4131591,2.718281828,-6.590964583,-6.591400301,6.61041E-05
0.029830508,6.78478392,1,148.4131591,2.718281828,-6.581741572,-6.582200541,6.97289E-05
0.031186441,6.78478392,1,148.4131591,2.718281828,-6.57251856,-6.573000782,7.33639E-05
0.032542373,6.78478392,1,148.4131591,2.718281828,-6.563295549,-6.563801022,7.70091E-05
0.033898305,6.78478392,1,148.4131591,2.718281828,-6.554072538,-6.554601262,8.06646E-05
0.035254237,6.78478392,1,148.4131591,2.718281828,-6.544849526,-6.545401502,8.43303E-05
0.036610169,6.78478392,1,148.4131591,2.718281828,-6.535626515,-6.536201742,8.80063E-05
0.037966102,6.78478392,1,148.4131591,2.718281828,-6.526403504,-6.527001982,9.16927E-05
0.039322034,6.78478392,1,148.4131591,2.718281828,-6.517180492,-6.517802222,9.53895E-05
0.040677966,6.78478392,1,148.4131591,2.718281828,-6.507957481,-6.508602463,9.90968E-05
0.042033898,6.78478392,1,148.4131591,2.718281828,-6.49873447,-6.499402703,0.000102815
0.043389831,6.78478392,1,148.4131591,2.718281828,-6.489511458,-6.490202943,0.000106543
0.044745763,6.78478392,1,148.4131591,2.718281828,-6.480288447,-6.481003183,0.000110282
0.046101695,6.78478392,1,148.4131591,2.718281828,-6.471065436,-6.471803423,0.000114031
0.047457627,6.78478392,1,148.4131591,2.718281828,-6.461842424,-6.462603663,0.000117791
0.048813559,6.78478392,1,148.4131591,2.718281828,-6.452619413,-6.453403903,0.000121562
0.050169492,6.78478392,1,148.4131591,2.718281828,-6.443396402,-6.444204144,0.000125344
0.051525424,6.78478392,1,148.4131591,2.718281828,-6.43417339,-6.435004384,0.000129136
0.052881356,6.78478392,1,148.4131591,2.718281828,-6.424950379,-6.425804624,0.00013294
0.054237288,6.78478392,1,148.4131591,2.718281828,-6.415727368,-6.416604864,0.000136754
0.05559322,6.78478392,1,148.4131591,2.718281828,-6.406504356,-6.407405104,0.000140579
0.056949153,6.78478392,1,148.4131591,2.718281828,-6.397281345,-6.398205344,0.000144415
0.058305085,6.78478392,1,148.4131591,2.718281828,-6.388058334,-6.389005585,0.000148263
0.059661017,6.78478392,1,148.4131591,2.718281828,-6.378835322,-6.379805825,0.000152121
0.061016949,6.78478392,1,148.4131591,2.718281828,-6.369612311,-6.370606065,0.00015599
0.062372881,6.78478392,1,148.4131591,2.718281828,-6.3603893,-6.361406305,0.000159871
0.063728814,6.78478392,1,148.4131591,2.718281828,-6.351166288,-6.352206545,0.000163763
0.065084746,6.78478392,1,148.4131591,2.718281828,-6.341943277,-6.343006785,0.000167666
0.066440678,6.78478392,1,148.4131591,2.718281828,-6.332720266,-6.333807025,0.000171581
0.06779661,6.78478392,1,148.4131591,2.718281828,-6.323497254,-6.324607266,0.000175507
0.069152542,6.78478392,1,148.4131591,2.718281828,-6.314274243,-6.315407506,0.000179444
0.070508475,6.78478392,1,148.4131591,2.718281828,-6.305051232,-6.306207746,0.000183393
0.071864407,6.78478392,1,148.4131591,2.718281828,-6.29582822,-6.297007986,0.000187353
0.073220339,6.78478392,1,148.4131591,2.718281828,-6.286605209,-6.287808226,0.000191325
0.074576271,6.78478392,1,148.4131591,2.718281828,-6.277382198,-6.278608466,0.000195309
0.075932203,6.78478392,1,148.4131591,2.718281828,-6.268159186,-6.269408707,0.000199304
0.077288136,6.78478392,1,148.4131591,2.718281828,-6.258936175,-6.260208947,0.000203311
0.078644068,6.78478392,1,148.4131591,2.718281828,-6.249713164,-6.251009187,0.00020733
0.08,6.78478392,1,148.4131591,2.718281828,-6.240490152,-6.241809427,0.000211361
0,7.036035176,1,148.4131591,1,-7.035904174,-7.035844572,-8.47125E-06
0.001355932,7.036035176,1,148.4131591,1.000011635,-7.026317107,-7.02630413,-1.84686E-06
0.002711864,7.036035176,1,148.4131591,1.000021405,-7.01673004,-7.016763689,4.79553E-06
0.004067797,7.036035176,1,148.4131591,1.000031087,-7.007142973,-7.007223247,1.1456E-05
0.005423729,7.036035176,1,148.4131591,1.000040768,-6.997555906,-6.997682806,1.81345E-05
0.006779661,7.036035176,1,148.4131591,1.00005045,-6.987968839,-6.988142364,2.48313E-05
0.008135593,7.036035176,1,148.4131591,1.000060131,-6.978381773,-6.978601923,3.15464E-05
0.009491525,7.036035176,1,148.4131591,1.000069813,-6.968794707,-6.969061481,3.82798E-05
0.010847458,7.036035176,1,148.4131591,1.000079584,-6.959207641,-6.95952104,4.50317E-05
0.01220339,7.036035176,1,148.4131591,1.000089266,-6.949620575,-6.949980598,5.18021E-05
0.013559322,7.036035176,1,148.4131591,1.000098859,-6.940033509,-6.940440157,5.8591E-05
0.014915254,7.036035176,1,148.4131591,1.00010863,-6.930446444,-6.930899715,6.53987E-05
0.016271186,7.036035176,1,148.4131591,1.000118312,-6.920859379,-6.921359274,7.2225E-05
0.017627119,7.036035176,1,148.4131591,2.718281828,-6.911559875,-6.911818832,3.74658E-05
0.018983051,7.036035176,1,148.4131591,2.718281828,-6.901995321,-6.902278391,4.10111E-05
0.020338983,7.036035176,1,148.4131591,2.718281828,-6.892430767,-6.892737949,4.45661E-05
0.021694915,7.036035176,1,148.4131591,2.718281828,-6.882866213,-6.883197508,4.81309E-05
0.023050847,7.036035176,1,148.4131591,2.718281828,-6.873301659,-6.873657067,5.17057E-05
0.02440678,7.036035176,1,148.4131591,2.718281828,-6.863737105,-6.864116625,5.52904E-05
0.025762712,7.036035176,1,148.4131591,2.718281828,-6.854172551,-6.854576184,5.88851E-05
0.027118644,7.036035176,1,148.4131591,2.718281828,-6.844607997,-6.845035742,6.24898E-05
0.028474576,7.036035176,1,148.4131591,2.718281828,-6.835043443,-6.835495301,6.61046E-05
0.029830508,7.036035176,1,148.4131591,2.718281828,-6.825478889,-6.825954859,6.97294E-05
0.031186441,7.036035176,1,148.4131591,2.718281828,-6.815914335,-6.816414418,7.33644E-05
0.032542373,7.036035176,1,148.4131591,2.718281828,-6.806349781,-6.806873976,7.70096E-05
0.033898305,7.036035176,1,148.4131591,2.718281828,-6.796785227,-6.797333535,8.06651E-05
0.035254237,7.036035176,1,148.4131591,2.718281828,-6.787220673,-6.787793093,8.43308E-05
0.036610169,7.036035176,1,148.4131591,2.718281828,-6.777656119,-6.778252652,8.80068E-05
0.037966102,7.036035176,1,148.4131591,2.718281828,-6.768091565,-6.76871221,9.16932E-05
0.039322034,7.036035176,1,148.4131591,2.718281828,-6.758527011,-6.759171769,9.539E-05
0.040677966,7.036035176,1,148.4131591,2.718281828,-6.748962457,-6.749631327,9.90973E-05
0.042033898,7.036035176,1,148.4131591,2.718281828,-6.739397903,-6.740090886,0.000102815
0.043389831,7.036035176,1,148.4131591,2.718281828,-6.729833349,-6.730550444,0.000106543
0.044745763,7.036035176,1,148.4131591,2.718281828,-6.720268795,-6.721010003,0.000110282
0.046101695,7.036035176,1,148.4131591,2.718281828,-6.710704241,-6.711469561,0.000114032
0.047457627,7.036035176,1,148.4131591,2.718281828,-6.701139687,-6.70192912,0.000117792
0.048813559,7.036035176,1,148.4131591,2.718281828,-6.691575133,-6.692388678,0.000121563
0.050169492,7.036035176,1,148.4131591,2.718281828,-6.682010579,-6.682848237,0.000125344
0.051525424,7.036035176,1,148.4131591,2.718281828,-6.672446025,-6.673307796,0.000129137
0.052881356,7.036035176,1,148.4131591,2.718281828,-6.662881471,-6.663767354,0.00013294
0.054237288,7.036035176,1,148.4131591,2.718281828,-6.653316917,-6.654226913,0.000136754
0.05559322,7.036035176,1,148.4131591,2.718281828,-6.643752363,-6.644686471,0.00014058
0.056949153,7.036035176,1,148.4131591,2.718281828,-6.634187809,-6.63514603,0.000144416
0.058305085,7.036035176,1,148.4131591,2.718281828,-6.624623255,-6.625605588,0.000148263
0.059661017,7.036035176,1,148.4131591,2.718281828,-6.615058701,-6.616065147,0.000152121
0.061016949,7.036035176,1,148.4131591,2.718281828,-6.605494147,-6.606524705,0.000155991
0.062372881,7.036035176,1,148.4131591,2.718281828,-6.595929593,-6.596984264,0.000159872
0.063728814,7.036035176,1,148.4131591,2.718281828,-6.586365039,-6.587443822,0.000163764
0.065084746,7.036035176,1,148.4131591,2.718281828,-6.576800485,-6.577903381,0.000167667
0.066440678,7.036035176,1,148.4131591,2.718281828,-6.567235931,-6.568362939,0.000171581
0.06779661,7.036035176,1,148.4131591,2.718281828,-6.557671377,-6.558822498,0.000175507
0.069152542,7.036035176,1,148.4131591,2.718281828,-6.548106823,-6.549282056,0.000179445
0.070508475,7.036035176,1,148.4131591,2.718281828,-6.538542269,-6.539741615,0.000183393
0.071864407,7.036035176,1,148.4131591,2.718281828,-6.528977715,-6.530201173,0.000187354
0.073220339,7.036035176,1,148.4131591,2.718281828,-6.519413161,-6.520660732,0.000191326
0.074576271,7.036035176,1,148.4131591,2.718281828,-6.509848607,-6.51112029,0.000195309
0.075932203,7.036035176,1,148.4131591,2.718281828,-6.500284053,-6.501579849,0.000199305
0.077288136,7.036035176,1,148.4131591,2.718281828,-6.490719499,-6.492039407,0.000203312
0.078644068,7.036035176,1,148.4131591,2.718281828,-6.481154945,-6.482498966,0.000207331
0.08,7.036035176,1,148.4131591,2.718281828,-6.471590391,-6.472958525,0.000211361
0,7.287286432,1,148.4131591,1,-7.28715543,-7.287093885,-8.44578E-06
0.001355932,7.287286432,1,148.4131591,1.000012079,-7.277226016,-7.277212762,-1.82135E-06
0.002711864,7.287286432,1,148.4131591,1.000022027,-7.267296603,-7.267331639,4.82106E-06
0.004067797,7.287286432,1,148.4131591,1.000032153,-7.257367189,-7.257450516,1.14815E-05
0.005423729,7.287286432,1,148.4131591,1.000042101,-7.247437776,-7.247569393,1.81601E-05
0.006779661,7.287286432,1,148.4131591,1.000052226,-7.237508363,-7.23768827,2.4857E-05
0.008135593,7.287286432,1,148.4131591,1.000062174,-7.22757895,-7.227807147,3.15721E-05
0.009491525,7.287286432,1,148.4131591,1.0000723,-7.217649537,-7.217926023,3.83055E-05
0.010847458,7.287286432,1,148.4131591,1.000082249,-7.207720125,-7.2080449,4.50574E-05
0.01220339,7.287286432,1,148.4131591,1.000092375,-7.197790712,-7.198163777,5.18278E-05
0.013559322,7.287286432,1,148.4131591,1.000102323,-7.1878613,-7.188282654,5.86168E-05
0.014915254,7.287286432,1,148.4131591,1.00011245,-7.177931888,-7.178401531,6.54244E-05
0.016271186,7.287286432,1,148.4131591,1.000122487,-7.168002477,-7.168520408,7.22508E-05
0.017627119,7.287286432,1,148.4131591,2.718281828,-7.158371077,-7.158639285,3.74663E-05
0.018983051,7.287286432,1,148.4131591,2.718281828,-7.14846498,-7.148758162,4.10115E-05
0.020338983,7.287286432,1,148.4131591,2.718281828,-7.138558884,-7.138877039,4.45665E-05
0.021694915,7.287286432,1,148.4131591,2.718281828,-7.128652787,-7.128995916,4.81314E-05
0.023050847,7.287286432,1,148.4131591,2.718281828,-7.11874669,-7.119114792,5.17062E-05
0.02440678,7.287286432,1,148.4131591,2.718281828,-7.108840594,-7.109233669,5.52909E-05
0.025762712,7.287286432,1,148.4131591,2.718281828,-7.098934497,-7.099352546,5.88856E-05
0.027118644,7.287286432,1,148.4131591,2.718281828,-7.0890284,-7.089471423,6.24903E-05
0.028474576,7.287286432,1,148.4131591,2.718281828,-7.079122304,-7.0795903,6.6105E-05
0.029830508,7.287286432,1,148.4131591,2.718281828,-7.069216207,-7.069709177,6.97299E-05
