eta,U,a,s,y,E,yinf,Einf,dE
0.0,0.1,1,0.0,1.0,2.7213753699274106,1000.0,2.8979678270105245,-0.06093665203498222
0.0,0.1,1,0.07537688442211055,1.0,2.3261267520202233,1000.0,2.4784341158846557,-0.06145306138592574
0.0,0.1,1,0.1507537688442211,1.0,1.9862218754792402,1000.0,2.1176201398053442,-0.06204996914044386
0.0,0.1,1,0.22613065326633164,1.0,1.6939196778838772,1000.0,1.8073051064876715,-0.06273729222408289
0.0,0.1,1,0.3015075376884422,1.0,1.4425603785882875,1000.0,1.5404192515493758,-0.06352742791461509
0.0,0.1,1,0.37688442211055273,1.0,1.2264145448855137,1000.0,1.3108827571291637,-0.06443613037418812
0.0,0.1,1,0.4522613065326633,1.0,1.0405532541341904,1000.0,1.1134671862746641,-0.06548368289542722
0.0,0.1,1,0.5276381909547738,1.0,0.8807363946867589,1000.0,0.9436762871176626,-0.06669648616809634
0.0,0.1,1,0.6030150753768844,1.0,0.743316563119318,1000.0,0.7976434622783268,-0.06810925147412812
0.0,0.1,1,0.6783919597989949,1.0,0.6251563721592692,1000.0,0.6720435778393559,-0.06976810317990194
0.0,0.1,1,0.7537688442211055,1.0,0.5235572908637375,1000.0,0.5640176573907864,-0.07173599265353395
0.0,0.1,1,0.829145728643216,1.0,0.4361984028969149,1000.0,0.4711049189205123,-0.07409499375124767
0.0,0.1,1,0.9045226130653266,1.0,0.36108369608377316,1000.0,0.391192135421902,-0.07696586053719305
0.0,0.1,1,0.9798994974874371,1.0,0.29649669184272354,1000.0,0.3224599394561422,-0.0805161957705755
0.0,0.1,1,1.0552763819095476,1.0,0.2409613909785282,1000.0,0.26334407673736127,-0.08499407329049516
0.0,0.1,1,1.1306532663316582,1.0,0.19320865641594717,1000.0,0.212499201030368,-0.0907793747971036
0.0,0.1,1,1.2060301507537687,1.0,0.15214727704526226,1000.0,0.16876821537841535,-0.09848381874445553
0.0,0.1,1,1.2814070351758793,1.0,0.11683906278523569,1000.0,0.13115591302811133,-0.10915901473543962
0.0,0.1,1,1.3567839195979898,1.0,0.08647741174056933,1000.0,0.09880631472849961,-0.12477849236466
0.0,0.1,1,1.4321608040201004,1.0,0.060368868118483576,1000.0,0.07098318288159518,-0.14953280949400377
0.0,0.1,1,1.507537688442211,1.0,0.037917256270261684,1000.0,0.047053266372434455,-0.19416314331633697
0.0,0.1,1,1.5829145728643215,1.0,0.018610033480255764,1000.0,0.0264718925566855,-0.29698893116896613
0.0,0.1,1,1.658291457286432,1.0,0.002006553345066525,1000.0,0.008770576649582626,-0.771217626247869
0.0,0.1,1,1.7336683417085426,1.0,-0.012272026034295322,1000.0,-0.006453634534828376,-0.9015681734171328
0.0,0.1,1,1.809045226130653,1.0,-0.02455141827663472,1000.0,-0.01954732777410924,-0.2559987001984734
0.0,0.1,1,1.8844221105527637,1.0,-0.0351116670311636,1000.0,-0.030808606573171513,-0.13967072635278613
0.0,0.1,1,1.9597989949748742,1.0,-0.04419355676811676,1000.0,-0.040493871783134634,-0.0913640712055352
0.0,0.1,1,2.0351758793969847,1.0,-0.05200412285911803,1000.0,-0.048823654042996364,-0.06514196609128835
0.0,0.1,1,2.1105527638190953,1.0,-0.05872138736733512,1000.0,-0.05598763069532394,-0.04882786854989207
0.0,0.1,1,2.185929648241206,1.0,-0.06449842934823397,1000.0,-0.06214894122738272,-0.03780415360987778
0.0,0.1,1,2.2613065326633164,1.0,-0.06946688324872921,1000.0,-0.06744789931158729,-0.029933978044518104
0.0,0.1,1,2.336683417085427,1.0,-0.07373994586987731,1000.0,-0.07200518579671324,-0.02409215466871636
0.0,0.1,1,2.4120603015075375,1.0,-0.07741496105028241,1000.0,-0.0759245951933074,-0.019629552889685806
0.0,0.1,1,2.487437185929648,1.0,-0.0805756414925712,1000.0,-0.0792953980750309,-0.016145242329559936
0.0,0.1,1,2.5628140703517586,1.0,-0.08329397878187683,1000.0,-0.0821943730759172,-0.013378114155624723
0.0,0.1,1,2.638190954773869,1.0,-0.0856318854478076,1000.0,-0.08468755467436635,-0.01115076208153975
0.0,0.1,1,2.7135678391959797,1.0,-0.08764260673788156,1000.0,-0.08683173649885774,-0.009338408647793043
0.0,0.1,1,2.78894472361809,1.0,-0.08937193445987539,1000.0,-0.08867576433812874,-0.00785073719908509
0.0,0.1,1,2.8643216080402008,1.0,-0.09085925069062377,1000.0,-0.09026164826282967,-0.00662077902736672
0.0,0.1,1,2.9396984924623113,1.0,-0.09213842523372436,1000.0,-0.09162551915591965,-0.005597851805149235
0.0,0.1,1,3.015075376884422,1.0,-0.0932385873471135,1000.0,-0.09279845141349875,-0.004742923259069878
0.0,0.1,1,3.0904522613065324,1.0,-0.09418478937507095,1000.0,-0.09380717053557676,-0.004025479473884985
0.0,0.1,1,3.165829145728643,1.0,-0.09499857744043894,1000.0,-0.09467466170920134,-0.0034213560987682015
0.0,0.1,1,3.2412060301507535,1.0,-0.09569848222382393,1000.0,-0.09542069323452543,-0.0029112027997507226
0.0,0.1,1,3.316582914572864,1.0,-0.0963004410276521,1000.0,-0.09606226670821014,-0.0024793743433665057
0.0,0.1,1,3.3919597989949746,1.0,-0.09681816075162449,1000.0,-0.09661400421090799,-0.0021131154058248473
0.0,0.1,1,3.467336683417085,1.0,-0.09726343005589187,1000.0,-0.09708848131357233,-0.001801951580172576
0.0,0.1,1,3.5427135678391957,1.0,-0.09764638782787714,1000.0,-0.09749651348351969,-0.001537227732587458
0.0,0.1,1,3.618090452261306,1.0,-0.09797575407130397,1000.0,-0.09784740241087243,-0.0013117533758594659
0.0,0.1,1,3.6934673366834168,1.0,-0.09825902847865367,1000.0,-0.09814914786370596,-0.0011195269377202884
0.0,0.1,1,3.7688442211055273,1.0,-0.09850266121123737,1000.0,-0.09840862989555317,-0.0009555190005591619
0.0,0.1,1,3.844221105527638,1.0,-0.09871219977740946,1000.0,-0.09863176555400549,-0.0008155001885262282
0.0,0.1,1,3.9195979899497484,1.0,-0.09889241535462566,1000.0,-0.09882364365864763,-0.0006959032619317557
0.0,0.1,1,3.994974874371859,1.0,-0.0990474114325847,1000.0,-0.0989886407172726,-0.0005937117116292104
0.0,0.1,1,4.0703517587939695,1.0,-0.09918071725186492,1000.0,-0.09913052061988825,-0.0005063690946317597
0.0,0.1,1,4.14572864321608,1.0,-0.09929536816607024,1000.0,-0.09925252038067196,-0.00043170475907246416
0.0,0.1,1,4.221105527638191,1.0,-0.09939397475761398,1000.0,-0.09935742388035886,-0.0003678726342496426
0.0,0.1,1,4.296482412060302,1.0,-0.09947878228109967,1000.0,-0.09944762528832378,-0.000313300520606316
0.0,0.1,1,4.371859296482412,1.0,-0.09955172178795443,1000.0,-0.09952518360862565,-0.0002666478811346854
0.0,0.1,1,4.447236180904522,1.0,-0.09961445409650967,1000.0,-0.0995918695921736,-0.0002267705629841883
0.0,0.1,1,4.522613065326633,1.0,-0.0996684076087862,1000.0,-0.0996492060833449,-0.0001926912034325514
0.0,0.1,1,4.597989949748744,1.0,-0.09971481083510982,1000.0,-0.09969850271988287,-0.00016357432440851805
0.0,0.1,1,4.673366834170854,1.0,-0.09975472036716766,1000.0,-0.09974088577631852,-0.0001387053136881454
0.0,0.1,1,4.748743718592964,1.0,-0.09978904493646763,1000.0,-0.09977732383057258,-0.00011747264253100253
0.0,0.1,1,4.824120603015075,1.0,-0.09981856610602198,1000.0,-0.09980864983827929,-9.935278914959012e-05
0.0,0.1,1,4.899497487437186,1.0,-0.09984395606640982,1000.0,-0.09983558011757153,-8.389743244268903e-05
0.0,0.1,1,4.974874371859296,1.0,-0.09986579294143884,1000.0,-0.09985873067671057,-7.072255655975703e-05
0.0,0.1,1,5.050251256281406,1.0,-0.09988457395191672,1000.0,-0.0998786312564334,-5.949916822609464e-05
0.0,0.1,1,5.125628140703517,1.0,-0.09990072673727263,1000.0,-0.09989573740684952,-4.994537857788869e-05
0.0,0.1,1,5.201005025125628,1.0,-0.09991461909282111,1000.0,-0.09991044087395846,-4.181964193226625e-05
0.0,0.1,1,5.276381909547738,1.0,-0.09992656734438558,1000.0,-0.09992307853236489,-3.491497731994516e-05
0.0,0.1,1,5.351758793969848,1.0,-0.09993684355097109,1000.0,-0.09993394006765934,-2.9054026187544497e-05
0.0,0.1,1,5.427135678391959,1.0,-0.0999456816994895,1000.0,-0.09994327458345782,-2.4084822532707132e-05
0.0,0.1,1,5.50251256281407,1.0,-0.09995328303259118,1000.0,-0.09995129628360297,-1.987717080303726e-05
0.0,0.1,1,5.57788944723618,1.0,-0.09995982063091602,1000.0,-0.09995818935896716,-1.6319542793998426e-05
0.0,0.1,1,5.6532663316582905,1.0,-0.09996544335410161,1000.0,-0.09996411219018259,-1.3316418161068498e-05
0.0,0.1,1,5.7286432160804015,1.0,-0.09997027923028425,1000.0,-0.09996920096204304,-1.0786004397674499e-05
0.0,0.1,1,5.8040201005025125,1.0,-0.09997443837127117,1000.0,-0.0999735727719225,-8.658281630539967e-06
0.0,0.1,1,5.879396984924623,1.0,-0.09997801547976173,1000.0,-0.09997732830303178,-6.873325599044802e-06
0.0,0.1,1,5.954773869346733,1.0,-0.09998109200570672,1000.0,-0.0999805541234215,-5.379869014947612e-06
0.0,0.1,1,6.030150753768844,1.0,-0.09998373800090542,1000.0,-0.09998332466311657,-4.134067258074538e-06
0.0,0.1,1,6.105527638190955,1.0,-0.09998601371406934,1000.0,-0.09998570391443501,-3.0984392988819666e-06
0.0,0.1,1,6.180904522613065,1.0,-0.09998797096267185,1000.0,-0.09998774689423848,-2.240958920837424e-06
0.0,0.1,1,6.256281407035175,1.0,-0.09998965431282025,1000.0,-0.09998950090143925,-1.534274895047872e-06
0.0,0.1,1,6.331658291457286,1.0,-0.09999110209401607,1000.0,-0.09999100659842343,-9.55041817164652e-07
0.0,0.1,1,6.407035175879397,1.0,-0.09999234727190913,1000.0,-0.09999229894104013,-4.833459127672843e-07
0.0,0.1,1,6.482412060301507,1.0,-0.09999341819891788,1000.0,-0.09999340797835504,-1.0221236626632467e-07
0.0,0.1,1,6.557788944723617,1.0,-0.0999943392598077,1000.0,-0.09999435954040066,2.0281736938180105e-07
0.0,0.1,1,6.633165829145728,1.0,-0.09999513142692627,1000.0,-0.09999517582960295,4.440481883850741e-07
